Attraction Name,username,rating,content,time,image,UserURL,
Garden by the bay,M30***26,5,两个场馆挨在一起，全程2小时左右游玩。场馆很有设计感，拍照也漂亮，植物摆放也很讲究挺精致的。建议下午去，游玩结束后，晚上正好看擎天树灯光秀。推荐去，尤其带娃可以去！,8/7/23 5:42,0,https://sg.trip.com/review/gardens-by-the-bay-94795-177510570?locale=en-SG,
Garden by the bay,118***06,5,两个温室，园区很大，非常好,10/9/23 12:27,0,https://sg.trip.com/review/gardens-by-the-bay-94795-178916839?locale=en-SG,
Garden by the bay,Anonymous User,3,个人不推荐,7/1/24 14:35,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180343303?locale=en-SG,
Garden by the bay,Anonymous User,4,中两棵擎天树之间，还有华侨银行空中步道（OCBC Skyway）相连（P2）让访客能够从不同的角度垂直欣赏擎天树和滨海南花园的美景。,16/12/23 16:42,2,https://sg.trip.com/review/gardens-by-the-bay-94795-180085397?locale=en-SG,
Garden by the bay,Anonymous User,4,临走前的上午，意外发现了这个超级可打卡的新加坡滨海湾花园。就在金沙酒店附近！地铁直达，整个花园游客不多，非常有热带气息。,12/11/23 6:44,3,https://sg.trip.com/review/gardens-by-the-bay-94795-179740819?locale=en-SG,
Garden by the bay,夜猫子野上海,4,为了避雨进去逛了一圈，一般般。就在鱼尾狮的边上，每一个馆都要单独收费。,22/4/23 16:07,3,https://sg.trip.com/review/gardens-by-the-bay-94795-175591591?locale=en-SG,
Garden by the bay,Anonymous User,4,为携程的服务点赞，速度快性价比高，不用排队买票,13/8/23 14:01,0,https://sg.trip.com/review/gardens-by-the-bay-94795-178282078?locale=en-SG,
Garden by the bay,外星人,4,主要就是看花，滨海湾花园最大的两个穹顶就是这两个景点，面积不大，大概1个多小时两个景点都能逛完，人有点多，适合欣赏花花草草的人，建议可以放慢节奏逛逛，走马观花的对于赏花这件事来讲就没什么意思了,7/10/23 2:52,9,https://sg.trip.com/review/gardens-by-the-bay-94795-179285517?locale=en-SG,
Garden by the bay,llwlwwj,5,买的是花穹和云雾森林的套票，花穹里面就是各个国家的花儿。一般吧，云雾森林里面进去就是一个流水的大瀑布，里面还有阿凡达电影的人物雕像，可以坐电梯到天桥观看，孩子比较喜欢吧，有一些互动光影游戏,16/8/23 7:20,3,https://sg.trip.com/review/gardens-by-the-bay-94795-178324464?locale=en-SG,
Garden by the bay,M27***16,5,买票后直接扫码进，无需换票，滨海湾花园真的很惊艳，尤其是cloud forest，强烈推荐,8/5/23 3:48,3,https://sg.trip.com/review/gardens-by-the-bay-94795-175772808?locale=en-SG,
Garden by the bay,S. иà💭🦮,5,云雾林，植物类型特别多，太多没有见过的了，值得留出时间好好逛逛，阿凡达主题也增添了趣味性，里面比较凉快，不穿外套也是可以的。,23/8/23 9:28,5,https://sg.trip.com/review/gardens-by-the-bay-94795-178560485?locale=en-SG,
Garden by the bay,Anonymous User,4,云雾林～神秘的探险之旅当你一脚踏入云雾林（Cloud Forest），这里有世界上最高的室内瀑布和一座山峦葱郁的山脉，来自世界各个角落的植物点缀其中，创造了一个奇幻的绿色之梦。,12/11/23 6:46,3,https://sg.trip.com/review/gardens-by-the-bay-94795-179740844?locale=en-SG,
Garden by the bay,handsupppppp,5,云雾林值得一去，花穹里就是各种花，后悔没有买擎天树观景台！买之前也没有仔细了解，导致浪费了门票。9:00左右就不给进了，要去的朋友抓紧买票哦,6/2/24 10:05,5,https://sg.trip.com/review/gardens-by-the-bay-94795-180644644?locale=en-SG,
Garden by the bay,小小小兔兔兔,5,云雾林和花穹，门票是联票，滨海湾花园内两个巨大的玻璃房，云雾林中有新加坡最大的室内瀑布，植物品种丰富且多样，拍照美美的。,22/1/24 12:24,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180491937?locale=en-SG,
Garden by the bay,jieni410,5,云雾林很漂亮，花穹可以看成送的,6/10/23 15:52,0,https://sg.trip.com/review/gardens-by-the-bay-94795-179282925?locale=en-SG,
Garden by the bay,lun***02,5,云雾林推荐，很不错，拍照也好看，花琼里真的没什么，就是简单转转，新加坡逛室内的这种地方都很舒服，有很足的空调，下雨也不怕,4/8/23 2:58,1,https://sg.trip.com/review/gardens-by-the-bay-94795-178128765?locale=en-SG,
Garden by the bay,M30***00,5,云雾林的布景和阿凡达很像，真的很漂亮，很有特色，也很凉快，空中走廊也挺惊险。花穹也还行，花很多很漂亮但感觉更适合女孩子拍照。,30/6/23 6:41,0,https://sg.trip.com/review/gardens-by-the-bay-94795-177308712?locale=en-SG,
Garden by the bay,Smile-to-Tracy,5,云雾林的瀑布玩的蛮开心的，小孩子冲来冲去的。进门巨大冷气很凉爽。绕一圈下来也要2小时左右，里面一片绿色，去的时候还有阿凡达北京摄影活动，需要小小排队一会会。,1/9/23 8:18,3,https://sg.trip.com/review/gardens-by-the-bay-94795-178746753?locale=en-SG,
Garden by the bay,🐉 LenaK,5,云雾林超级超级美绝对不要错过，花穹因为照顾花的温度会比较冷要注意添衣保暖。skytree要晚上看灯光秀会特别美,27/3/23 15:21,6,https://sg.trip.com/review/gardens-by-the-bay-94795-175322158?locale=en-SG,
Garden by the bay,🐉 LenaK,5,云雾林超级超级美绝对不要错过，花穹因为照顾花的温度会比较冷要注意添衣保暖。skytree要晚上看灯光秀会特别美,27/3/23 15:20,6,https://sg.trip.com/review/gardens-by-the-bay-94795-175322162?locale=en-SG,
Garden by the bay,Anonymous User,5,云雾森林最有名的就是有一座全球最大的室内瀑布，这座高达35米的室内瀑布覆盖着茂密的绿色植被(兰花、猪笼草和蕨类植物等)。一进到室内就能感受到瀑布的水气喷上来，创造出一个被雾气笼罩的神秘世界。,4/11/23 16:38,2,https://sg.trip.com/review/gardens-by-the-bay-94795-179653263?locale=en-SG,
Garden by the bay,Anonymous User,5,云雾森林和花卉馆还是不错的，植被丰富，兰花清幽，进门就看到的瀑布气势恢弘，震撼了一下下。一定要等7:45的表演，灯光秀很不错，免费的,28/8/23 5:41,5,https://sg.trip.com/review/gardens-by-the-bay-94795-178694418?locale=en-SG,
Garden by the bay,Anonymous User,5,云雾森林有18棵擎天大树，每棵都是一个垂直的小公园，超级壮观。清爽宜人的环境在体验感上是有加分的，也非常值得带小朋友来玩,30/8/23 13:33,5,https://sg.trip.com/review/gardens-by-the-bay-94795-178725188?locale=en-SG,
Garden by the bay,Anonymous User,5,云雾森林的植物在一天中的几个小时都通过薄雾&ldquo;浇水&rdquo;。 当雾气发生时，云雾森林被雾气笼罩，是一次千载难逢的体验。还是比较有趣的。,4/11/23 16:39,1,https://sg.trip.com/review/gardens-by-the-bay-94795-179653256?locale=en-SG,
Garden by the bay,Maggie clew,5,云雾森林真的太震撼了，里面的植物花朵真的很美，阿凡达太精彩了，超级赞,6/7/23 13:24,3,https://sg.trip.com/review/gardens-by-the-bay-94795-177491278?locale=en-SG,
Garden by the bay,Peiling,5,云雾的阿凡达主题馆体验超级赞 有被震撼到！ 花穹就比较一般 就是个普通的室内花园，里面超级冷 一定要穿外套。 晚上的擎天大树灯光秀超级梦幻。,18/7/23 1:21,3,https://sg.trip.com/review/gardens-by-the-bay-94795-177637564?locale=en-SG,
Garden by the bay,M29***49,5,交通：🚇Bayfront站图4在外面看擎天树那一块是免费的～室内观光建议先去flower done再去cloud forest，慢慢走大约游览2.5H左右吧，cloud forest那一块空调真的很凉记得带一件外套！,25/6/23 5:25,5,https://sg.trip.com/review/gardens-by-the-bay-94795-176916995?locale=en-SG,
Garden by the bay,liliyaliu2003,5,人为景观的代表作。可以爬到树上去看。,29/3/23 22:54,0,https://sg.trip.com/review/gardens-by-the-bay-94795-175342891?locale=en-SG,
Garden by the bay,钰儿2020,5,人工景点，但也打造得十分唯美浪漫。外国人对中国人都很友好，一个外国帅哥有点像马来西亚人，还帮我拍照。新加坡就是消费高，打车吃饭较贵。值得一游。,8/8/23 6:56,7,https://sg.trip.com/review/gardens-by-the-bay-94795-178196406?locale=en-SG,
Garden by the bay,马拉唧唧🐔,5,今天团的这个东西非常的美味可口，造型也非常好看，香味也非常的独特，是我吃到的非常优秀的食物，我以后还会再来这个地方团购的。这家餐厅环境很好，非常干净整洁，食物不仅外形美观，重要的是味道非常棒，色味俱佳。做法保留了食材原有的味道，清新爽口,14/4/23 14:02,0,https://sg.trip.com/review/gardens-by-the-bay-94795-175509027?locale=en-SG,
Garden by the bay,starrynight_cn,5,价格低廉 非常超值。电梯乘坐到顶楼，风轻轻的吹拂过来。感觉非常舒适。而且价格非常便宜。上面可以看到金沙酒店。四面环绕的都是风景,25/1/24 15:30,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180511675?locale=en-SG,
Garden by the bay,鸵鸟叔叔,5,价格合理，使用很方便，直接手机扫码。,1/12/23 3:28,0,https://sg.trip.com/review/gardens-by-the-bay-94795-179947917?locale=en-SG,
Garden by the bay,esther豆豆,4,价格和其他平台相比没有特别优惠，但就是几分钟就出票，凭二维码就可以验票，算方便。,12/8/23 15:32,0,https://sg.trip.com/review/gardens-by-the-bay-94795-178266933?locale=en-SG,
Garden by the bay,Anonymous User,5,价格有点小贵，但也比现场便宜。相当于两个室内花园，屋里很凉快。人不多，有各种植物，大家都很安静的参观，环境很好，门口出来的商品的卖的冰箱贴比牛车水贵。,14/9/23 4:34,5,https://sg.trip.com/review/gardens-by-the-bay-94795-178973278?locale=en-SG,
Garden by the bay,Anonymous User,5,但是这次不赶巧，白天看着葱葱郁郁的绿色植物，也是非常不错的。如果想观光就要买票，云雾森林和花穹都要门票的。空中走廊没上去，要钱，还要排队,16/12/23 16:35,2,https://sg.trip.com/review/gardens-by-the-bay-94795-180085472?locale=en-SG,
Garden by the bay,悠莜琦琦,4,位置很好找，就在地铁站附近，里面的花，非常好看。网红打卡，不错！,23/10/23 23:44,0,https://sg.trip.com/review/gardens-by-the-bay-94795-179518423?locale=en-SG,
Garden by the bay,M32***63,1,低分是给携程票务服务的，奉劝大家，千万别在携程上购票，都是不能退订。前一晚十一点误买儿童票，第二天一早发现了马上致电，希望可以重新购买成人票，就是不给退，也不给补差价到成人票，亏我新加坡自由行所有机票酒店门票都是你们携程。就这服务，根本不在意老客户是吧。,4/2/24 6:07,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180599433?locale=en-SG,
Garden by the bay,Anonymous User,5,使用方便，可以购买。,14/11/23 4:11,0,https://sg.trip.com/review/gardens-by-the-bay-94795-179787049?locale=en-SG,
Garden by the bay,vivi716,4,使用方便！地标性景点，嗯，就是室内植物园，挺漂亮的。,5/2/24 4:02,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180636977?locale=en-SG,
Garden by the bay,King-san,5,值得一去，不错的景点,4/10/23 8:58,1,https://sg.trip.com/review/gardens-by-the-bay-94795-179250871?locale=en-SG,
Garden by the bay,一个爱的旅行者呀,5,值得一去，世界上最大的温室花园值得体验,7/2/24 18:44,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180652309?locale=en-SG,
Garden by the bay,M34***68,5,值得一去，但要最好预备一天时间逛。先去花穹，晚上看阿凡達可能比较有感觉。如果时间不够，可能要先玩云林阿凡達，因为早关门,13/11/23 6:39,6,https://sg.trip.com/review/gardens-by-the-bay-94795-179782762?locale=en-SG,
Garden by the bay,仔仔SS,5,值得一去，室内温度宜人，植物品种繁多。携程购票服务非常方便。,7/12/23 19:02,7,https://sg.trip.com/review/gardens-by-the-bay-94795-180010969?locale=en-SG,
Garden by the bay,mbgg2797,5,值得一去，就是很多花不知道是啥花,4/8/23 2:03,0,https://sg.trip.com/review/gardens-by-the-bay-94795-178128015?locale=en-SG,
Garden by the bay,Anonymous User,5,值得一去。,19/12/23 15:10,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180126826?locale=en-SG,
Garden by the bay,修妈,5,值得一去～非常美,1/8/23 2:57,3,https://sg.trip.com/review/gardens-by-the-bay-94795-177973513?locale=en-SG,
Garden by the bay,Anonymous User,5,值得一看 非常漂亮,4/2/24 14:18,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180631771?locale=en-SG,
Garden by the bay,_M1***53,5,值得去，非常棒的地方。新加坡特色,7/12/23 23:01,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180011202?locale=en-SG,
Garden by the bay,Melody9951,5,值得去，非常舒适和好看,19/8/23 10:42,4,https://sg.trip.com/review/gardens-by-the-bay-94795-178499177?locale=en-SG,
Garden by the bay,Anonymous User,5,值得去体验，感觉很好！,20/10/23 9:34,0,https://sg.trip.com/review/gardens-by-the-bay-94795-179455302?locale=en-SG,
Garden by the bay,M25***31,5,值得去的地方 新加坡花园城市名副其实,16/8/23 18:30,0,https://sg.trip.com/review/gardens-by-the-bay-94795-178333131?locale=en-SG,
Garden by the bay,Viviengan,5,值得去的景点人也比较多，但是新加坡这个月算是标志性的景点必须要去打卡的啦，还挺不错的各项服务还算到位,18/11/23 12:45,0,https://sg.trip.com/review/gardens-by-the-bay-94795-179809822?locale=en-SG,
Garden by the bay,Anonymous User,5,值得参观体验 建议先看花穹 大约1-2 小时 再看雨雾林 可以3-4个小时 一定要等喷雾 才能感受如临仙境,6/8/23 13:06,4,https://sg.trip.com/review/gardens-by-the-bay-94795-178169435?locale=en-SG,
Garden by the bay,uhn***hc,5,值得推荐，特别是阿凡达馆场景布置得有声有色，还结合声、光、电、VR&hellip;等最新技术实现与人互动，增加不少参与感，让成年人也觉得很好玩,27/1/23 21:27,9,https://sg.trip.com/review/gardens-by-the-bay-94795-174727437?locale=en-SG,
Garden by the bay,Anonymous User,5,值得来的植物园,16/8/23 8:39,0,https://sg.trip.com/review/gardens-by-the-bay-94795-178325943?locale=en-SG,
Garden by the bay,阳光明媚敏,5,值得走走 凉凉快快,6/1/24 9:47,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180300327?locale=en-SG,
Garden by the bay,_We***51,5,假期闲来无事走去滨海湾花园，到了地方才买票，很方便，马上就出票了，三个景点都玩了一遍，天气也很给力，不是很热，全程多云的天气，完美搭配我的行程,7/4/23 14:22,4,https://sg.trip.com/review/gardens-by-the-bay-94795-175435635?locale=en-SG,
Garden by the bay,fancyflora,5,傍晚散步还不错,20/9/23 9:55,0,https://sg.trip.com/review/gardens-by-the-bay-94795-179061524?locale=en-SG,
Garden by the bay,雅琳,5,儿子说最值得来玩的一个公园,2/8/23 4:29,1,https://sg.trip.com/review/gardens-by-the-bay-94795-178100743?locale=en-SG,
Garden by the bay,Anonymous User,5,充满悬浮花束和创意花卉展览的奇幻花园（Floral Fantasy）。丰富多彩的花园景观，一条条蜿蜒小径将不同空间连接在一起，每一个身在其中的人都仿佛踏入一个异梦空间。沿途还有一个小型箭毒蛙生态馆。,16/12/23 16:31,2,https://sg.trip.com/review/gardens-by-the-bay-94795-180085455?locale=en-SG,
Garden by the bay,D89***88,5,先去了云雾林，里面空调很足！看到室内瀑布还是很新奇的！阿凡达展和云雾林很配，有很多互动项目，小朋友玩的比较起劲！花穹去的稍晚，灯光有点暗！看到了很多多肉，让我这个多肉爱好者很开心！晚上的灯光秀很美妙，拍照很梦幻，就是那天下雨，有点美中不足。,22/10/23 2:22,4,https://sg.trip.com/review/gardens-by-the-bay-94795-179465352?locale=en-SG,
Garden by the bay,Anonymous User,4,入夜之后，华丽的灯光开启让擎天树更显得斑斓夺目又科技感十足。灯光秀每晚两度上演（19:45及20:45），美妙的音乐搭配绚丽多彩的灯光变幻，给人们带来一场难忘的视听盛宴。,16/12/23 16:44,2,https://sg.trip.com/review/gardens-by-the-bay-94795-180085488?locale=en-SG,
Garden by the bay,M26***01,3,全是一些人造景观，没意思,31/7/23 12:47,0,https://sg.trip.com/review/gardens-by-the-bay-94795-177872754?locale=en-SG,
Garden by the bay,PositiveProgrammeProduction正能樣人生無限公司,5,公園好大，但所有植物都整理得好好，地標阿凡達樹結合自然又充滿未來感,17/1/23 13:47,5,https://sg.trip.com/review/gardens-by-the-bay-94795-174618220?locale=en-SG,
Garden by the bay,曼玲,5,最早想去新加坡的原因就是被这个滨海湾花园深深吸引，太值得了,10/7/23 15:17,4,https://sg.trip.com/review/gardens-by-the-bay-94795-177543345?locale=en-SG,
Garden by the bay,栗子,5,最近有樱花季的展览 感觉非常可爱和有趣。云雾林还是一如既往的好玩，像置身热带雨林。,6/4/23 5:11,2,https://sg.trip.com/review/gardens-by-the-bay-94795-175421199?locale=en-SG,
Garden by the bay,Anonymous User,5,冲着 摘金奇缘里的镜头去的，夜晚的景色确实很美，适合情侣约会，躺在星空下看灯，听音乐，赏夜景🎑,21/1/24 14:50,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180487431?locale=en-SG,
Garden by the bay,kyasarin090,5,冷氣非常強的室內花園在天氣非常炎熱的新加坡是適合早上的行程裡面的植物門有分地區無論是哪一個植物都被養得很漂亮，尤其是花的顏色非常鮮艷還是很值得去拍照打卡的地方,11/5/23 12:56,5,https://sg.trip.com/review/gardens-by-the-bay-94795-175807812?locale=en-SG,
Garden by the bay,Anonymous User,5,出票很快，使用方便，一下子就进去了。这个园区很好，服务不错，下次还会再次过来。这次跟闺蜜同行还是不错的，下次带孩子过来，哈哈哈😁。,2/1/24 3:47,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180277661?locale=en-SG,
Garden by the bay,Anonymous User,5,出票很快，使用方便，一下子就进去了。这个园区很好，服务不错，下次还会再次过来。这次跟闺蜜同行还是不错的，下次带孩子过来，哈哈哈😁。,2/1/24 3:47,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180277649?locale=en-SG,
Garden by the bay,M50***59,5,出票很快，直接扫了二维码就进了。云雾森里超级好玩！,13/10/23 16:49,6,https://sg.trip.com/review/gardens-by-the-bay-94795-179370993?locale=en-SG,
Garden by the bay,悠莜琦琦,4,出票快，直接扫码入园，里面冷气开的很舒服。外面太热了，里面制作很天然。从金沙酒店过来十分钟的样子，穿过走廊，很方便。赞一个！,23/10/23 23:42,0,https://sg.trip.com/review/gardens-by-the-bay-94795-179518402?locale=en-SG,
Garden by the bay,205***92,5,出票快，花园里的花太美了，非常棒,24/4/23 4:38,6,https://sg.trip.com/review/gardens-by-the-bay-94795-175605411?locale=en-SG,
Garden by the bay,205***92,5,出票快，花园非常美，太喜欢了，小朋友在阿凡达世界里玩的不亦乐乎,24/4/23 4:35,6,https://sg.trip.com/review/gardens-by-the-bay-94795-175605346?locale=en-SG,
Garden by the bay,悠莜琦琦,4,出票非常快，不用排队去买票。奇幻花园位置不错，容易找，景点不大。一小时就整完了。离云雾林和花穹也不是很远，走15分钟的样子。,28/10/23 14:31,0,https://sg.trip.com/review/gardens-by-the-bay-94795-179560197?locale=en-SG,
Garden by the bay,蚂蚁啃骨头,5,刚好赶上新年，人挺多的，新加坡必到打卡地。,2/5/23 8:11,6,https://sg.trip.com/review/gardens-by-the-bay-94795-175701896?locale=en-SG,
Garden by the bay,波娜特李泌,5,刚进门就被巨型瀑布震撼了，气势宏伟！里面的植物主打一个高度，值得一看，先去顶层再往下一层一层观看，有阿凡达变脸体验，大恐龙等。三岁以上就得买票了,31/8/23 23:22,4,https://sg.trip.com/review/gardens-by-the-bay-94795-178741497?locale=en-SG,
Garden by the bay,kansine,5,到底是坡村斥巨资建造的花园，集全世界各种珍惜奇艺的植物花卉，市内环境也很好，是带亲子游的不二选择。,2/8/23 7:23,6,https://sg.trip.com/review/gardens-by-the-bay-94795-178103063?locale=en-SG,
Garden by the bay,kansine,5,务/性价比5.0到底是坡村斥巨资建造的花园，集全世界各种珍惜奇艺的植物花卉，市内环境也很好，是带亲子游的不二选择。,2/8/23 7:25,5,https://sg.trip.com/review/gardens-by-the-bay-94795-178103096?locale=en-SG,
Garden by the bay,Anonymous User,1,千万别买这个套餐，老实说，花穹和云雾林不错，但是这个套餐太坑了，&ldquo;阿凡达体验&rdquo;是相当于花穹的一个主题，进去后整个场馆就是阿凡达主题，并不单独收费，但是这个商家不含阿凡达体验的钱和这个套餐有区别，完全是商家的套路。其次！！！重点！圣诞仙境是不需要门票的！不需要门票！啊需要门票！重要的事情说三遍！最后携程给的方案是退100块，但是这并不能成为欺骗顾客的理由！千万别买这个！！！,21/1/24 15:08,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180487486?locale=en-SG,
Garden by the bay,M52***44,5,去了三个付费景观园，奇幻花园有许多适合拍照的布景，另两个冷室到滨海湾肯定是要去看一看的，傍晚去可以看到落日，晚上7点45和8点45有两场天空树灯光秀,19/11/23 13:19,9,https://sg.trip.com/review/gardens-by-the-bay-94795-179850043?locale=en-SG,
Garden by the bay,悠莜琦琦,4,去的有点匆忙但是里面很凉快，非常舒服。景区出口有买纪念品，非常喜欢。小朋友很喜欢云雾林的瀑布，非常真实！走在走廊上有种身临其境的感觉！,27/10/23 13:38,1,https://sg.trip.com/review/gardens-by-the-bay-94795-179553071?locale=en-SG,
Garden by the bay,koukou1984,5,去过很多次了，非常建议带家人朋友去走走，老人孩子都很喜欢，除了走路有点累，建议工作日过去，周末人很多，但是性价比非常好，,3/2/24 9:46,1,https://sg.trip.com/review/gardens-by-the-bay-94795-180595133?locale=en-SG,
Garden by the bay,M36***23,5,参天大树，非常壮观，更适合傍晚去，逛一圈正好可以看。花穹很一般，除非对花卉非常有研究。云雾林可以去看看，阿凡达主题设计，那么多花花草草，但没有蚊虫，也是一大奇迹。晚上的灯光秀很好看，大家都躺在地上看，大家也都很有素质，没有哄抢占位。,8/12/23 13:25,9,https://sg.trip.com/review/gardens-by-the-bay-94795-180015383?locale=en-SG,
Garden by the bay,Anonymous User,5,双馆后面有喷泉⛲️，沙池，攀爬架各种，挺大一个儿童乐园，可以预留多一点时间，玩完吃晚饭（我们就在花园里面的shake shack吃的🍔）可以继续看晚上supertrees的灯光秀，无缝连接，又是美美的一天。,16/12/23 16:25,1,https://sg.trip.com/review/gardens-by-the-bay-94795-180085413?locale=en-SG,
Garden by the bay,Anonymous User,5,双馆里面，花毯外围的设计，结合了新加坡四大种族的元素，以此展现多元文化相交融的新加坡特色。由超过10万盆鲜花组成的巨型花毯，2万株菊花、万寿菊及其他花朵所组成,16/12/23 16:33,2,https://sg.trip.com/review/gardens-by-the-bay-94795-180085458?locale=en-SG,
Garden by the bay,M40***45,5,只能说太太太太太赞了，新加坡必打卡点，超级出片，一步一景，这个地方太适合怕热星人了，室内温度15➕，可以把该行程放在一天最热的时间段，建议可以提前查一下云雾森林的云雾开启时间,12/9/23 9:43,7,https://sg.trip.com/review/gardens-by-the-bay-94795-178955311?locale=en-SG,
Garden by the bay,无与伦比,4,可以去逛一逛，毕竟是标志性景点嘛，花花草草很多，我们进了两个场馆，都各有特色，新加坡真的很保护环境和植物，这是国人缺失的，向他们学习,12/7/23 12:11,4,https://sg.trip.com/review/gardens-by-the-bay-94795-177566180?locale=en-SG,
Garden by the bay,AndyCandy18,5,可以看到各种品类各地域的植物，环境和设施都很好,22/1/24 15:16,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180492809?locale=en-SG,
Garden by the bay,AndyCandy18,5,可以看到各种品类各地域的植物，环境和设施都很好,22/1/24 15:15,2,https://sg.trip.com/review/gardens-by-the-bay-94795-180492806?locale=en-SG,
Garden by the bay,Dr.王大龍 ™ 🇻🇺🇬🇼,5,可以说是说的,3/1/24 6:24,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180284695?locale=en-SG,
Garden by the bay,悠莜琦琦,4,可爱吧，这个小鸟。就在奇幻花园，挺好玩的，好多是用植物编织的图案。早上不热，人又少。妥妥的vip感觉。位置离地铁站不远，很好找。,30/10/23 4:54,1,https://sg.trip.com/review/gardens-by-the-bay-94795-179609519?locale=en-SG,
Garden by the bay,Anonymous User,5,史迹花园（Heritage Gardens）和植物世界（World of Plants），带着孩子的访客，还可以选择去逛逛这两个园艺主题园林。园林由两部分组成，向人们展示植物对人类和地球的重要价值。,16/12/23 16:22,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180085442?locale=en-SG,
Garden by the bay,M47***08,5,各种主题展非常漂亮 ！值得观赏 ！非常美！！,20/8/23 22:24,0,https://sg.trip.com/review/gardens-by-the-bay-94795-178521442?locale=en-SG,
Garden by the bay,334小小马妈妈,5,各种兰花都有，难得一见的品种都见到了，不虚此行,21/4/23 10:16,0,https://sg.trip.com/review/gardens-by-the-bay-94795-175578464?locale=en-SG,
Garden by the bay,Anonymous User,5,哈哈哈哈哈哈h,11/10/23 9:18,0,https://sg.trip.com/review/gardens-by-the-bay-94795-179354797?locale=en-SG,
Garden by the bay,一日千里8,3,哪有什么奇花异草，全都半生不死，比外面公国的花草难看，没有生气！,29/12/23 3:05,1,https://sg.trip.com/review/gardens-by-the-bay-94795-180216500?locale=en-SG,
Garden by the bay,Anonymous User,4,售票处有汉堡店shackshake和纪念品商店，打车处有麦当劳星巴克和纪念品店。打车处这家纪念品店看上去比较大。那个有名的小超级树冰箱贴我在售票处没找到，可以去打车处找找。,12/11/23 6:35,3,https://sg.trip.com/review/gardens-by-the-bay-94795-179740772?locale=en-SG,
Garden by the bay,悠莜琦琦,4,喜欢花花草草的必须来看，太好拍了阿凡达主题，很多VR互动都是阿凡达的感觉我变成了一只有尾巴的猴🐒哈哈哈哈,12/11/23 6:43,2,https://sg.trip.com/review/gardens-by-the-bay-94795-179740789?locale=en-SG,
Garden by the bay,Anonymous User,5,四周都环绕着梯形的岩层。在这半封闭的空间里，天花板设计成一闪一闪的星星的天花板，再搭配柔和的灯光下，打造浪漫迷人的环境，绝对是这场花艺展的压轴！,15/12/23 13:30,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180080145?locale=en-SG,
Garden by the bay,E15***00,5,园林设计很漂亮！,29/7/23 14:53,0,https://sg.trip.com/review/gardens-by-the-bay-94795-177804386?locale=en-SG,
Garden by the bay,帅帅的牛,5,图一是金沙酒店平台俯拍的整个公园，公园是免费进的，里面的购票项目很复杂，售票处看了会晕，只推荐云雾林和花穹双馆，就是图一两个白色建筑。云雾林是阿凡达主题，有座植物假山，坐电梯到最高处再绕下来。花穹是世界各地的植物展示，有几棵猴面包树，有一片区域精灵宝可梦主题。公园中间有阿凡达场景的人工林，晚上有灯光秀。,15/8/23 6:35,6,https://sg.trip.com/review/gardens-by-the-bay-94795-178307143?locale=en-SG,
Garden by the bay,YELLEN_hh🌱,5,圣诞仙境没必要去 很无聊 也不仙,17/12/23 5:29,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180087195?locale=en-SG,
Garden by the bay,Anonymous User,5,圣诞气氛很足 灯光秀美,6/1/24 14:33,1,https://sg.trip.com/review/gardens-by-the-bay-94795-180301445?locale=en-SG,
Garden by the bay,夢回彡,5,在一个巨大的温室中，生活着成百上千种热带特有的花卉与绿植，云雾林中间有一个巨大的绿植高塔，并且有一个很大的瀑布，进入后跟随路线一路向上边走边参观，再坐电梯前往塔顶，沿着空中栈步道欣赏整个花穹，极为壮观。,15/1/24 1:34,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180422601?locale=en-SG,
Garden by the bay,M50***73,5,在国外，竟然发现也照样非常实用，平台订购比官网方便还便宜，值得推荐。,7/1/24 16:05,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180346560?locale=en-SG,
Garden by the bay,Anonymous User,5,在外围逛了逛，植物园很大，布局也很好，种类非常丰富，好多奇奇怪怪的植物都没见过，可以一路逛到底，在尽头会有一个河，那里拍照绝佳，能拍到金沙酒店的样子。,16/12/23 16:36,2,https://sg.trip.com/review/gardens-by-the-bay-94795-180085480?locale=en-SG,
Garden by the bay,ZZ贞贞,5,在携程买票比现场便宜，扫码即可入园，非常方便。滨海湾花园很多奇花异草，植物都是根据海拔培植，如果时间允许，最好预留2至3小时观赏，景观很震撼,9/10/23 14:12,2,https://sg.trip.com/review/gardens-by-the-bay-94795-179343810?locale=en-SG,
