hotel name,User Name,Country,Room Info,Stay Date,Traveller Type,Review Title,Rating,Happy Review,Unhappy Review,Review Date,Scraped At
Hotel 81 Bugis,Peerapat,Thailand,Superior Double Room,1 night · November 2023,Solo traveller,It's ok as budget hotel for 1-2 nights as a base to explore the city/do your errands.,6,"Located in central location so it's easy to reach malls, supermarket etc. within walking distance. There's bus stop just in front of the hotel so you can reach further places by bus if you'd like.  The staff are quite helpful and willing to service.","But the room is quite dated and need some renovation. The cleanliness can be improved (bed sheets, towels, although clean, are quite old). The bathroom are quite small but I think it's comparable to other budget hotels in the same area (there are at least another 2 nearby).",Reviewed: 18 November 2023,2024-02-11T08:26:24.104Z
Hotel 81 Bugis,Ronnie,Papua New Guinea,Standard Double Room,2 nights · November 2023,Family,Allow or convert mirror area for bathroom  cause every time a client enter with what?,7,The price,Shower in the  same floor,Reviewed: 9 November 2023,2024-02-11T08:26:24.104Z
Hotel 81 Bugis,Imelda,Philippines,Standard Double Room,4 nights · October 2023,Group,"Aside from bathroom, the location is comfortably situated and safe.",5,Bathroom/toilet is very small and no bidet so it was not comfortable.  Space is cramped and cannot move comfortably.,Toilet and bathroom too cramped and the absence of bidet.beside the b,Reviewed: 13 October 2023,2024-02-11T08:26:24.104Z
Hotel 81 Bugis,Karen,Australia,Standard Double Room,3 nights · July 2023,Couple,"Good location, friendly staff, clean.",7,"Central location, clean.",,Reviewed: 30 July 2023,2024-02-11T08:26:24.104Z
Hotel 81 Bugis,Ethel,Philippines,Standard Double Room,3 nights · July 2023,Group,Good,7,Location,Expensive,Reviewed: 10 July 2023,2024-02-11T08:26:24.104Z
Hotel 81 Bugis,Noor,Malaysia,Standard Double Room,3 nights · June 2023,Solo traveller,Nice for budget stay,6,Location,"No window😅.but its ok,clearly started in review.Bathroom too small",Reviewed: 1 July 2023,2024-02-11T08:26:24.104Z
Hotel 81 Bugis,Shailendra,Mauritius,Standard Double Room,3 nights · May 2023,Solo traveller,Passable,5,Bed was comfortable,Bathroom was too small...tv not user friendly...,Reviewed: 17 May 2023,2024-02-11T08:26:24.104Z
Hotel 81 Bugis,Mia,United Kingdom,Twin Room no window,4 nights · April 2023,Couple,"clean, tidy and convenient",6,"For what you paid it was good, it was clean and tidy and the staff were excellent. Was in a super good location, we basically walked everywhere which was convenient. you’re also right next to a 7/11 which super duper convenient for drinks and snacks!","you can hear everything going on outside and on your floor/rooms next to you. the shower was just a head attached to the wall with no cubical so it was essentially a wet room. nothing detrimental, you just get what you pay for i suppose.",Reviewed: 29 April 2023,2024-02-11T08:26:24.104Z
Hotel 81 Bugis,Areef,Singapore,Standard Double Room,3 nights · April 2023,Solo traveller,Pleasant stay.,6,Location,,Reviewed: 18 April 2023,2024-02-11T08:26:34.792Z
Hotel 81 Bugis,Chang,Singapore,Standard Double Room,1 night · March 2023,Solo traveller,slightly expensive,7,nil,very small,Reviewed: 16 March 2023,2024-02-11T08:26:34.792Z
Hotel 81 Bugis,Adijos,Indonesia,Standard Double Room,1 night · February 2023,Group,Good,7,"We stay here for transit only. affordable price, room clean but no window but it's Ok. Staff at front desk are helpful and friendly. next time we transit in Singapore, we could considere staying at this hotel again.","No window but it's Singapore, it's Ok lah.",Reviewed: 2 March 2023,2024-02-11T08:26:34.792Z
Hotel 81 Bugis,Adijos,Indonesia,Standard Double Room,1 night · February 2023,Group,Good,7,"We stay here for transit only. affordable price, room clean but no window but it's Ok. Staff at front desk are helpful and friendly. next time we transit in Singapore, we could considere staying at this hotel again.","No window but it's Singapore, it's Ok lah.",Reviewed: 2 March 2023,2024-02-11T08:26:34.792Z
Hotel 81 Bugis,Mehulkumar,India,Superior Double Room,2 nights · December 2022,Couple,good for sleeping and shower.,7,"location is good, connectivity with buses and metro is good.",Rooms are too small.,Reviewed: 5 December 2022,2024-02-11T08:26:34.792Z
Hotel 81 Bugis,Sambriddhi,Australia,Standard Double Room,1 night · November 2022,Solo traveller,Good,7,The customer service was good and the staff were very friendly and welcoming. The room was pretty clean and they arranged the taxi for airport transfer to Changi Airport the following day.,There was a hole in the bedsheets other than that it was fine.,Reviewed: 6 November 2022,2024-02-11T08:26:34.792Z
Hotel 81 Bugis,Christopher,Australia,Superior Double Room,3 nights · October 2022,Family,Good,7,has what you need and close to station,,Reviewed: 31 October 2022,2024-02-11T08:26:34.792Z
Hotel 81 Bugis,Roel,Philippines,Twin Room no window,5 nights · October 2022,Group,"for the location, it was well worth the price.",7,"location, location, location",,Reviewed: 5 October 2022,2024-02-11T08:26:34.792Z
Hotel 81 Bugis,Ng,Singapore,Twin Room no window,1 night · September 2022,Family,Passable,5,,The room got small crockrach and the tv not so many progm,Reviewed: 25 September 2022,2024-02-11T08:26:34.792Z
Hotel 81 Bugis,Ng,Singapore,Standard Double Room,2 nights · September 2022,Solo traveller,Good,7,"Nice & quiet environment, easy & simple check-in/out.",,Reviewed: 21 September 2022,2024-02-11T08:26:34.792Z
Hotel 81 Bugis,Himashi,Fiji,Twin Room no window,5 nights · September 2022,Family,Average,6,Location,Room size,Reviewed: 19 September 2022,2024-02-11T08:26:46.459Z
Hotel 81 Bugis,Nurul,Malaysia,Deluxe Double Room,2 nights · July 2022,Family,Good,7,"the staff very friendly, location near to bugis street and mrt",bedroom not so clean,Reviewed: 27 July 2022,2024-02-11T08:26:46.459Z
Hotel 81 Bugis,Cremafel,New Zealand,Deluxe Double Room,6 nights · July 2022,Couple,Pleasant,6,"Bigger room,",The room was dusty. The hallway smells smoke. No hot water.,Reviewed: 21 July 2022,2024-02-11T08:26:46.459Z
Hotel 81 Bugis,Maria,Philippines,Standard Double Room,1 night · May 2022,Group,Perfect place for an overnight stay.,6,Friendly staff. And good value for money.,The side table was dusty. But overall the room was clean.,Reviewed: 4 June 2022,2024-02-11T08:26:46.459Z
Hotel 81 Bugis,Ckly,Singapore,Twin Room no window,2 nights · April 2022,Solo traveller,Good stay,7,"Location was good, staff were friendly.","Room was windowless and it was rather 'damp', most of my stuff had a damp feel... Unfortunately...",Reviewed: 12 April 2022,2024-02-11T08:26:46.459Z
Hotel 81 Bugis,Nadiana,Singapore,Standard Double Room,2 nights · April 2022,Couple,Pleasant,6,,Request for a room with windows but request not granted. I book online not walk in,Reviewed: 3 April 2022,2024-02-11T08:26:46.459Z
Hotel 81 Bugis,Teo,Singapore,Standard Double Room,1 night · March 2022,Solo traveller,Good,7,That is no dirt on the floor & well tidying on the bed & side table,No safe to put the valuable item & hangers are unmovable,Reviewed: 13 March 2022,2024-02-11T08:26:46.459Z
Hotel 81 Bugis,Pei,Singapore,Standard Double Room,2 nights · February 2022,Solo traveller,Good,7,No Linen bed sheets,,Reviewed: 26 February 2022,2024-02-11T08:26:46.459Z
Hotel 81 Bugis,Gegen,Malaysia,Standard Double Room,3 nights · December 2021,Solo traveller,Good,7,hotel staff very good,cleanliness,Reviewed: 26 January 2022,2024-02-11T08:26:46.459Z
Hotel 81 Bugis,Michelle,Singapore,Standard Double Room,2 nights · December 2021,Solo traveller,Pleasant,6,hope can flexi to early check-in and waiver the charges,no,Reviewed: 20 December 2021,2024-02-11T08:26:46.459Z
Hotel 81 Bugis,Blake,Singapore,Standard Double Room,1 night · August 2021,Couple,Pretty good for the price,7,The bed was comfortable and clean.,"There's a huge mirror above the bed, which looks nice. But there are still multiple sets of handprints all over the mirror when we checked in.",Reviewed: 4 August 2021,2024-02-11T08:26:58.316Z
Hotel 81 Bugis,Heart,Singapore,Standard Double Room,1 night · July 2021,Group,Passable,5,,It's not clean the toilet (stained in the floor also the toilet bowl) the bottle water was unsealed. The floor not clean there's a lot of human hair dropped on the floor and very dusty.,Reviewed: 4 July 2021,2024-02-11T08:26:58.316Z
Hotel 81 Bugis,S,Singapore,Standard Double Room,1 night · May 2021,Family,Pleasant,6,,I think  the room just clean when I go  inside the floor  was very wet,Reviewed: 19 May 2021,2024-02-11T08:26:58.316Z
Hotel 81 Bugis,Aung,Singapore,Standard Double Room,1 night · April 2021,Couple,I feel comfortable so much,7,Superb,TV can’t watch,Reviewed: 7 April 2021,2024-02-11T08:26:58.316Z
Hotel 81 Bugis,Joseph,United Arab Emirates,Deluxe Double Room,4 nights · December 2023,Family,Average,5,Staff,Very small space and small bathroom,Reviewed: 9 January 2024,2024-02-11T08:26:58.316Z
Hotel 81 Bugis,Win,Myanmar,Standard Double Room,2 nights · December 2023,Solo traveller,"Anyway, it is safe and pleasant to stay at this hotel.",6,Bathroom is narrow and little bit far from Bugis MRT station but have good breakfast shop in morning time.,"It is not included the breakfast which is have to go outside of hotel in morning time. If it is included the breakfast, it is perfect for me.",Reviewed: 9 January 2024,2024-02-11T08:26:58.316Z
Hotel 81 Bugis,Raini,Brunei Darussalam,Standard Double Room,3 nights · September 2023,Solo traveller,Great location,6,Location,No window,Reviewed: 18 September 2023,2024-02-11T08:26:58.316Z
Hotel 81 Bugis,Eduardo,Brazil,Standard Double Room,1 night · September 2023,Solo traveller,fair! was enough to arrive and sleep after a long day and leave next morning.not cheap but expected for the f1 period.,6,location for my gate to F1 (500m)bed was comfy AC was excellentstaff was friendly,bathroom was the biggest  low point on this hotel check in is too late ( 3pm ) no keycards… need to leave the key at reception cuz it’s quite a huge thing to carry around 🤭,Reviewed: 18 September 2023,2024-02-11T08:26:58.316Z
Hotel 81 Bugis,Ghafoor,South Africa,Twin Room no window,1 night · August 2023,Couple,Passable,5,Was nice,,Reviewed: 24 August 2023,2024-02-11T08:26:58.316Z
Hotel 81 Bugis,Marilena,Italy,Superior Double Room,2 nights · August 2023,Group,Good,7,The position and the staff have been perfect!!,The room is small and the bathroom was a bit dirty,Reviewed: 10 August 2023,2024-02-11T08:26:58.316Z
Hotel 81 Bugis,Raini,Brunei Darussalam,Standard Double Room,2 nights · August 2023,Solo traveller,Value for money,6,Great location,Bathroom,Reviewed: 5 August 2023,2024-02-11T08:27:08.539Z
Hotel 81 Bugis,Melanie,United States,Twin Room no window,3 nights · July 2023,Group,Fine if you don’t have other cheap options,5,"Great location - easy walk to MRT, to restaurants, to Arab street. Good AC in your control in the room.","Small rooms without windows, which made it hard to adjust to jet lag (it was clear when I booked the room online that there were no windows, I just didn’t think about this at the time). Basically no space for your stuff - our bags were in the ground and we were stepping over them to move around. Tiny bathroom with shower head about toilet, so everything gets soaked when you shower. The hotel is more outdated and worn down that photos suggested when we booked. Expensive for what it was, but it was one of the cheaper options we could find. But we spent most of our time out in the city, so we knew we wouldn’t spend much time here and just wanted somewhere cheap, so this is passable",Reviewed: 21 July 2023,2024-02-11T08:27:08.539Z
Hotel 81 Bugis,Sacha,Haiti,Standard Double Room,2 nights · July 2023,Group,Not worth what you pay,5,"The location was the best thing about this property. Right in the center of Bugis and near all the restaurants you can think of. The bus stop is also right in front of the hotel which is great. Besides that, i don’t have much else to say","The hotel is old fashioned. No modernity at all to make an impression. The room is very small. There’s no walking space once you have 2 suitcases open. The smell of molds welcomes you when you open the door. And that bathroom doesn’t make sense at all. The toilet and shower are in the same corner, not separated by a glass or a curtain which makes water splash everywhere and wet the whole area when showering. And the price i payed doesn’t reflect at all what i got. For $20 a night i would have understood",Reviewed: 5 July 2023,2024-02-11T08:27:08.539Z
Hotel 81 Bugis,Kim,Australia,Deluxe Double Room,3 nights · May 2023,Family,Passable,5,"Location , walk every where in CBD, Bus at door.Friendly , helpful staff.Kept giving me new tooth brush  and toothpaste every day.","Floor grate in small bathroom.No ""S"" bend in drain of floor allowed strong smell into bathroom and room.Very basic plumbing uses S bend on a shower floor grate.Shower over toilet and vanity sink.Could not set temperature on air conditioning, always 22 degees at 12.00am --very cold--- even though I set 26 degrees at 7.30 pm , it would only hold set temperature fo 2 to 3 hours.Only 1 small bottle of water and 1 coffee -- 3 in 1 instant--per day, which was okBut 2 of each would have been better.",Reviewed: 30 May 2023,2024-02-11T08:27:08.539Z
Hotel 81 Bugis,Corinne,Australia,Twin Room no window,6 nights · May 2023,Group,"Great location, attentive staff, hotel is old and needs updating.",7,It is in an excellent location for seeing the city sights. The staff are very friendly and helpful.,"The bathroom is very pokey, could be a slip hazzard and everything in the bathroom gets wet when you’re showering, including toilet. The air conditioning needs to be cleaned, it smells musky and mould is visable on the ceiling grates.",Reviewed: 23 May 2023,2024-02-11T08:27:08.539Z
Hotel 81 Bugis,Muke-taty,United Kingdom,Standard Double Room,1 night · April 2023,Solo traveller,it was okay,5,The location was not bad with lots of restaurants within walking distance only.  Bed was okay with normal cleanliness in the room.,I was always struggling to open the door and the hotel does only accept cash.,Reviewed: 13 April 2023,2024-02-11T08:27:08.539Z
Hotel 81 Bugis,Leslea,United Arab Emirates,Standard Double Room,1 night · March 2023,Couple,Passable,5,Hotel location accessible with public transportatinon,No signal inside the room,Reviewed: 8 April 2023,2024-02-11T08:27:08.539Z
Hotel 81 Bugis,Manjula,Sri Lanka,Twin Room no window,2 nights · March 2023,Couple,Pleasant,6,"If we make a request, the staff will do it, which is a good thing.",The staff members do not see a friendly smile and a pleasant face to accept the client.,Reviewed: 14 March 2023,2024-02-11T08:27:08.539Z
Hotel 81 Bugis,Kheng,Singapore,Standard Double Room,1 night · February 2023,Couple,Passable,5,Location okay.,Room space Too narrow.,Reviewed: 17 February 2023,2024-02-11T08:27:08.539Z
Hotel 81 Bugis,Sophie,Australia,Standard Double Room,1 night · October 2022,Couple,Basic and fine for a night or two,7,Room was small with no window but clean and fairly comfortable.,Bed was not very comfy and room was not well sound proofed so was aware of noise from the hallway and elevator throughout the night. $139 for small room with no window and a wet room (shower over toilet) seems a bit pricey.,Reviewed: 31 October 2022,2024-02-11T08:27:08.539Z
Hotel 81 Bugis,Samantha,New Zealand,Standard Double Room,2 nights · October 2022,Couple,"overall, the stay was okay but was not the most comfortable experience because the bathroom did not seem very clean",6,helpful staff at reception,there was mould in the silicone in the bathroom and nowhere to hang clothes or towel so was uncomfortable,Reviewed: 25 October 2022,2024-02-11T08:27:18.263Z
Hotel 81 Bugis,Jennifer,Philippines,Twin Room no window,3 nights · October 2022,Couple,staff are accommodating i love them this is the most important to me on how you treat people.,7,"a perfect location, walking distance to suntec city, bugis pasalubong area ad many more..staff are also friendly",we can still smell cigarettes inside hotel even though they have rules of no smoking inside the hotel.,Reviewed: 18 October 2022,2024-02-11T08:27:18.263Z
Hotel 81 Bugis,Ooi,Malaysia,Standard Double Room,2 nights · September 2022,Solo traveller,Location is good and very convenient to move around,7,Good location and nearby the mrt,Price a bit higher,Reviewed: 30 September 2022,2024-02-11T08:27:18.263Z
Hotel 81 Bugis,Maria,Philippines,Deluxe Double Room,6 nights · August 2022,Couple,this hotel is value for money but could be improved. cleaners should thoroughly clean. they wipe the floors but the mops,6,location,its not clean. there are dust on the corners,Reviewed: 1 September 2022,2024-02-11T08:27:18.263Z
Hotel 81 Bugis,Chia,Malaysia,Standard Double Room,1 night · August 2022,Solo traveller,Not Good,5,7-11 just beside d hotel,"not worth for the price.quite far from mrt,toioet size room size super small",Reviewed: 25 August 2022,2024-02-11T08:27:18.263Z
Hotel 81 Bugis,Shankar,Nepal,Deluxe Double Room,5 nights · August 2022,Couple,Pleasant,6,Location,,Reviewed: 18 August 2022,2024-02-11T08:27:18.263Z
Hotel 81 Bugis,Nikolaos,Greece,Standard Double Room,1 night · August 2022,Couple,Quite dirty but great location and low cost,6,"very central, close to metro and cheap by SG standards","this was definitely SG DIRTY- not SG Cleanlots of dust and hair on the floor, very basic stuff that could be easily solved",Reviewed: 12 August 2022,2024-02-11T08:27:18.263Z
Hotel 81 Bugis,Karim,Kyrgyzstan,Deluxe Double Room,1 night · July 2022,Family,Passable,5,"The room size was small, but there were small ants everywhere.",Ants in the room.,Reviewed: 29 July 2022,2024-02-11T08:27:18.263Z
Hotel 81 Bugis,Chee,Malaysia,Standard Double Room,4 nights · July 2022,Family,Pleasant,6,,Only can check in after 10pm and need to check out 11am on weekend,Reviewed: 27 July 2022,2024-02-11T08:27:18.263Z
Hotel 81 Bugis,David,Indonesia,Standard Double Room,3 nights · July 2022,Solo traveller,Pleasant,6,"Close to Bugis Juction, Bugis + & Bencoolen street.",I hope the management improve the cleaness & facilities each room. There was  insects (room 4-18). And some water dripped to the bed from the ventilation above the bed.,Reviewed: 26 July 2022,2024-02-11T08:27:18.263Z
Hotel 81 Bugis,Wei,Malaysia,Twin Room no window,2 nights · July 2022,Group,Passable,5,Strategic location,Bed is not comfortable,Reviewed: 10 July 2022,2024-02-11T08:27:27.042Z
Hotel 81 Bugis,Diana,Malaysia,Standard Double Room,1 night · July 2022,Family,Didn’t have a good sleep.,5,Only the location was good.,"The room size was small with no windows. When we shifted the bed, there was dirty tissue under then it and probably have been there for months coz turn brown. Toilet smells.",Reviewed: 9 July 2022,2024-02-11T08:27:27.042Z
Hotel 81 Bugis,Chacko,Singapore,Twin Room no window,11 nights · May 2022,Group,Passable,5,BAY FRANT,NONE,Reviewed: 14 June 2022,2024-02-11T08:27:27.042Z
Hotel 81 Bugis,Anubhav,India,Standard Double Room,4 nights · June 2022,Solo traveller,Didn't meet the price vs facilities equation,7,No breakfast,The tarrif,Reviewed: 4 June 2022,2024-02-11T08:27:27.042Z
Hotel 81 Bugis,Low,Singapore,Deluxe Double Room,1 night · May 2022,Couple,Passable,5,,the kettle not clean. bathroom is choke. shower head not good.,Reviewed: 12 May 2022,2024-02-11T08:27:27.042Z
Hotel 81 Bugis,Rocky,Singapore,Standard Double Room,1 night · December 2021,Couple,Near town area,5,Not bad,Low cost,Reviewed: 4 February 2022,2024-02-11T08:27:27.042Z
Hotel 81 Bugis,Gregory,Malaysia,Standard Double Room,1 night · January 2022,Couple,Passable,5,Location,Cannot extend my stay on sunday and reception called to chase me check out early morning of sunday,Reviewed: 20 January 2022,2024-02-11T08:27:27.042Z
Hotel 81 Bugis,Ying,Singapore,Standard Double Room,1 night · October 2021,Group,Just ok. Parking a bit walk distance,5,Clean,Morning very noisy,Reviewed: 7 October 2021,2024-02-11T08:27:27.042Z
Hotel 81 Bugis,Akimo2,Singapore,Standard Double Room,1 night · August 2021,Couple,Expectional hotel to stay if needed badly,5,Upon checking was smooth and efficient. Hotel is nearby convienence store for us to bought some drinks and snacks. During night time less vehicle sound heard as hotel locate near to main road. We can hv comfortable sleep.,"Very limited carpark while we check-in. All carpark is occupied by motorcycle. Hotel room look so worn off when entering the rom, Toilet area is too small space, and more inconvienence that the wash basin is too big which occupied the space of movement and also during showering. Closet hanger is lesser for 2 person especially for ladies clothing. No minibar in the room, Pillow bed is too flat and lok worn ,which need to replace.",Reviewed: 10 September 2021,2024-02-11T08:27:27.042Z
Hotel 81 Bugis,Jessica,Singapore,Standard Double Room,2 nights · August 2021,Couple,Hotel,5,Comfy,Toilet has alittle smell,Reviewed: 2 August 2021,2024-02-11T08:27:27.042Z
Hotel 81 Bugis,Ckly,Singapore,Standard Double Room,3 nights · May 2021,Solo traveller,"Overall, hotel was located in a very strategic area.  It served my purposes.",7,"Location is great, walking distance to 24 hour convenience stores, shopping area (Bugis Junction), National Library, bus stops, MRT stations.","The room had no windows, slightly damp. The table was too small.",Reviewed: 13 May 2021,2024-02-11T08:27:38.695Z
Hotel 81 Bugis,Nazirul,Singapore,Standard Double Room,1 night · March 2021,Solo traveller,I think windows should be implemented and installed,7,It was a quiet and peaceful environement,No windows,Reviewed: 2 April 2021,2024-02-11T08:27:38.695Z
Hotel 81 Bugis,Ewan,Singapore,Standard Double Room,1 night · February 2021,Couple,Pleasant,6,"There's no breakfast,but gd location",At least have a supply of instant noodles,Reviewed: 15 February 2021,2024-02-11T08:27:38.695Z
Hotel 81 Bugis,Edgar,United Kingdom,Standard Double Room,2 nights · November 2023,Solo traveller,Passable,5,Great LocationLovely StaffCheaper for the location not for the room.,Didn't have any windows The room was a bit dusty Minimal comfort,Reviewed: 16 November 2023,2024-02-11T08:27:38.695Z
Hotel 81 Bugis,Mo,Maldives,Standard Double Room,2 nights · May 2023,Solo traveller,Good For A Night,7,great location and its a good hotel if you just want to spend few hours.,"staffs are not friendly, amenities were not provided in the bathroom properly. too pricy much for a closed room with no proper ventilation",Reviewed: 19 May 2023,2024-02-11T08:27:38.695Z
Hotel 81 Bugis,Jangkar,United Kingdom,Standard Double Room,2 nights · March 2023,Family,Cheap and cheerful for the location.,6,Good location. The price I can afford in expensive Singapore.,Bathroom floor not cleaned properly. No window to get fresh air. But staff are friendly.,Reviewed: 15 March 2023,2024-02-11T08:27:38.695Z
Hotel 81 Bugis,George,United Kingdom,Deluxe Double Room,10 nights · February 2023,Solo traveller,"Singapore expensive, but paying over £100 a night for a basic room is not value.",5,It was clean and ideal location. No breakfast or any food available but luckily a 7-Eleven next door.,"The hotel is rather basic and dated. Probably originally designed for 'one-night encounters' as there is a parking place in the rear, with a convenient back door which doesn't go via reception. Although very clean, the room lacked some expected things like a light switch near the bed instead of having to walk in the dark to the bed from the light switches at the door. Security box worked fine, unlike some hotels. Fridge cold enough for drinks.",Reviewed: 14 February 2023,2024-02-11T08:27:38.695Z
Hotel 81 Bugis,Talha,Australia,Twin Room no window,4 nights · February 2023,Family,Passable,5,Staff and location,"Mould, very small",Reviewed: 9 February 2023,2024-02-11T08:27:38.695Z
Hotel 81 Bugis,Robert,United Kingdom,Standard Double Room,1 night · October 2022,Family,Good,7,Very basic but high standard of cleanliness and the location was fantastic,The price and no windows,Reviewed: 4 October 2022,2024-02-11T08:27:38.695Z
Hotel 81 Bugis,Diarykokozhang,Indonesia,Twin Room no window,2 nights · August 2022,Family,Try by yourself,7,Location near to everywhereStaff is very helpful,Room is narrowWater leaked from bathroom to bedroom,Reviewed: 20 September 2022,2024-02-11T08:27:38.695Z
Hotel 81 Bugis,Mamatha,India,Standard Double Room,2 nights · September 2022,Family,Pleasant,6,Clean yes ..,Very small room and very high price ....,Reviewed: 15 September 2022,2024-02-11T08:27:49.373Z
Hotel 81 Bugis,Li,Canada,Twin Room no window,5 nights · September 2022,Family,"great location, great staff, but room layout/size/configuration is not value for money",5,Staff super understanding and very very friendly ... superb!,"its not value for money especially for a windowless room.  I understand this is prevailing cost based on location and high cost of Singapore which is not the hotel's fault to a certain extent.  however its very difficult to justify paying $100 for a small windowless room with very little functional design like hooks, shelving etc",Reviewed: 7 September 2022,2024-02-11T08:27:49.373Z
Hotel 81 Bugis,Hugo-louis,France,Standard Double Room,1 night · August 2022,Couple,Unhappy,6,Nothing but the localisation,the room,Reviewed: 28 August 2022,2024-02-11T08:27:49.373Z
Hotel 81 Bugis,Cambelle,Australia,Standard Double Room,1 night · August 2022,Couple,Pleasant,6,,Cost $$,Reviewed: 7 August 2022,2024-02-11T08:27:49.373Z
Hotel 81 Bugis,Rodrigues,India,Standard Double Room,5 nights · January 2024,Couple,Exceptional,10,The location and the cleanliness of the hotel,Only bathroom could be little bigger,Reviewed: 13 January 2024,2024-02-11T08:27:49.373Z
Hotel 81 Bugis,Ismail,Singapore,Standard Double Room,1 night · January 2024,Couple,"Put at least 2 bottles of water and more coffee, tea and a spoon overall it's good 👍",10,A booking system is good 👍,"If can just standby a little thing like a spoon and fork, just for eating something to eat or drink hot water, and a bit more like coffee and tea, thanks 👍",Reviewed: 1 January 2024,2024-02-11T08:27:49.373Z
Hotel 81 Bugis,Gershon,Papua New Guinea,Standard Double Room,2 nights · November 2023,Couple,Excellent & satisfaction,10,,In house restaurants,Reviewed: 13 November 2023,2024-02-11T08:27:49.373Z
Hotel 81 Bugis,Sylvie,Malaysia,Standard Double Room,2 nights · November 2023,Group,Thumbs up!,10,"Friendly and helpful staffs, room very clean and cozy.",,Reviewed: 10 November 2023,2024-02-11T08:27:49.373Z
Hotel 81 Bugis,Norma,United Kingdom,Deluxe Double Room,16 nights · October 2023,Couple,We have love and comfortable all the way of our stay and wish to cone and stay again soon,10,We love the room  Kelly is always very early and make our room and always cleaned made our bed so neat. And the breakfast is also very welcoming staff Wang is always there assisting me helping me to carry my plate to the table cause Iike sitting outside table and help me a lot when my husband got his hot drinks thank you very much Wang for all your kind assistance to me and my husband we hope to see you in the hear future Room 1510,"The services that was rendered to me and my husband  and thank you to all your receptionist, Kelly  the room always cleaned,  and For breakfast we always served and help by lovely friendly staff  Wang thank you very much for all your help and assistance during our stay with Hotel 81 BugisHope to see you soon.",Reviewed: 30 October 2023,2024-02-11T08:27:49.373Z
Hotel 81 Bugis,Mariano,Malaysia,Standard Double Room,3 nights · October 2023,Couple,Exceptional,10,"wifi, room, location, friendly staff and clean",None,Reviewed: 6 October 2023,2024-02-11T08:27:49.373Z
Hotel 81 Bugis,Nurlisdawati,Singapore,Deluxe Double Room,4 nights · October 2023,Family,Excellent customer service and housekeeping is good too.,10,The location is accessible to most places of interest including the transportation are walking distance from the hotel.,NA,Reviewed: 3 October 2023,2024-02-11T08:27:58.988Z
Hotel 81 Bugis,Mark,Australia,Standard Double Room,1 night · June 2023,Couple,Very good,8,"Staff helpful, room adequate and clean and comfortable",Lobby had no seating at all - fhis was a bad problem  for me as I had a bad sciatic back and I had to stand around waiting. On two occasions,Reviewed: 25 June 2023,2024-02-11T08:27:58.988Z
Hotel 81 Bugis,Lankanath,Sri Lanka,Deluxe Double Room,4 nights · June 2023,Couple,Exceptional,10,Low budget good place,,Reviewed: 2 June 2023,2024-02-11T08:27:58.988Z
Hotel 81 Bugis,Patricia,Philippines,Twin Room no window,3 nights · May 2023,Group,Superb,9,"The room was quite okay. It wasn't too big but it was enough that we had our own private bathroom, the sheets were changed daily and the beds were made by the housekeeping everyday and the towels were changed regularly too. There isn't fridge nor blower but it's not like we needed them. But for the sake of reference for others, I would put this here. They provide us bottled water too daily and we had working television and the air conditioning unit was functional. Staff was friendly too and location wise, it's a 5 min walk from Bugis MRT but generally walking distance to most tourist spots. Perfectly situated especially if you enjoy night life within Bugis, Haji Lane, Chijmes, and Suntec.",,Reviewed: 18 May 2023,2024-02-11T08:27:58.988Z
Hotel 81 Bugis,Cheryl,Canada,Standard Double Room,1 night · February 2023,Couple,Comfortable one night stay prior to our cruise.,9,Location and price and a bathroom.,Softer bed   More English channels.,Reviewed: 6 February 2023,2024-02-11T08:27:58.988Z
Hotel 81 Bugis,Roxeenae,Philippines,Standard Double Room,3 nights · January 2023,Family,"Accessible to malls, mrt, bus stations and shops!",10,"The place is very accessible and it's near the mall, mrt, bus stations, and shops. Everything is just a walking distance.The staff are very helpful and accomodating.. My daughter's blanket was accidentally included in the laundry when O requested the room to be cleaned, so the front desk reached out to the laundry company, and we got the blanket back. It was really an amazing experience.",None,Reviewed: 27 January 2023,2024-02-11T08:27:58.988Z
Hotel 81 Bugis,Wong,Singapore,Superior Double Room,1 night · December 2022,Family,Superb,9,"Friendly staffs in fast check-in, comfortable room which value for money",No,Reviewed: 21 December 2022,2024-02-11T08:27:58.988Z
Hotel 81 Bugis,Cindy,Philippines,Standard Double Room,3 nights · December 2022,Couple,Excellent,9,"The location, it's near bugis street and haji lane, I like the room aswell, We got a room with a window,  the room is so clean. What I like the most is the hospitality of all the staff, its superb 100%, They are so kind and helpful, I will definitely recommend this hotel! Believe me!",Smoking people near the walkway infront of the hotel,Reviewed: 14 December 2022,2024-02-11T08:27:58.988Z
Hotel 81 Bugis,Maria,Pitcairn,Superior Double Room,5 nights · October 2022,Couple,Worthwhile,8,it is at the heart of the City,none,Reviewed: 30 October 2022,2024-02-11T08:27:58.988Z
Hotel 81 Bugis,Xinru,United States,Deluxe Double Room,1 night · September 2022,Family,It's a great place. Will book again when we travel to Singapore again,9,"We booked four days first on booking.com and then extended it to two weeks.The location is very very great. It's near the National Library, Suntec City, Bugis Junction, and MRT.The room is clean and quiet. The price is reasonable. Staffs are very kind and nice. Especially, front desk staff Jovine helps us a lot.",There's no laundromat near the hotel. Have to take a bus to wash clothes. It will be great if there's a washer and dryer(fee is acceptable).,Reviewed: 10 October 2022,2024-02-11T08:27:58.988Z
