hotel name,User Name,Country,Room Info,Stay Date,Traveller Type,Review Title,Rating,Happy Review,Unhappy Review,Review Date,Scraped At
Marina Bay Sands,Shaleshni,Fiji,Deluxe Twin,1 night · January 2024,Family,Superb,9,Environment n cleanliness,Food expensive,Reviewed: 19 January 2024,2024-02-10T10:52:23.497Z
Marina Bay Sands,Victor,Romania,Deluxe King Gardens by the Bay View Room,1 night · January 2024,Group,On top of the world 🇸🇬,10,"Everything... the room or rather the apartament,  the views... literally 5 stars... above expectations",N/a,Reviewed: 19 January 2024,2024-02-10T10:52:23.497Z
Marina Bay Sands,Sinharpal,New Zealand,Deluxe King Gardens by the Bay View Room,1 night · January 2024,Family,Awesome place to receive awesome hospitality experience to make awesome memories with family,10,"The resort, rooms and the Infinity Pool",None,Reviewed: 19 January 2024,2024-02-10T10:52:23.497Z
Marina Bay Sands,Hieu,United States,Deluxe King,2 nights · January 2024,Family,Exceptional,10,Very good service,Room service and staff at lobby,Reviewed: 19 January 2024,2024-02-10T10:52:23.497Z
Marina Bay Sands,Kailene,Australia,Deluxe King,2 nights · January 2024,Couple,Every little detail is perfect,10,Absolutely everything about this hotel is amazing,There was nothing to dislike,Reviewed: 19 January 2024,2024-02-10T10:52:23.497Z
Marina Bay Sands,Garrick,United States,Deluxe King,1 night · December 2023,Couple,Good but not worth the price,8,Infinity pool was special but everything else just ok,Too expensive … especially restaurants on premise,Reviewed: 18 January 2024,2024-02-10T10:52:23.497Z
Marina Bay Sands,Yuting,United Kingdom,Deluxe King,1 night · December 2023,Couple,Superb,9,"Incredible singular experience swimming in the rooftop pool with a view over the city.  Wonderful room and amenities.  We were first given a room which someone had clearly been smoking in, even though they are non smoking rooms.  We mentioned this to front desk who promptly helped us change rooms.","A bit surprised at the lack of changing facilities adjacent to the rooftop pool.  Just something to be aware of, it's worth getting changed in your room prior to going to the pool.",Reviewed: 18 January 2024,2024-02-10T10:52:23.497Z
Marina Bay Sands,Justin,Australia,Deluxe King,2 nights · January 2024,Couple,Superb,9,"Fantastic facilities, staff were friendly and competent, the pool is a highlight. Can't find many faults with the hotel. We received a free upgrade which was appreciated.","It is expensive, but that was expected. Cheaper food and drink options can be found outside the hotel and shopping centre.",Reviewed: 18 January 2024,2024-02-10T10:52:23.497Z
Marina Bay Sands,To,Canada,Deluxe King Harbor View Room,6 nights · January 2024,Couple,Stay was amazing other than the construction noise.,10,Room was luxurious. Pool was great on the warm days. There was lots to do in and around hotel. Lavo restaurant was delicious.,We were transferred to another tower during check-in due to construction. But during our stay we still had construction noise from 8:30 - 4/5 pm everyday.,Reviewed: 18 January 2024,2024-02-10T10:52:23.497Z
Marina Bay Sands,Saif,United Kingdom,Deluxe King,3 nights · January 2024,Family,Exceptional,10,Everything,Nothing not to like best hotel im singapore,Reviewed: 17 January 2024,2024-02-10T10:52:23.497Z
Marina Bay Sands,Tahlia,United Kingdom,Deluxe King,1 night · January 2024,Couple,"It was an amazing , tranquil place with impeccable service !",10,"From the moment we arrived till the time we had to leave we were treated with such kindness. The Staff are amazing they go above and beyond to make sure you have the best experience possible ! Leon was amazing at the front reception he checked us in a made sure we knew everything that marina bay sands had to offer, shows to see and where to eat. Ravi looked after us by the pool and made sure we didn’t want for anything. Along with every other staff member they were all so friendly. Even leaving was such a smooth operation Ganeson help us to our cab and carried our bags to our cab. We absolutely loved our stay here and cannot recommend highly enough ! The star system doesnt allows us to go higher then a 5 but I would give them a 10 !",N/A it was amazing from start to finish!,Reviewed: 17 January 2024,2024-02-10T10:52:32.934Z
Marina Bay Sands,Robert,Australia,Deluxe King Gardens by the Bay View Room,1 night · January 2024,Couple,Supurb.,10,The room was exceptional and the pool was a once in a lifetime experience,,Reviewed: 17 January 2024,2024-02-10T10:52:32.934Z
Marina Bay Sands,Katarina,Serbia,Deluxe King,2 nights · January 2024,Couple,Exceptional,10,Everything was exceptional!,,Reviewed: 17 January 2024,2024-02-10T10:52:32.934Z
Marina Bay Sands,Caterina,Australia,Deluxe Twin,3 nights · December 2023,Solo traveller,Will be back I hope if I can afford it,10,Everything,Always book out and missed out on the restaurant,Reviewed: 17 January 2024,2024-02-10T10:52:32.934Z
Marina Bay Sands,Andrew,Australia,Deluxe Twin Gardens by the Bay View Room,1 night · December 2023,Group,Superb,9,"Good pool facilities at the top floor, nice views from gardens facing room, rooms were clean and had a full minibar (but no alcohol!), bathroom was also quite premium. Staff were very friendly and helped us with our bags as soon as we arrived. The gym was very good, friendly staff, free fruit and towels, plenty of equipment.","Be warned that it is not just the hotel that is expensive, but all the nearby restaurants and shops too. Navigating around the complex can also be difficult, the gym is located in an entirely different building which you need to walk 15 minutes through a shopping centre to reach. The lifts can also take a while when it gets busy.",Reviewed: 17 January 2024,2024-02-10T10:52:32.934Z
Marina Bay Sands,John,New Zealand,Deluxe King City View Room,2 nights · December 2023,Couple,Superb hotel - excellent stay,9,Pool and rooms were top class - unbelievable.,,Reviewed: 16 January 2024,2024-02-10T10:52:32.934Z
Marina Bay Sands,Marta,United Kingdom,Deluxe King,1 night · January 2024,Couple,Definitely worth staying there!,10,"Really iconic hotel for which we had high expectations and did not disappoint. The hotel and other facilities related to it (Shoppes, Casino, Art & Science museum etc) are all huge and glamorous. The views are amazing from most points and of course the infinity pool was a big highlight. Our room was deluxe king and was more spacious than expected, in pristine condition and cleanliness. Staff were very kind and welcoming. Would definitely return.",Pool temperature was a bit too cold for our standard (esp at night if it’s windy).,Reviewed: 16 January 2024,2024-02-10T10:52:32.934Z
Marina Bay Sands,Stephen,Australia,Deluxe King Gardens by the Bay View Room,1 night · January 2024,Family,Best hotel ever! The absolute best.,10,"Luxury to the extreme, with very personal touch details in mind. Loads of complimentary snacks, coffee, water as expected. USB charging cable and mouse pad came as surprise.",Nothing.,Reviewed: 16 January 2024,2024-02-10T10:52:32.934Z
Marina Bay Sands,Victor,New Zealand,Deluxe Twin City View Room ,1 night · January 2024,Family,Excelent,10,"The list is too long. The pool is perfect, the room is great and comfortable, the view is magnificent, the personal very friendly and helpful...",I can not imagine better hotel then Marina Bay Sands,Reviewed: 15 January 2024,2024-02-10T10:52:32.934Z
Marina Bay Sands,Jorge,Australia,Deluxe King Gardens by the Bay View Room,1 night · January 2024,Couple,Stay was great and the staff very friendly.,10,The infinity pool,Food and drinks a bit pricy,Reviewed: 15 January 2024,2024-02-10T10:52:32.934Z
Marina Bay Sands,Peter,Australia,Deluxe King,1 night · January 2024,Couple,Amazing,10,Everything,Nothing,Reviewed: 15 January 2024,2024-02-10T10:52:42.190Z
Marina Bay Sands,Kyaw,Myanmar,Deluxe King,2 nights · January 2024,Couple,Unforgetable.,10,Room and pool. Staff friendliness. Building.,,Reviewed: 15 January 2024,2024-02-10T10:52:42.190Z
Marina Bay Sands,Salvador,Mexico,Deluxe King,1 night · January 2024,Couple,Unbelievable,10,"KC, the service was extraordinary!!",,Reviewed: 15 January 2024,2024-02-10T10:52:42.190Z
Marina Bay Sands,Kausi,United States,Deluxe Twin City View Room ,2 nights · January 2024,Family,Magnificent complex,10,"Magnificent hotel complex The best ever The connected facilities, metro, luxury mall food stores…Better than Vegas Wynn, Caesar’s …",,Reviewed: 15 January 2024,2024-02-10T10:52:42.190Z
Marina Bay Sands,Edrose,Australia,Deluxe King,1 night · January 2024,Family,We had fun,10,Very accomodating and helpful staff,,Reviewed: 15 January 2024,2024-02-10T10:52:42.190Z
Marina Bay Sands,Jan,Germany,Deluxe Twin,1 night · January 2024,Family,Exceptional,10,Out of this world. Amazing and more,,Reviewed: 15 January 2024,2024-02-10T10:52:42.190Z
Marina Bay Sands,Fergil,Australia,Deluxe King Gardens by the Bay View Room,1 night · January 2024,Family,Landmark accommodation must stay at least once.,10,"Location, location, location. Spectacular view and remarkable building",Lacked personalised touch and warmth by staff. They were professional but not friendly,Reviewed: 15 January 2024,2024-02-10T10:52:42.190Z
Marina Bay Sands,Aleksandr,Russia,Deluxe King Harbor View Room,1 night · November 2023,Group,The best hotel in Singapore,10,"The hotel fully justifies its status as a better hotel.A gorgeous place, stunning views, a rooftop pool - amazing!Very friendly staff, always trying to help and go to a meeting! Attention:You cannot swim in the pool if there is a risk of lightning strike. Check the weather",,Reviewed: 15 January 2024,2024-02-10T10:52:42.190Z
Marina Bay Sands,David,United Kingdom,Deluxe King Gardens by the Bay View Room,4 nights · January 2024,Couple,Loved it   gorgeous view of the gardens   Iconic swimming pool,10,Gardens,Relaxed atmosphere,Reviewed: 15 January 2024,2024-02-10T10:52:42.190Z
Marina Bay Sands,Jennifer,United Kingdom,Deluxe King Gardens by the Bay View Room,1 night · January 2024,Group,Perfect.,10,Absolutely unbelievable. Beautiful facilities and amazing staff.,,Reviewed: 15 January 2024,2024-02-10T10:52:42.190Z
Marina Bay Sands,Denisse,Mexico,Deluxe King,1 night · January 2024,Solo traveller,Exceptional,10,Amazing hotel and great staff,,Reviewed: 15 January 2024,2024-02-10T10:52:50.507Z
Marina Bay Sands,Natal,Ireland,Deluxe King Gardens by the Bay View Room,2 nights · December 2023,Couple,Definitely stay here once!,8,"Huge bedrooms, we had the most comfortable bed. Shower was so nice. Location of the hotel is great. Excellent views from the sky deck.","It is a little over priced to stay here in my opinion. Food and drinks definitely over priced at the pool, service was slow and drinks were mixed up a lot too! Ce la vie sky bar is a rio off!",Reviewed: 14 January 2024,2024-02-10T10:52:50.507Z
Marina Bay Sands,Vladkrimi,Romania,Deluxe King Gardens by the Bay View Room,1 night · January 2024,Family,Best Infinity Pool,10,"Everything was perfect - communication, facilities, rooms were clean and, of course, the best infinity pool.",,Reviewed: 14 January 2024,2024-02-10T10:52:50.507Z
Marina Bay Sands,Nilesh,Fiji,Deluxe Twin Gardens by the Bay View Room,1 night · January 2024,Family,Awesome time with family at Marina Bay Sands in Singapore,10,"I recently had an extraordinary stay at Marina Bay Sands in Singapore. The breathtaking architecture, coupled with impeccable service, created an unforgettable experience. The room's luxurious amenities and stunning views of the cityscape made every moment enjoyable. The SkyPark's infinity pool, a true highlight, provided a unique and breathtaking perspective of Singapore's skyline. The diverse dining options and vibrant atmosphere in the hotel added to the overall charm. Marina Bay Sands exceeded my expectations, offering a perfect blend of opulence and comfort for an indulgent getaway.",,Reviewed: 14 January 2024,2024-02-10T10:52:50.507Z
Marina Bay Sands,Felix,Romania,Deluxe King,1 night · January 2024,Couple,"Relaxing, spechless view from 37 room, great infinity pool.",9,The staff and the women from the check in.She saw that is my gf birthday and she make a free upgrade with a cityview and a surprise cookie with candle and matches.so kind from her side,Everything was great,Reviewed: 14 January 2024,2024-02-10T10:52:50.507Z
Marina Bay Sands,Timothy,Australia,Sands Premier King,1 night · January 2024,Couple,Your website told us our room was on level 40 or above - when we arrived were were on level 8 with n,8,,Your website told us our room was on level 40 or above - when we arrived were were on level 8 with no view.  THis hotel is all about the view.  You have since amended the room description but when we booked you definitely stated the room type we booked was 40 or above.   Can we please have a refund?,Reviewed: 14 January 2024,2024-02-10T10:52:50.507Z
Marina Bay Sands,Neskib,United States,Deluxe King,2 nights · December 2023,Family,Best hotel I've stayed in,10,Was our anniversary and they upgraded us to an amazing room! Customer service was just amazing. Breakfast was great and fitness center also decent. Walk over to the gardens was a pleasant surprise and a must if staying there! The Shoppes were endless and amazing too. Infinity pool on top was a fantastic experience!,Wish the fitness center was in the hotel but that's a very small dislike. Wasn't that far away.,Reviewed: 13 January 2024,2024-02-10T10:52:50.507Z
Marina Bay Sands,Sam,United States,Deluxe King,4 nights · January 2024,Couple,Great experience staying at a wonderful and comfy hotel.  Staff very nice.,9,The room was very comfy.  The location is great or close to many other attractions. The staff were very friendly and welcoming.,"With the high hotel price, wish breakfast is included in the hotel price.",Reviewed: 13 January 2024,2024-02-10T10:52:50.507Z
Marina Bay Sands,Ian,United Kingdom,Deluxe King Gardens by the Bay View Room,1 night · January 2024,Couple,Very good,8,Infinitely pool. Close to marina bay gardens. Staff friendly and polite.,Room needs updating.,Reviewed: 13 January 2024,2024-02-10T10:52:50.507Z
Marina Bay Sands,Alok,Australia,Deluxe King Sky View,1 night · January 2024,Family,We had a wonderful stay at the suite. All the staff members but notably Cheeny at the front desk was amazing.,10,Amazing property. Amazing staff and service.,Need a virtual tour to get yourself familiarise as this is a huge property.,Reviewed: 13 January 2024,2024-02-10T10:52:50.507Z
Marina Bay Sands,Pereira,Australia,Deluxe King Harbor View Room,1 night · January 2024,Couple,Comfortable,8,Facilite and hospitality,The noise emanating from the construction site was excessively loud.,Reviewed: 13 January 2024,2024-02-10T10:52:58.458Z
Marina Bay Sands,Anne,United Kingdom,Deluxe King Gardens by the Bay View Room,1 night · December 2023,Family,amazing stay,10,"the staff were very nice and upgraded us due to our check in being delayed. we enjoyed our suite and would definitely stay here again. everything is inside marina bay such as restaurants, shops and a pool.",,Reviewed: 13 January 2024,2024-02-10T10:52:58.458Z
Marina Bay Sands,Hanifo,South Africa,Deluxe King City View Room,2 nights · January 2024,Family,Very good,8,The swimming pool is just amazing,NA,Reviewed: 12 January 2024,2024-02-10T10:52:58.458Z
Marina Bay Sands,Solongo,Mongolia,Deluxe King,1 night · January 2024,Family,So very nice,10,"Rosh, who works on reception, is very grateful.",no,Reviewed: 12 January 2024,2024-02-10T10:52:58.458Z
Marina Bay Sands,Solongo,Mongolia,Deluxe Twin Gardens by the Bay View Room,1 night · January 2024,Family,So very nice🤗🥰,10,A big thank you to the guy at check in called Roche who served us. I spent a very comfortable and unforgettable day. Thank you so much,not at all,Reviewed: 12 January 2024,2024-02-10T10:52:58.458Z
Marina Bay Sands,Thamani,South Africa,Sands Premier Double Queen Gardens by the Bay View  ,1 night · January 2024,Family,A hotel that takes your breath  away,10,"Everything! It lived up to its expectation of being an opulent sought after accommodation.The staff were extremely pleasant,magnificent finishes in the beautiful family room with such attention to detail and being completely guest centric. This hotel is the bench mark for all other hotels",,Reviewed: 12 January 2024,2024-02-10T10:52:58.458Z
Marina Bay Sands,Omar,Saudi Arabia,Deluxe Twin Gardens by the Bay View Room,2 nights · January 2024,Group,Every thing was perfect 🤩,10,Every thing,-,Reviewed: 12 January 2024,2024-02-10T10:52:58.458Z
Marina Bay Sands,Karen,United Kingdom,Deluxe King,1 night · December 2023,Family,A fantastic one night experience.,10,We were upgraded to a more luxurious room as one of our rooms wasn’t ready on time which was nice. Views from room were amazing. The swimming pool experience is unique and one of the reasons we booked here.,Nothing,Reviewed: 12 January 2024,2024-02-10T10:52:58.458Z
Marina Bay Sands,Paola,Mexico,Deluxe King,1 night · December 2023,Couple,Exceptional,10,Everything  was exceptional.,"Not to worry, there's nothing you will dislike about this hotel. Highly recommended 👌",Reviewed: 12 January 2024,2024-02-10T10:52:58.458Z
Marina Bay Sands,Robin,United Kingdom,Deluxe King Gardens by the Bay View Room,1 night · January 2024,Family,Superb,9,Amazing rooftop bar and infinity pool.All restaurants and facilities are top class!Staff are very helpful and go out their way.,"Price of drinks and food, although this is the same across the whole of Singapore so it is to be expected.",Reviewed: 12 January 2024,2024-02-10T10:52:58.458Z
One Farrer Hotel,Derek,Ireland,Mint Room,1 night · October 2023,Couple,Exceptional,10,Breakfast was great but not good English spoken with some staff resulting in mixup in your order,,Reviewed: 10 November 2023,2024-02-10T11:54:48.767Z
One Farrer Hotel,Kathleen,United Kingdom,Mint Room,1 night · February 2024,Couple,A luxury hotel with luxury pool,8,The roof top pool,Couldn’t connect to the wifi,Reviewed: 1 February 2024,2024-02-10T11:54:48.767Z
One Farrer Hotel,Eric,Canada,Mint Room,3 nights · December 2023,Solo traveller,Great stay - excellent staff,9,"Stayed there in December and January again. The staff made my time there much easier, especially when I caught Covid in Singapore (which forced me to cancel my trip to Bali… )A special thanks to Mina who really made sure that everything was fine -  she gave an exemplary service. Will definitely be coming back !",You have to get used to the exotic lighting system 😁,Reviewed: 31 January 2024,2024-02-10T11:54:48.767Z
One Farrer Hotel,Akhbar,Singapore,Mint Den,1 night · December 2023,Family,Nice place to stay,9,"Spacious n clean room,near to shopping mall.",No comment,Reviewed: 29 January 2024,2024-02-10T11:54:48.767Z
One Farrer Hotel,Shahul,Singapore,Skyline Studio,1 night · January 2024,Solo traveller,The staffs at the reception were very friendly and understanding. They did well and my compliments to them for a good wo,10,The staff are very friendly and always cater for your needs during my stay,Non smoking hotel,Reviewed: 27 January 2024,2024-02-10T11:54:48.767Z
One Farrer Hotel,Hwee,Singapore,Mint Den,3 nights · January 2024,Couple,Superb,9,Great location. Very convenient to get around and lots of food options.,None.,Reviewed: 27 January 2024,2024-02-10T11:54:48.767Z
One Farrer Hotel,Peter,Australia,Mint Premier,2 nights · January 2024,Couple,Relaxing stay at a wonderful Singapore hotel,10,"Excellent facilities, very helpful staff and great location above Farrer Park MRT station. Fantastic premier club facility.",Nil,Reviewed: 18 January 2024,2024-02-10T11:54:48.767Z
One Farrer Hotel,Yvo,Netherlands,Mint Den,5 nights · January 2024,Family,Great hotel - great location - great service - great swimming pool,9,"Hospitality was very nice, you are feel welcomed as a guest. Location very good as the subway station Farrer Park is right in front of the hotel. Room space was sufficient. Room service was great, as with every request the hotel employees were standing in front of your door in no time! Also the huge swimming pool is very nice as it is of olympic size. Also great there is a 7-11 convenience store open 24hrs right next to one of the entrances of the hotel.",There is absolutely nothing we can think of which was not great. Just book and go!,Reviewed: 12 January 2024,2024-02-10T11:54:48.767Z
One Farrer Hotel,Khai,Switzerland,Mint Den,10 nights · January 2024,Family,Excellent!,10,We booked a mint den indicating that it was for 4 people. Actually it was for 3 persons. The manager Kesley helped us to find a bigger room and it made our stay of 10 days very comfortable. Thank you for your flexibility.Then we had to extend our stay by 1 night. The reception helped to extend one night at an affordable price. This was very much appreciated.Thank you again to One Farrer Hotel staff for making our stay at your hotel a very memorable one.,,Reviewed: 2 January 2024,2024-02-10T11:54:48.767Z
One Farrer Hotel,Ong,Malaysia,Mint Room,3 nights · December 2023,Family,Gem of a hotel,10,"Excellent service from the staff, especially those at Escape Restaurant - all were courteous and attentive. Rooms were spacious, clean, comfortable, equipped with smart facilities. There are restaurants and convenience store within the hotel and also a nearby mall - very easy to buy whatever you need.",Nothing.,Reviewed: 2 January 2024,2024-02-10T11:54:48.767Z
One Farrer Hotel,Louisa,United Kingdom,Mint Room,2 nights · January 2024,Family,Would return,8,"Comfortable, clean, good size rooms",Limited restaurant/ bar facilities,Reviewed: 2 January 2024,2024-02-10T11:54:58.755Z
One Farrer Hotel,Amanda,Australia,Mint Den,1 night · December 2023,Couple,Exceptional,10,Our room and the hotel were exceptional in all areas.,,Reviewed: 31 December 2023,2024-02-10T11:54:58.755Z
One Farrer Hotel,Li,United States,Mint Room,3 nights · December 2023,Group,it is worth staying at One Farrer Hotel,10,"The room was spacious, and we got a free upgrade as well. The room was so modernized, and everything inside the room is a button away.  The staff was very helpful and cordial. It is located next to Little India. So it was a bonus when we found out the Hop-on &hop-off bus stop is in little India. I think the location is very central to many attractions.We did not have breakfast there, but the lunch at the Chinese restaurant inside the hotel was excellent.",The Escape cafe/restaurant was a bit pricy. And the manager/host on 12/22 was not as friendly as you would expect. but the subsequent visits to the cafe were very good.,Reviewed: 26 December 2023,2024-02-10T11:54:58.755Z
One Farrer Hotel,Stefan,Netherlands,Mint Room,5 nights · December 2023,Solo traveller,Superb,9,"Friendly and helpful staff, clean and beautiful room, good food (the green pasta is delicious, try it). My room was on the 18th floor and provided me with one of the best views I ever had from a hotel.The hotel lies on the edge of Little India, so you can just walk into this cozy neighbourhood from the hotel. If you don't like Indian food, there's a huge amount of Chinese places you can eat as well. There's a subway station literally below the building which is very convenient. There's also a little supermarket next to the entrance.","Sometimes, the elevator wouldn't accept my card.Laundry service could be a bit more affordable",Reviewed: 25 December 2023,2024-02-10T11:54:58.755Z
One Farrer Hotel,Gary,United States,Mint Den,7 nights · November 2023,Couple,Our Singapore Choice,10,"Our second time. Highly recommend for comfort, service and food. Very convenient to metro and buses Wonderful area near Little India",Spa closed for COVID and has not reopened,Reviewed: 23 December 2023,2024-02-10T11:54:58.755Z
One Farrer Hotel,Asif,Bangladesh,Mint Room,4 nights · December 2023,Family,Good hotel with value for money,9,Rooms are big and good view from window,Breakfast,Reviewed: 22 December 2023,2024-02-10T11:54:58.755Z
One Farrer Hotel,Suad,Norway,Mint Room,4 nights · December 2023,Family,Exceptional,10,"Everything! Clean, good smell everywhere! Amazing pool! Close to MRT. Amazing staff!",Nothing!,Reviewed: 20 December 2023,2024-02-10T11:54:58.755Z
One Farrer Hotel,Dawei,China,Mint Room,6 nights · December 2023,Group,Excellence Experience to stay in One Farrer;,10,"Room size is good, feel spacious when stay inside. Queen-size bed is comfortable enough to guarantee a good rest during business travel. Remarkable stay in One Farrer.",,Reviewed: 18 December 2023,2024-02-10T11:54:58.755Z
One Farrer Hotel,Tim,United Kingdom,Mint Den,1 night · December 2023,Family,Skyline at One Farrer....Ace,10,"The Skyline lounge host Malek was awesome. So kind, welcoming and thoughtful. He made our stay incredibly memorable and relaxing.",,Reviewed: 18 December 2023,2024-02-10T11:54:58.755Z
One Farrer Hotel,Philipa,Australia,Mint Den,4 nights · December 2023,Couple,"Great location, spacious modern rooms, friendly and efficient staff.",8,"great location in Little India, good sized pool (bit cold for my taste), rooms were large and modern","would have liked a bath in the room, and the lighting controls were weird",Reviewed: 9 December 2023,2024-02-10T11:54:58.755Z
One Farrer Hotel,Venkatachalam,India,Mint Room,1 night · November 2023,Family,"Great location, Helpful Staff, Spacious Rooms",10,Rooms were clean and check in was hassle free.,Rates could be a little more competitive,Reviewed: 7 December 2023,2024-02-10T11:55:08.991Z
One Farrer Hotel,Ursula,Germany,Mint Room,1 night · November 2023,Couple,Good hotel to explore Singapore,9,"The lady at the reception was extremely nice and very helpful. The room was clean and quiet the location close to the little India and half an hour by foot to the marina, very good for us.",Nothing,Reviewed: 3 December 2023,2024-02-10T11:55:08.991Z
One Farrer Hotel,Judy,Australia,Mint Room,4 nights · December 2023,Couple,"would definitely stay again as hotel is clean, comfortable, modern and above MRT",8,"Felt new with comfortable bed, good quality white linen & towels & large tv. Outside wall was all glass with a nice outlook of park and city.",there was normally a long wait for the lifts and noise came through from corridors. also the lights are sensors which is good when returning home but  some night lights flicked on and off during the night. We wore eye masks so this did not disturb us greatly,Reviewed: 3 December 2023,2024-02-10T11:55:08.991Z
One Farrer Hotel,Diana,Lithuania,Mint Room,3 nights · November 2023,Couple,Absolutely recommend and enjoy the breakfast at 18th floor.,10,"Location was very close to MRT. Room had an amazing view, was very clean and beautiful.But the best things was the breakfast at the restaurant at the 18th floor and special Thank You to mr. Malek for that!",,Reviewed: 1 December 2023,2024-02-10T11:55:08.991Z
One Farrer Hotel,Zuzanna,Poland,Mint Den,3 nights · November 2023,Couple,Spacious room with the great view and large swimming pool on the roof top. Great location.,9,The best location right above the train station. With the great view from the 13th floor. spacious room with very comfortable bed and large bathroom.,N/A,Reviewed: 12 November 2023,2024-02-10T11:55:08.991Z
One Farrer Hotel,Wesley,Indonesia,Mint Den,3 nights · October 2023,Couple,"Amazing Staff, Peaceful Escape",9,"great place, close proximity to Farrer Park Medical Center, strategic locations close to food stalls and MRT stations, friendly staff, amazing rooms, and easy-to-access rooms, and the swimming pool is very clean",,Reviewed: 11 November 2023,2024-02-10T11:55:08.991Z
One Farrer Hotel,Gv,United Arab Emirates,Loft,5 nights · October 2023,Family,Superb,9,"Hotel has all facilities needed for comfortable stay, next to metro and closer to restaurants.",,Reviewed: 6 November 2023,2024-02-10T11:55:08.991Z
One Farrer Hotel,Peter,Switzerland,Mint Den,7 nights · October 2023,Couple,Superb,9,Nice place with big swimmingpool in the surounding of Little India and close to Mustafa (Local shopping mall),,Reviewed: 6 November 2023,2024-02-10T11:55:08.991Z
One Farrer Hotel,Lois,Australia,Mint Den,3 nights · October 2023,Solo traveller,Superb,9,"One Farrer Hotel has a great location with easy MRT access.. The staff are extremely obliging with any requests, queries, or difficulties you experience.",,Reviewed: 31 October 2023,2024-02-10T11:55:08.991Z
One Farrer Hotel,Gary,Australia,Mint Room,3 nights · September 2023,Couple,Great stay!,10,"Room - Very good room on the 19th floor, just across from a small work-out room and 1 floor, almost directly above one of the 2 swimming pools.Location - well located next to Farrer Park station and the Little India quarter.",Odd thing with a credit card charge that was sorted out once we checked out.,Reviewed: 30 October 2023,2024-02-10T11:55:08.991Z
One Farrer Hotel,Janhavi,India,Mint Den,4 nights · September 2023,Family,Exceptional,10,Location cleanliness,,Reviewed: 22 October 2023,2024-02-10T11:55:20.272Z
One Farrer Hotel,Bk,Singapore,Mint Room,7 nights · October 2023,Solo traveller,Very good,8,"The location, facilities, staff are  very good",Indian  food missing,Reviewed: 22 October 2023,2024-02-10T11:55:20.272Z
One Farrer Hotel,Nazmul,Bangladesh,Mint Room,8 nights · October 2023,Group,Very good,8,"Clean and comfortable,location also good.",,Reviewed: 21 October 2023,2024-02-10T11:55:20.272Z
One Farrer Hotel,Matthew,Switzerland,Mint Room,7 nights · October 2023,Couple,Good value for money,8,"Great view from the roomComfortable chair (Herman Miller Sayl)Nice pool and gymClose to ABC indian food court, Farrer Park MRT, Little India and City Square MallFriendly personnel","Pillows are too high, not very comfortableThe lighting/electricity in our room was all messed up. Lights would turn up randomly in the night, and because it's not regular switches but electronic ones instead, there was nothing we could do. Even the TV turned on twice while we were sleeping. They sent someone to repair it but the next day it was broken again.",Reviewed: 20 October 2023,2024-02-10T11:55:20.272Z
One Farrer Hotel,Marie,Ireland,Mint Room,1 night · October 2023,Group,Will definitely return and would recommend to anyone.  Singapore slings by the pool were to die for.,10,"Best staff ever, couldn't do enough for us. Room was spacious and spotless.  Breakfast was lovely in fab setting. Full marks to reception staff, could not fault them.",Nothing. Loved everything,Reviewed: 18 October 2023,2024-02-10T11:55:20.272Z
One Farrer Hotel,Yusri,Singapore,Skyline Studio,2 nights · October 2023,Family,Unexpected luxury in Little India,8,"The room and bathroom in the Skyline Studio are spacious and well appointed. Hotel location is great, with close proximity to MRT, eateries and shopping centre. The pool is big and family-friendly, while the private pool adds a nice touch of exclusivity.",It’s a small matter but our bedsheet seems a little tattered with a few holes in it.,Reviewed: 18 October 2023,2024-02-10T11:55:20.272Z
One Farrer Hotel,Varsani,Australia,Mint Den,6 nights · September 2023,Group,Exceptional,10,Good Location - Good Amenities,Pricey - but you pay for what you get.,Reviewed: 16 October 2023,2024-02-10T11:55:20.272Z
One Farrer Hotel,Pui,Singapore,Loft,1 night · October 2023,Family,Perfect stay!,10,"Great location. The hotel is very clean. Front desk staffs are very friendly, and housekeepers are efficient too. The swimming pool is big and gym as well.",Nothing.,Reviewed: 15 October 2023,2024-02-10T11:55:20.272Z
One Farrer Hotel,Abdurrahman,Singapore,Mint Room,1 night · October 2023,Couple,Exceptional,10,Staff were excellent and helped to arrange something quickly when a room that was booked/preferred was not available. I really appreciate the professionalism and resolution given.,,Reviewed: 15 October 2023,2024-02-10T11:55:20.272Z
One Farrer Hotel,Rachel,United Kingdom,Mint Premier,5 nights · October 2023,Family,"Perfect location, perfect hotel, wonderful staff.",10,"Excellent breakfast, buffet plus cooked to order option. Ideal location close to mrt and within east walking distance of the gems of Little India. In particular, Malek, in the sky lounge was wonderful. Attentive, remembered our likes and full of helpful tips and advice. A real gem.",Nothing at all. All excellent.,Reviewed: 10 October 2023,2024-02-10T11:55:20.272Z
One Farrer Hotel,Marcin,Poland,Mint Den,2 nights · August 2023,Group,Recomended,8,Nice value all was ok,,Reviewed: 7 October 2023,2024-02-10T11:55:29.051Z
One Farrer Hotel,Genevieve,Singapore,Mint Den,1 night · October 2023,Family,Exceptional,10,"Right from check-in to check-out, it was a wonderful experience! Excellent service, great location near the MRT, room was spacious and clean.",NA,Reviewed: 7 October 2023,2024-02-10T11:55:29.051Z
