Botanic Garden-1707390701
,username,rating,content,ip_address,time
Sea Aquarium,smallyuer06,5.0,小朋友玩的特别开心，馆里里面有实验室，女儿说以后姐姐可以去上班,江苏,2023-11-26 00:40:55
Sea Aquarium,smallyuer06,5.0,里面有很多以前没有见过的鱼种，知识性特别强！,江苏,2023-11-25 04:10:29
Sea Aquarium,E04****10,5.0,和大连的圣亚差不多,广东,2023-11-21 10:39:35
Sea Aquarium,m52****44,5.0,动物好像没有几年前去的时候多，体型也小，可能是为了环保，里面教育性很强，可以带孩子去接受教育，里面基本都有中午介绍，大人去没什么看头，国内有更不错的,上海,2023-11-19 13:38:16
Sea Aquarium,🦦(接好运版),5.0,超棒的环境,新加坡,2023-11-13 07:27:11
Sea Aquarium,美肥猪,5.0,就在圣淘沙，环球影城边上,上海,2023-11-06 07:00:08
Sea Aquarium,_WeCh****152924,5.0,真的很赞呀！,上海,2023-11-05 12:57:35
Sea Aquarium,匿名用户,5.0,很值得去打卡！还看到了海豚～,新加坡,2023-11-03 11:03:15
Sea Aquarium,TopangaL,5.0,第二次来，舒服，两个小时内可以逛完，接着去水上乐园，比较方便。,广东,2023-10-28 07:25:46
Sea Aquarium,_WeCh****44238,5.0,值得一去 没有动物表演,上海,2023-10-27 10:53:51
Sea Aquarium,298****762,5.0,海洋馆虽然不大，还可以！,广东,2023-10-27 08:17:26
Sea Aquarium,匿名用户,5.0,好好好好好好,新加坡,2023-10-21 12:24:37
Sea Aquarium,匿名用户,5.0,很好很喜欢 谢谢,四川,2023-10-18 23:57:26
Sea Aquarium,_WeCh****753555,5.0,旅途路上，总有不期而遇的温暖，在这里，满意只是期待，感动与惊喜才是一直追求的方向。,吉林,2023-10-15 12:42:22
Sea Aquarium,M23****130,5.0,惊喜万分，见到好多海洋生物。,广东,2023-10-15 07:13:32
Sea Aquarium,M10****244,5.0,很好的体验，服务周到，让人难忘，推荐游览,浙江,2023-10-15 05:23:29
Sea Aquarium,匿名用户,3.7,一般，个人不推荐去，不是很大。半小时就逛完了。海洋物种很多，感觉没有海昌大。,北京,2023-10-13 01:11:40
Sea Aquarium,Alexོ  🌀,3.0,太小了，互动活动也不多,北京,2023-10-11 06:28:57
Sea Aquarium,138****2281,5.0,种类丰富，服务好,北京,2023-10-10 01:29:15
Sea Aquarium,匿名用户,5.0,12年前来过一次，和现在没什么大变化，里面的小动物一看就被照顾的很好～整个水族馆不是很大，一小时足够了，感觉很适合亲子出游。,江苏,2023-10-09 08:56:58
Sea Aquarium,chainlau,4.0,海洋馆挺大，不同种类介绍齐全,江苏,2023-10-08 05:19:24
Sea Aquarium,M29****8322,5.0,海洋馆真的对中国游客友好，到处都是中文介绍，而且里面非常精彩，我和孩子转了两圈，两个多小时才出来。很多朋友说和国内的大型海洋馆比不了，但是我觉得还是值得一来的。,吉林,2023-10-06 05:20:05
Sea Aquarium,匿名用户,5.0,疗愈之旅！,西藏,2023-10-06 03:11:40
Sea Aquarium,150****7537,5.0,非常值得体验，学到很多小知识，教练和蔼可亲,上海,2023-10-06 00:44:31
Sea Aquarium,哈信,4.0,海洋馆还真的不是很大，不过海洋小动物还真的是品种齐全,新加坡,2023-10-05 12:58:38
Sea Aquarium,阿粒123,5.0,挺好的，就是假期人比较多。,河南,2023-10-05 03:02:48
Sea Aquarium,匿名用户,5.0,不算大，种类也不多。,浙江,2023-10-05 01:06:24
Sea Aquarium,_CFT01****4699957,5.0,全球最大的海洋馆，沉浸在蓝色的海洋世界中，很享受很惬意，值得一来。 携程订票也很方便，当天拍当天可用，价格也相对实惠点。,新加坡,2023-10-04 16:05:46
Sea Aquarium,134****1097,5.0,喜欢拍照的可以去，国内这种水准的海洋馆有几个了,新加坡,2023-10-04 13:06:30
Sea Aquarium,勇者无敌66666,5.0,地方不大。。。,四川,2023-10-04 12:25:26
Sea Aquarium,匿名用户,4.7,游玩一个半小时的样子，不错,中国香港,2023-10-04 08:40:05
Sea Aquarium,NoAnswer123,5.0,干净，卫生，携程订票比现场还便宜呢，坐123路公交车就能到这个海洋馆，才1块钱的车票，可以先在门口的马来西亚美食街吃点饭，经济实惠,马来西亚,2023-10-04 07:23:31
Sea Aquarium,pota****o83,4.0,比北京海洋馆好像还小一点，就是个中规中矩的海洋馆，但是胜在室内有空调！！！里面卖的蔬菜卷饼好吃，还有棒棒是彩灯的棉花糖～,北京,2023-10-03 12:35:37
Sea Aquarium,匿名用户,2.7,携程卖了票又给我取消，并且不退款，影响我的行程安排。最差的一次购买,新加坡,2023-10-02 14:43:26
Sea Aquarium,KathyDong,5.0,我还想去看看,陕西,2023-10-02 12:58:38
Sea Aquarium,KathyDong,5.0,我想去看看,陕西,2023-10-02 12:58:15
Sea Aquarium,匿名用户,3.0,比如以前弄的好了，性价比低，不建议去,山东,2023-10-02 12:34:18
Sea Aquarium,_WeCh****521674,1.0,真的很不值票价，都无法语言形容了，很多人都说好玩，要玩还几个小时，真的让我无语啊,广东,2023-10-02 10:44:21
Sea Aquarium,King-san,5.0,非常不错，值得一去，小孩挺涨知识点,新加坡,2023-10-02 08:30:49
Sea Aquarium,匿名用户,5.0,方便快捷。,新加坡,2023-10-01 14:09:03
Sea Aquarium,_WeCh****75030,4.0,没有亚特兰蒂斯好玩,新加坡,2023-09-30 09:26:43
Sea Aquarium,Tomig884142,5.0,很好的體驗,山东,2023-09-29 15:32:03
Sea Aquarium,M46****4536,5.0,带孩子去很棒，比在环球影城舒服多了,江苏,2023-09-28 14:30:43
Sea Aquarium,Tobe,5.0,体验非常好！是旅游的好地方，里面各种各样的鱼非常的多，而且很可爱，水母加上灯光之后，色彩斑斓，五颜六色的。是一次很不错的体验！,江苏,2023-09-26 06:18:39
Sea Aquarium,_WeCh****25688,5.0,设施比较老旧了，很多国内的馆种类会更多！,中国香港,2023-09-23 22:52:09
Sea Aquarium,M36****0116,5.0,非常好，知识性和观赏性都有。,澳大利亚,2023-09-23 03:48:14
Sea Aquarium,匿名用户,5.0,值得一去哦！,江苏,2023-09-22 23:09:46
Sea Aquarium,匿名用户,4.0,"总体感觉不错。有标本的屋子，冷气开得很足，特别冷。建议带小孩子的游客，多准备个外套。拍出的照片很美。半天时间足够，当天还玩了滑车。如果有体力的话，岛上其他都来得及玩。岛上捷讯免费乘坐，离岛终点vivo城,大商场，有体力可继续逛。",马来西亚,2023-09-20 14:20:43
Sea Aquarium,66****171,5.0,整体不大，但还是很有意思的,浙江,2023-09-15 02:36:37
Sea Aquarium,qingxinxin,5.0,真的很好玩的海洋馆的哦，不错不错吧,广东,2023-09-14 15:06:03
Sea Aquarium,匿名用户,5.0,非常好玩的景点，推荐情侣以及带小朋友的家人们玩，岛内有小火车直通那里，水族馆中的音乐与鱼在水中游荡的动作相呼应，让人身临其境。适合拍出大片！,新加坡,2023-09-14 00:45:35
Sea Aquarium,11LY1111,5.0,很喜欢，感觉知识介绍不错,北京,2023-09-13 10:18:36
Sea Aquarium,希洪吉罗德,5.0,新加坡海洋馆，就在著名的度假圣地圣淘沙，可以来逛逛。,天津,2023-09-13 05:20:56
Sea Aquarium,陈忆玲,5.0,感觉不错哦 我觉得很好 哈哈哈还好还好,上海,2023-09-12 14:30:21
Sea Aquarium,雨追的人,5.0,海洋馆非常适合小盆友去，很多鱼在眼前游，小朋友很喜欢，非常推荐。还有很多鱼类的知识贴在墙上，小朋友既可以游玩也可以去了解相关鱼类知识，,北京,2023-09-12 07:20:57
Sea Aquarium,Ricky Gyllenhaal,5.0,场馆不大，细微参观也只需要两个多小时，推荐海洋爱好者朋友们去看,新加坡,2023-09-08 12:42:26
Sea Aquarium,leeseabird,5.0,相比之前的海洋馆 这个设施新 还可以和海豚互动,江苏,2023-09-06 14:16:50
Sea Aquarium,匿名用户,4.0,室内遛娃，真的是凉快又省力 海洋馆场地也不大，2小时足以  管内还有体验区，洗手后可以触摸海洋动物 还有很多科普知识 我这个大人都看得津津有味  我最喜欢看的水母~~,上海,2023-09-06 08:57:48
Sea Aquarium,手心的小太阳,5.0,整体sea海洋馆比较小，不过孩子玩儿下来，也算是开心，毕竟到了新加坡，各个地方都要体验一下，才是完美。好在交通特别便利，所以既然来了新加坡，还是建议打卡一下,新加坡,2023-09-05 08:49:26
Sea Aquarium,M29****1698,3.0,品种一般，没有特色,上海,2023-09-04 06:34:12
Sea Aquarium,匿名用户,4.7,到了入口才买的，出票很快，带着一岁半小朋友玩完全够玩，不用出室外就能逛完，我自己很喜欢；只是暑假人比较多，场馆不是很大，半天就逛完了,江西,2023-09-01 15:02:31
Sea Aquarium,Smile-to-Tracy,4.0,SEA海洋馆很小，1个小时估计就走完了。水母有点多的，其他感觉没啥特别的，里面的兔子冰激淋12新币1个，其他纪念品淘宝价和新币差不多吧，不值得购买，质量也不是很好的样子。,新加坡,2023-09-01 08:15:43
Sea Aquarium,波娜特李泌,4.7,海洋馆最适合夏天遛娃了，既不晒又很凉快。大概玩两小时就够了，里面有各种各样的鱼，值得一去,新加坡,2023-08-31 14:39:24
Sea Aquarium,_TSXX****luusz,5.0,Worth place to visit,泰国,2023-08-29 15:47:01
Sea Aquarium,M29****0377,5.0,小朋友们特别喜欢，也不是特别累。在巨大的玻璃那里还有潜水员喂食，非常不错！,浙江,2023-08-26 12:07:40
Sea Aquarium,M29****0377,5.0,最大的特色是有一面巨大的玻璃，在哪里看各种海洋鱼类游过，感觉特别好。,浙江,2023-08-26 12:04:17
Sea Aquarium,吃喝玩乐的西瓜瓜,5.0,【景色】各种海洋生物品种齐全，开眼啦！ 【趣味】赏心悦目，能学到很多知识的！ 【性价比】价格合适的，有很大的水族馆呢好看,北京,2023-08-25 15:49:01
Sea Aquarium,五块男孩,4.0,好玩。很适合避暑,新加坡,2023-08-25 11:14:16
Sea Aquarium,118****982,2.0,真不如去珠海，连北京海洋馆都比不了。连动物表演都没有，还死贵！,广东,2023-08-25 07:24:36
Sea Aquarium,匿名用户,4.3,如果如果国内上海、珠海等海洋馆，这个新加坡馆实际可以不不用来了，虽美但小，一个小时不到就逛完了，没有太多惊喜动物，海豚都得额外付费才看得到～,新加坡,2023-08-25 06:55:59
Sea Aquarium,匿名用户,5.0,馆很大，走一圈步需要走回头路，可以转出来。这点设计很好。去的时候正逢暑假，人很多。潦草走一圈，就结束了。体验感不强.以后有机会，淡季去看看。,湖南,2023-08-25 05:53:14
Sea Aquarium,骑单车的鱼,5.0,还可以，稍微有点小,上海,2023-08-25 00:46:33
Sea Aquarium,Roeki Hu,4.3,比较小，但是也还不错，海洋动物不多,新加坡,2023-08-23 19:55:48
Sea Aquarium,匿名用户,5.0,可以在里面看到各种各样的海洋生物🥰,浙江,2023-08-23 13:00:54
Sea Aquarium,匿名用户,5.0,携程就是方便,海南,2023-08-21 15:50:07
Sea Aquarium,津霸王,5.0,美丽的海洋世界，奇妙而梦幻，各种海洋生物游戈在大大的玻璃缸中，太壮观了,江苏,2023-08-20 16:45:38
Sea Aquarium,匿名用户,5.0,总体上不错,广东,2023-08-20 12:42:25
Sea Aquarium,匿名用户,5.0,带孩子和海豚沟通挺有意思，就是拍照价格有些贵,湖北,2023-08-20 09:03:51
Sea Aquarium,匿名用户,4.0,还可以吧…,北京,2023-08-20 08:46:02
Sea Aquarium,匿名用户,4.3,曝光携程网抢钱啊！！提前一天下单第二天的门票，立马预约，第二天全天约不上，还不退款，交涉几天各种找条款搪塞不退款，以后再也别用携程了，店大欺客啊！[捂脸][捂脸][捂脸],江苏,2023-08-19 08:36:36
Sea Aquarium,D26****95,5.0,出票方便 比官网便宜 玩的挺开心,北京,2023-08-19 08:30:28
Sea Aquarium,匿名用户,3.0,不如国内大城市的海洋馆，性价比不高,广东,2023-08-19 08:04:27
Sea Aquarium,杜一峰,5.0,小朋友非常多，非常好玩的地方。,上海,2023-08-19 02:33:58
Sea Aquarium,匿名用户,3.7,整体一般，不值这个价，不过新加坡物价本来比国内贵，这种海洋馆国内很多地方都做的更好 亮点：水母展馆很漂亮，几个品种的水母真的很美，我拍了视频分享,四川,2023-08-18 11:52:54
Sea Aquarium,小舍儿,5.0,海洋馆不错，表演挺有特色，值得。,山东,2023-08-17 14:53:20
Sea Aquarium,T-CHEN333,1.0,预订的时候必须看清楚！不可退改。从环球影城出来被告知关闭了。打电话才发现不能退改而且不会有人提醒你时间！非常不推荐,新加坡,2023-08-16 14:26:04
Sea Aquarium,乱世英豪123,2.7,真心不推荐 踩坑 根本和国内的没法比 没啥意思,新加坡,2023-08-16 04:26:09
Sea Aquarium,_5.颜.6.s,5.0,环境还不错，看到了很多稀奇古怪的海洋生物，学习到了很多的海洋知识，孩子很喜欢看。,浙江,2023-08-15 13:33:18
Sea Aquarium,E21****40,5.0,非常不错 可以看到很多海洋生物,浙江,2023-08-15 04:24:31
Sea Aquarium,匿名用户,1.3,呃，这个海洋馆，讲真的，徒有虚名 进去主要就是看看各种深海的鱼，难得有一个海豚表演，还不在里边，进去之后基本上就是看看几条深海鱼，魔鬼鱼等 唯一可以体验的就是小朋友可以摸一摸海星和小鱼 ，一丁点的表演都没有，这个跟青岛的海洋馆，上海的海洋馆比起来差了一大截,新加坡,2023-08-15 01:59:53
Sea Aquarium,糖宝看世界,3.0,海洋馆很小，两小时怎么都逛完了，怎么说呢，不值这个价格，比不了国内！,广东,2023-08-14 02:53:55
Sea Aquarium,M35****1366,5.0,很好的海洋馆👍,上海,2023-08-13 23:15:44
Sea Aquarium,桃子夭夭-岚,5.0,小朋友玩的很开心,浙江,2023-08-13 15:54:04
Sea Aquarium,安森妈咪,3.0,感觉这个海洋馆好小，我们生活的城市没有临海，但是海洋馆挺大的，像海狮海豹海豚企鹅北极熊鲸鱼都有，这个海洋馆里都没看见，貌似看海豚还要单独另外花钱,印度尼西亚,2023-08-13 10:09:27
Sea Aquarium,匿名用户,3.7,海洋馆很小，一下子就逛完了,广东,2023-08-13 08:33:53
Sea Aquarium,周妍伶,4.0,不算很大，带小朋友合适,贵州,2023-08-13 06:39:35
Sea Aquarium,135****4022,5.0,超级推荐，环境好，趣味性强，还能摸海星,中国香港,2023-08-13 03:19:39
Sea Aquarium,M52****5399,1.0,票的时间定错了，不能退也不能换。你们携程内部管理就是这样子的吗？景区售票处都可以退。你们为什么就不可以？你们只是第三方 ！客服也不给我回消息 买错了 有问题了 就不理了吗？投诉都不接受 软件就是这样的吗？两张成人票 让我浪费了四百多元 你们为什么不给我退？在这里，我劝所有使用携程的用户都不要在这上面购买任何东西，如果你买错了，那就是浪费了钱，人总会有疏忽的时候  而且携程上面门票形式少 还不如直接去景区门口进行购买 也就只是贵不到10块钱 所以，千万不要在携程上面购买东西,新加坡,2023-08-12 14:33:58
Sea Aquarium,M52****5399,1.0,千万不要买这种票 不能退也不能换 现场也只比这里贵了¥2  太差了 我的票定错了日期  跟客服说了 然后再也没有回过我 坑人的 垃圾的软件,新加坡,2023-08-12 14:15:19
Sea Aquarium,E00****49,4.0,有点小，2个小时就去逛完了。 没有海豚，没有海豚，海豚要买票去海豚湾。 在改造，估计过1年会更好些吧。,上海,2023-08-12 01:14:18
Sea Aquarium,平安1314999,4.0,凑合吧。反正还行，但是海洋馆都差不多了,新加坡,2023-08-10 13:34:30
Sea Aquarium,M83****24,4.0,一次不错的旅行,新加坡,2023-08-10 12:06:56
Sea Aquarium,M83****24,4.3,据说是亚洲最大的，里面生物也非常丰富，适合带孩子来。人有点多，里面东西超级贵。,新加坡,2023-08-10 12:06:30
Sea Aquarium,M22****0817,4.0,挺方便的，就是人有些多！,新加坡,2023-08-09 14:40:25
Sea Aquarium,爱笑的佳人,4.0,习惯性默认好。怪自己没有注意到海洋馆是5点就关门，当我打算去的时候发现已经过了5点。。。565元打水漂了。。。不可改期，也不可退,新加坡,2023-08-09 12:17:26
Sea Aquarium,匿名用户,5.0,一般般吧~~,中国香港,2023-08-09 03:25:38
Sea Aquarium,300****172,5.0,很方便的软件，太方便了，省了带信用卡的麻烦，下次还是会选择携程。,福建,2023-08-08 09:05:34
Sea Aquarium,139****6841,5.0,非常小的海洋馆，感觉不如海昌好。,福建,2023-08-07 15:32:21
Sea Aquarium,匿名用户,4.0,总的来说内容较少，拍照也不太出片，小鱼很多，有个鲨鱼池，还有个巨大的鱼池还不错,四川,2023-08-07 08:20:47
Sea Aquarium,M48****7339,5.0,海洋馆很好玩。,浙江,2023-08-06 13:29:08
Sea Aquarium,BVTmeng,5.0,非常非常开心的三个半小时，可以去幕后工作区域看水母养殖，珊瑚培育，毒箭蛙养护（比展示多很多种哦），鬣蜥幕后，还有近距离抚摸海豚，海星，和去参观幕后给黑豚准备食物的厨房，开心又满足。水族馆也许不是呢么大，海豚也是亚洲的品种相对个头小些，但是沉浸在海洋神奇的世界里，听着专业的讲解。非常尽兴。整个导览丝滑,新加坡,2023-08-06 00:39:17
Sea Aquarium,dongliang898,5.0,还算不错，但是跟中国的比较也没有多少惊艳！,中国香港,2023-08-05 12:43:36
Sea Aquarium,SQD-blossom,5.0,不错，和孩子一起！,北京,2023-08-05 11:15:47
Sea Aquarium,SQD-blossom,5.0,不错，孩子喜欢。,北京,2023-08-05 11:14:10
Sea Aquarium,匿名用户,5.0,很不错的海洋馆，值得带孩子去看看,天津,2023-08-04 06:31:58
Sea Aquarium,luna****302,5.0,很小很精致，新加坡的景点都不大，但是维护的都很新，整体感受是非常舒服的,辽宁,2023-08-04 02:51:51
Sea Aquarium,ya****bs,4.0,喜欢各种鱼类和海洋生物的大小盆友们都值得去，海洋馆很大，水族生物种类也非常多样，不错的消暑地,重庆,2023-08-03 22:48:39
Sea Aquarium,树下的米,5.0,来新加坡一定要来海洋馆，基本上两个小时就能逛完，如果行程安排紧张可以先海洋馆，在环球安排一天也是可以的。海洋馆10:00开门，环球11:00。孩子非常喜欢这个海洋馆，如果时间可以我觉得我可以在里边呆上一天。就静静地坐在哪里看鱼儿游来游去。还会互动项目可以亲手摸摸海星。 有个压币机孩子自己压了几个纪念币。2新币一个。去世后可以准备点2元纸币。,北京,2023-08-02 14:58:54
Sea Aquarium,M27****534,3.0,大家还是要小心分辨携程的点评，这个海洋馆在携程被吹爆，全球前十应该不是因为规模和内容，可能更多基于这个海洋馆的理念，就规模大小和海洋生物种类来说着实和国内稍具规模的海洋馆是没法比的，当然了，来岛上休闲看看还是可以啦,北京,2023-08-02 10:00:32
Sea Aquarium,Stchxy,3.7,感觉一般吧,广东,2023-08-02 08:33:49
Sea Aquarium,_WeCh****823016,5.0,海洋馆很大，娃很喜欢。,江苏,2023-08-01 01:13:57
Sea Aquarium,_m13****8976,5.0,说实话，出去就感觉大中国的地大物博了，不过人家真是做的精致，小小的东西圈起来，做成文化，产业，让你不觉得反感，值得我们学习。,北京,2023-07-31 14:02:03
Sea Aquarium,M26****7501,2.0,没意思，完全可以不用去,云南,2023-07-31 12:45:03
Sea Aquarium,欧妈秋秋,5.0,新加坡的海洋馆感觉一般般，跟上海的东方明珠下的水族馆相比还差一点，去过上海的东方明珠水族馆就别去了！,上海,2023-07-31 01:54:13
Sea Aquarium,D16****547,5.0,如果入住名胜世界的酒店可以打折,北京,2023-07-31 01:26:50
Sea Aquarium,ligao617,5.0,比较不错的体验感，值得推荐,浙江,2023-07-29 04:37:42
Sea Aquarium,Liu Hong li,5.0,孩子的乐园,北京,2023-07-29 02:36:32
Sea Aquarium,_WeCh****67629,1.0,太差了 体验  园馆很小,新加坡,2023-07-28 07:12:18
Sea Aquarium,@方向标,5.0,新加坡海洋馆规模不小，我是第一次去海洋馆，当时是在携程网购的票，很是快捷方便。海洋馆里鱼类品种众多，36宽8米高的超大鱼缸十分漂亮同时也十分震憾！,江苏,2023-07-27 08:22:06
Sea Aquarium,茉茉无香,5.0,孩子喜欢，摸海星还挺有意思。展示的动物好看，只是场馆小了点。电子票方便，现买现用，二维码入园，倒是很方便。带7岁以下的小朋友还是可以去看看。,福建,2023-07-20 20:55:08
Sea Aquarium,sisulegend,3.3,主要是带孩子去看，比较普通，也不是很大，也看不出和上海的海洋水族馆有什么区别。唯一比较好的就是上午十点一开门就去人没有中国大陆那么多，那么摸海星之类的活动都能不排队就参加上。基本上一个多小时就逛完了，多看也没啥看头。,新加坡,2023-07-20 13:10:01
Sea Aquarium,M27****2227,5.0,适合带孩子游玩,河南,2023-07-20 08:04:37
Sea Aquarium,久违,4.0,还行吧，比三亚亚特兰蒂斯水族馆大一些，但感觉没有青岛海底世界大，反正比想象中差很多。,新加坡,2023-07-19 16:45:59
Sea Aquarium,Cathy_ looo,5.0,真的很棒！可以逛2-3小时吧，可以体验摸海星真的爱了！！！但是还是没有珠海的海洋馆大！！！不过我觉得还是有必要买票逛一下的,广东,2023-07-18 10:43:11
Sea Aquarium,M22****9868,5.0,挺好，小朋友和老人都挺开心,江苏,2023-07-17 12:37:51
Sea Aquarium,鱼的奇妙,5.0,不错挺好玩,新加坡,2023-07-15 13:04:29
Sea Aquarium,天涯19841120,5.0,海洋馆不错，里面有各种海洋生物，应该是亚洲比较大的海洋馆,江苏,2023-07-14 05:53:51
Sea Aquarium,zmlaser,4.0,夏日炎炎，馆内凉凉，避暑好去处。,湖北,2023-07-14 04:45:43
Sea Aquarium,伊方町惠子,5.0,好非常好 特别好,北京,2023-07-14 03:03:20
Sea Aquarium,m32****4014,2.7,很小的一个海洋馆，进去出来也就十几二十分钟的时间就逛完了，不值几百块的门票，没什么好看的，不建议来，如果是想进来躲太阳，凉快凉快的，可以呆到6点，他们就关门了。,广东,2023-07-13 15:51:13
Sea Aquarium,无与伦比,3.3,总体还行吧，冲着国际最大海洋馆而来，看完以后感觉这个排名不知道有没有更新过啦，比上海的海洋馆稍微大一些吧，好像跟海昌比不了耶，上海的人们可以不用去哈,新加坡,2023-07-12 12:07:15
Sea Aquarium,201****520,4.7,还是不错的去了第二次,北京,2023-07-12 10:18:11
Sea Aquarium,由我决定,5.0,非常适合小朋友的海洋馆，有机会还要去再好好玩一下,北京,2023-07-12 07:31:58
Sea Aquarium,ke****7ye,4.7,挺好的场馆，寓教于乐，服务也不错,新加坡,2023-07-12 01:03:07
Sea Aquarium,夜袭星黛露,2.7,没有预想的那么好,浙江,2023-07-11 12:44:58
Sea Aquarium,曼玲,5.0,放在以前来说这个海洋馆绝对是惊艳的，可国内这些的发展有目共睹啊，完全被珠海长隆超越了。,广西,2023-07-10 15:23:57
Sea Aquarium,M30****426,4.0,没有珠海长隆那么大，可玩性一般，但是整体干净精致，一贯的新加坡风格，来打卡还是可以的！,海南,2023-07-08 05:39:35
Sea Aquarium,e_w****ui,5.0,海洋馆内景色独特，犹如进入海底世界。,上海,2023-07-05 09:31:08
Sea Aquarium,jo****ll,5.0,挺适合孩子玩的，离住的酒店也不远。,上海,2023-07-01 17:07:24
Sea Aquarium,坏熊,5.0,装修不错，服务周到，市民休闲娱乐好去处。,上海,2023-07-01 03:34:59
Sea Aquarium,M22****7410,5.0,凭码入馆，挺方便。,湖南,2023-06-27 14:20:34
Sea Aquarium,M30****8143,4.3,很方便，现场直接扫码进，不用换票。价格也实惠，不过海洋馆趣味性一般。,江苏,2023-06-26 06:26:22
Sea Aquarium,木槿,2.7,无聊，去这个海洋馆真的无聊，很小，没什么看头，还不如去珠海的长隆，比这个强多了，那里有鲸鱼有表演有北极熊北极狼，这里啥都没有，无聊不建议去,马来西亚,2023-06-25 11:40:16
Sea Aquarium,M29****9249,5.0,海洋生物爱好者十分推荐来！！里面的海洋生物比你想象中的还要多，看攻略说浏览只需要1-2H，但我在里面呆了快4H🤣非常有意思非常非常非常值得玩 水母区真的太漂亮了 拍照也超级出片,广东,2023-06-25 05:37:01
Sea Aquarium,谁都没有我幸运,5.0,非常不错的地方啊，海洋生物非常丰富,上海,2023-06-25 00:10:58
Sea Aquarium,_WeCh****315737,5.0,海豚探索体验很值得游玩,上海,2023-06-24 14:37:59
Sea Aquarium,M93****70,3.0,这个真的挺一般的，上海的海昌海洋公园要比他丰富的多。,上海,2023-06-23 12:55:54
Sea Aquarium,M29****8551,5.0,海洋馆里有各式各样的海洋生物。,上海,2023-06-23 03:58:33
Sea Aquarium,M50****8834,5.0,比其他平台都便宜 携程好牛哇 扫码就能通过检票了 不需要换票,上海,2023-06-20 01:16:16
Sea Aquarium,新加坡旅行者,5.0,【景色】海洋馆动物种类丰富，尤其是海豚表演非常精彩，海洋动物布局合理，非常方便参观游览。 【趣味】非常值得游览观光。 【性价比】性价比超高。,北京,2023-06-19 13:39:00
Sea Aquarium,lili****2003,5.0,在圣淘沙岛上，可以说是亚洲最大的海洋馆了。,上海,2023-06-18 23:31:53
Sea Aquarium,186****1021,4.0,真的好小啊……如果不是在大浴缸前面坐着歇了好久……应该一个小时足够逛完了。连海豚表演都没有……也没有鲸鲨之类的大鱼……都是些魔鬼鱼……真的就一般。不过还好票价也不算贵。带孩子适合。屋里很凉快可以中午午后避暑用！,天津,2023-06-15 04:59:59
Sea Aquarium,清风圣明,5.0,很好的体验，适合亲子或者情侣出游，整体的感觉很好，很值得去游玩。,新加坡,2023-06-13 16:07:26
Sea Aquarium,uvcs2023,5.0,玩得很开心,江苏,2023-06-12 06:52:07
Sea Aquarium,ice830226,5.0,看起来还不错的一个景点可以去看看吧,安徽,2023-06-12 00:09:46
Sea Aquarium,qingxinxin,5.0,确实很飘亮的海洋馆呀，真的很漂亮,广东,2023-06-11 11:34:16
Sea Aquarium,希洪吉罗德,5.0,新加坡海洋馆，在著名的圣淘沙岛，好玩，鲨鱼很多。,天津,2023-06-10 07:14:03
Sea Aquarium,晃悠悠版,5.0,特别特别好看,新加坡,2023-06-05 10:39:01
Sea Aquarium,leeseabird,5.0,超级凉爽 超级好玩 还可以和海豚一起玩耍,江苏,2023-06-02 14:43:31
Sea Aquarium,M15****750,4.0,挺大的，人不少，环球旁边、可以一起游玩。,北京,2023-06-01 04:22:22
Sea Aquarium,云朵薄荷,5.0,在携程上买票后等一分钟二维码就发到邮箱，直接刷二维码就能进海洋馆，还是非常方便的。海洋馆不太大，但是很精致，印象最深刻的是各种各样的活珊瑚，真的很美,北京,2023-05-29 07:35:20
Sea Aquarium,M25****7196,5.0,哈哈哈临时找的代订，就是快进门临时买票，居然卖家都在线，很快就处理了~服务满分又便宜又方便,上海,2023-05-21 07:57:45
Sea Aquarium,Yanxuesong,5.0,大幅宽屏一样看各种鱼游来游去很棒，很静心,北京,2023-05-20 04:10:03
Sea Aquarium,津霸王,5.0,充满海洋梦幻气息的海洋馆，趣味无穷，是带娃学习海洋知识的好去处,江苏,2023-05-19 18:14:43
Sea Aquarium,周叉叉,3.0,并不是很大，一小时逛出来了,安徽,2023-05-18 15:42:23
Sea Aquarium,依米,3.0,没有想象中那么大，这次去有点失望,广西,2023-05-18 05:39:07
Sea Aquarium,138****5506,5.0,还不错噢，新加坡打卡点之一，轻松的亲子游！小朋友和老人玩的都很开心！,安徽,2023-05-17 13:19:40
Sea Aquarium,小舍儿,5.0,海洋馆，表演很精彩，定点参观不错。,山东,2023-05-16 03:51:25
Sea Aquarium,极光小鲸,5.0,去过三次新加坡，海洋馆的体验一次不如一次，感觉每次去浏览范围和路线都在缩小，疫情前去进馆就是整面鲨鱼墙，这次去鲨鱼墙在出馆的地方，还有围栏在改造，整体视觉冲击大不如前。不过相比国内的海洋馆，特别喜欢海洋生物或者亲子游还是推荐这个景点的。,上海,2023-05-15 06:01:51
Sea Aquarium,火水炎沝焱淼燚,3.3,sea不是很大的水族馆，内容还比较生动，但和国内的差别不大。建议2小时就能看完。可以和水上探险结合着一起，一天就可以看完。,上海,2023-05-14 09:19:01
Sea Aquarium,M52****2440,4.3,新加坡室外温度很热，但是海洋馆内冷气开的很足。当日观赏的人很多，有来自全世界各国的游客。馆内各地都含有中英文的解释，对中国游客可以说是非常友好了。,上海,2023-05-14 07:33:05
