username,rating,content,ip_address,time,Attraction
waterring,5.0,新加坡真是植物的天堂。滨海湾花园的云雾林和花穹遍布奇花异草，令人大开眼界。 云雾林目前的主题是“阿凡达世界：全新体验”，室内瀑布、螺旋走道、玻璃冷室与潘多拉星球的纳美人、会动会叫十分逼真的魅影飞龙以及其他动植物共同营造出一个奇幻空间。,马来西亚,27/04/2023,Garden by the bay
小花牛牛808,4.3,滨海湾花园有两个馆：Flower Dome和Cloud Forest，收费。此外还有两个免费花园，分别是Silvery Garden和Golden Garden，前者有俩塔，后者有仨。   附近还一个Supertree Clove，印象中收费，那天恰好赶上圣诞庆典，好不热闹😁,北京,21/03/2023,Garden by the bay
M33****937,4.3,晚上夜景很美，馆内很凉快，很不错，还有餐厅。昨天8点45看了灯光秀，打车有点贵,北京,13/10/2023,Garden by the bay
chainlau,5.0,阿凡达的还原度很高，场馆很大，种类繁多,江苏,08/10/2023,Garden by the bay
mb****797,5.0,夏天里面的清凉去处，花很漂亮，值得一玩,上海,04/08/2023,Garden by the bay
匿名用户,5.0,很不错的花园城市，瀑布阿凡达很值得看,北京,10/10/2023,Garden by the bay
匿名用户,5.0,很方便 价钱比在景点直接买划算 出票很快,北京,21/08/2023,Garden by the bay
Liu Hong li,5.0,晚上灯光秀不错，花园还得白天逛更好！,北京,29/07/2023,Garden by the bay
匿名用户,4.3,现场买票当下直接刷票能进，很方便！,新加坡,28/08/2023,Garden by the bay
匿名用户,4.3,现场买票马上刷票直接进去！很方便！,新加坡,28/08/2023,Garden by the bay
M25****2331,5.0,值得去的地方 新加坡花园城市名副其实,泰国,16/08/2023,Garden by the bay
Khalifa-Jellyfish,5.0,下单价格比walk in优惠、很好,英国,05/10/2023,Garden by the bay
M25****790,4.0,非常适合带娃去玩，干净，非常出片,新加坡,25/08/2023,Garden by the bay
匿名用户,4.0,性价比不太高 景色是不错 门票太贵了,新加坡,23/08/2023,Garden by the bay
mb****797,5.0,值得一去，就是很多花不知道是啥花,上海,04/08/2023,Garden by the bay
匿名用户,5.0,多种气候区的花草树木，很有意思！,浙江,02/08/2023,Garden by the bay
只是缘缘,5.0,很美尤其是阿凡达馆小朋友非常喜欢,上海,23/07/2023,Garden by the bay
M10****485,5.0,花园很美，凉快，又有阿凡达很好,山东,27/08/2023,Garden by the bay
d****ye,4.7,很漂亮，阿凡达这个真的很逼真,中国香港,04/10/2023,Garden by the bay
201****827,5.0,里面非常大～阿凡达的非常震撼,上海,25/08/2023,Garden by the bay
M35****1366,5.0,还不错吧，晚上的灯光秀蛮好的,上海,13/08/2023,Garden by the bay
320****823,5.0,非常惊艳，景色很特别 ，推荐,山东,18/09/2023,Garden by the bay
118****906,5.0,两个温室，园区很大，非常好,北京,10/09/2023,Garden by the bay
M30****0817,5.0,环境很不错，热岛里的森林,广东,07/10/2023,Garden by the bay
匿名用户,5.0,花园真的很美🥰🥰🥰,浙江,23/08/2023,Garden by the bay
匿名用户,5.0,花园真的很美😍😍😍,浙江,23/08/2023,Garden by the bay
M59****41,5.0,特别不错哦，值得大家来看,马尔代夫,08/08/2023,Garden by the bay
匿名用户,4.7,值得去体验，感觉很好！,江苏,20/10/2023,Garden by the bay
悠莜琦琦,5.0,风景很不错，扫码入园,浙江,12/10/2023,Garden by the bay
M30****0817,5.0,性价比很高，值得一看,广东,07/10/2023,Garden by the bay
JIYACHUN,5.0,美轮美奂，值得一看。,江苏,17/08/2023,Garden by the bay
M32****503,5.0,订购  入住都非常方便。,江苏,04/08/2023,Garden by the bay
M30****0817,5.0,好玩好看，购票方便,广东,07/10/2023,Garden by the bay
230****868,5.0,滨海湾花园的主要景点和标志是云雾森林，花卉穹顶温室和由18棵擎天大树组成的小树林，每棵擎天大树都是一个垂直小公园。景色让人舒心悦目，推荐。,广东,21/07/2023,Garden by the bay
勇者无敌66666,5.0,好贵啊啊啊啊啊啊,四川,04/10/2023,Garden by the bay
Abby畅畅,5.0,非常美就是有点冷,新加坡,01/10/2023,Garden by the bay
FeiG,5.0,还不错，值得一看,重庆,01/10/2023,Garden by the bay
閔行羅志祥,5.0,總體還不錯的體驗,四川,09/09/2023,Garden by the bay
e25****80,4.3,新加坡真的没意思,上海,19/08/2023,Garden by the bay
匿名用户,5.0,挺震撼，值得去看,新加坡,09/08/2023,Garden by the bay
E15****00,5.0,园林设计很漂亮！,上海,29/07/2023,Garden by the bay
匿名用户,5.0,哈哈哈哈哈哈h,新加坡,11/10/2023,Garden by the bay
M29****799,5.0,好玩，强烈推荐,新加坡,25/09/2023,Garden by the bay
_WeCh****25688,5.0,阿凡达很震撼！,中国香港,23/09/2023,Garden by the bay
fancyflora,5.0,傍晚散步还不错,上海,20/09/2023,Garden by the bay
_WeCh****975956,5.0,很震撼的云雾林,新加坡,15/09/2023,Garden by the bay
匿名用户,5.0,花园真的很美！,浙江,23/08/2023,Garden by the bay
匿名用户,5.0,值得来的植物园,北京,16/08/2023,Garden by the bay
E21****40,5.0,纳凉避暑好去处,浙江,15/08/2023,Garden by the bay
300****620,5.0,非常漂亮，好看,新加坡,11/08/2023,Garden by the bay
陈盖比,5.0,馬上買，馬上用,上海,06/08/2023,Garden by the bay
匿名用户,3.0,不想说……为什么新加坡的景点过了十年还是毫无改变……,广东,25/10/2023,Garden by the bay
_WeCh****753555,5.0,非常好非常好,辽宁,29/09/2023,Garden by the bay
杜尔多夫斯基,5.0,不错不错不错,四川,24/09/2023,Garden by the bay
woxiangma10,5.0,花园非常漂亮,上海,23/09/2023,Garden by the bay
136****1336,5.0,非常好值得去,上海,28/08/2023,Garden by the bay
136****1336,5.0,很好玩很有趣,上海,19/08/2023,Garden by the bay
M56****5850,5.0,非常合适走走,新加坡,11/08/2023,Garden by the bay
_m15****7768,5.0,灯光不错 很美,浙江,28/07/2023,Garden by the bay
Alexdong588,5.0,不错的景点,山东,19/10/2023,Garden by the bay
匿名用户,5.0,很好很方便,上海,09/10/2023,Garden by the bay
图利亚拉春申君,5.0,小朋友喜欢,湖南,07/10/2023,Garden by the bay
图利亚拉春申君,5.0,一切都ok,湖南,07/10/2023,Garden by the bay
M27****2938,5.0,非常方便！,上海,02/10/2023,Garden by the bay
woxiangma10,5.0,花园很漂亮,上海,23/09/2023,Garden by the bay
_JHTE****97668,5.0,还是不错的,四川,20/09/2023,Garden by the bay
M16****148,5.0,不错 很好.,浙江,21/08/2023,Garden by the bay
M16****148,5.0,不错 挺好的,浙江,21/08/2023,Garden by the bay
匿名用户,5.0,总体上不错,广东,20/08/2023,Garden by the bay
匿名用户,5.0,好好非常好,浙江,14/08/2023,Garden by the bay
Rachel小宝贝,5.0,花穹和云雾林都挺好看的，云雾林更适合小朋友去。各种奇花异草，里面冷气很足，一股清香。到地铁站稍微有点距离，中午太阳下走路太热了，也可以花3新币让shuttle bus接送。,新加坡,14/07/2023,Garden by the bay
M52****7812,5.0,非常棒的地方，值得推荐，这里需要一整天的时间慢慢玩，花穹还是早点去，晚上光线不好，还是会影响观感，灯光秀是值得看几次的，每次音乐不同，效果不同。携程的价格比现场便宜不少。,四川,09/05/2023,Garden by the bay
esther豆豆,4.0,价格和其他平台相比没有特别优惠，但就是几分钟就出票，凭二维码就可以验票，算方便。,新加坡,12/08/2023,Garden by the bay
Fanzhanghan,5.0,非常值得带着孩子游玩的景点。硕大的穹顶下的空中花园内凉爽宜人，在新加坡夏季灼热的阳光下游玩体验感非常良好。来自全世界各地的奇珍异草，加上专业讲解和文字介绍让孩子获益匪浅。值得一体的是Cloud Forest景区结合电影《阿凡达》元素，逼真的还原了影片中潘多拉星球的原始雨林风貌，几项游乐互动游戏项目也非常有趣。,北京,21/07/2023,Garden by the bay
馋嘴贪玩接受批评,4.0,这个花园是一处占地 101 公顷(约一万平方米)的超大园艺的展示中心，新加坡的逻辑就是——说咱没有大树是吧，那就凭技术、环境管理和想象力来造一片！🎫滨海湾花园部分呢，比如Kingfisher Wetlands(翠鸟湿地)、Sun Pavilion(仙人掌的世界)是免费的，不过如果要体验室内的花穹 Flower Dome 呐云雾林 Cloud Forest (阿凡达体验)呐奇幻花园呐之类的需要另行购票😊，带孩子去还是很可乐儿的～,马来西亚,17/02/2023,Garden by the bay
平安1314999,4.0,漂亮的很，确实挺震撼的。值得去打个卡,新加坡,10/08/2023,Garden by the bay
芒果和皮皮,4.0,好美好好看，尤其是阿凡达主题的云顶花房，太美了。里面呆着很舒服，湿度温度都刚刚好，进去就不想出来了哈哈。对了里面是一条路走到头不能走回头路，要注意哦,北京,04/04/2023,Garden by the bay
M52****6948,5.0,新加坡滨海湾花园景色很优美，很值得一观，站在空中花园可以看到新加坡整个城市景观，特别是到了晚上这里灯火通明，偶尔还会水上节目还有烟火表演很漂亮…,新加坡,04/07/2023,Garden by the bay
M24****3871,5.0,新加坡最好玩的地方，没有之一，太美了，远超预期，推荐了朋友一起来玩。阿凡达特别有意思，各种阿凡达模型场景，如同声临其境一样。,广东,28/05/2023,Garden by the bay
悠莜琦琦,4.0,扫码很方便，入口一扫就能入园。出口盖章可以再次入园。环境还不错,浙江,18/10/2023,Garden by the bay
Amir wang,5.0,滨海花园很大很美，感谢在携程先买票，到了门口看到买票队伍很长。而我只要拿着携程给的二维码进去就可以。非常非常不错，全世界买票就找携程。,江苏,09/05/2023,Garden by the bay
_SEM2****83220,5.0,第一次在携程购买景点门票，便宜又快捷。原本担心和验票员语言沟通有障碍，结果检票的时候只需一扫手机即可，退休老阿姨表示十分满意哈哈😃,马来西亚,27/05/2023,Garden by the bay
🐉 LenaK,5.0,云雾林超级超级美绝对不要错过，花穹因为照顾花的温度会比较冷要注意添衣保暖。skytree要晚上看灯光秀会特别美,新加坡,27/03/2023,Garden by the bay
138****5506,5.0,不错，真的很美，不管是滨海湾的花穹还是云雾林还是晚上灯光秀都很震撼，值得一去，小朋友都快成拍照达人了！小朋友和老人玩的不亦乐乎！,安徽,17/05/2023,Garden by the bay
uh****c,5.0,值得推荐，特别是阿凡达馆场景布置得有声有色，还结合声、光、电、VR…等最新技术实现与人互动，增加不少参与感，让成年人也觉得很好玩,四川,27/01/2023,Garden by the bay
匿名用户,4.3,为携程的服务点赞，速度快性价比高，不用排队买票,贵州,13/08/2023,Garden by the bay
M28****9157,5.0,来了好几次了，每次来都有新感觉，这次的阿凡达主题朋友很喜欢，票价很值得，里面空气也很清新，真的很不错啊啊啊啊啊啊啊啊啊啊啊,新加坡,21/05/2023,Garden by the bay
m24****6505,3.0,多肉植物展 建议别去 我泱泱大国 啥植物没有啊,天津,03/10/2023,Garden by the bay
匿名用户,4.0,带孩子去的，晚上灯光秀免费,四川,21/08/2023,Garden by the bay
juliazhushiyan,3.3,不错，值得一去,浙江,02/10/2023,Garden by the bay
_M15****9600,3.3,性价比还可以,云南,05/10/2023,Garden by the bay
jasonhuilee,5.0,很大的一个开放公园当地人会在里面骑车。云雾森林和花穹其实就是两个室内植物园。相比之下云雾森林互动性更强因为有阿凡达IP加持，瀑布也很漂亮。花穹中规中矩类似上海的辰山植物园,上海,07/04/2023,Garden by the bay
匿名用户,2.0,完全不值得去，春节期间人巨多，但景不美，就是人造植物园，票价还贵，完全不值这个价，我们走了一小圈就离开了，唯一好处就是晚上有点灯,北京,13/02/2024,Garden by the bay
joannatang2008,5.0,很有视觉享受，第2次参观，仍然觉得很有观赏意义。不能带任何饮料食品进入。美中不足的是，如果能清晰告知在哪里兑换冰淇淋就更好了。,上海,14/05/2023,Garden by the bay
马拉唧唧🐔,5.0,今天团的这个东西非常的美味可口，造型也非常好看，香味也非常的独特，是我吃到的非常优秀的食物，我以后还会再来这个地方团购的。这家餐厅环境很好，非常干净整洁，食物不仅外形美观，重要的是味道非常棒，色味俱佳。做法保留了食材原有的味道，清新爽口,福建,14/04/2023,Garden by the bay
雨铃,3.0,一般般吧，人工景观，适合年龄比较小的小朋友亲子游玩，我们娃大了去了觉得很一般,福建,07/10/2023,Garden by the bay
匿名用户,3.0,下着小雨的傍晚，不是很好的体验，照片也别要了，p的，可能还没你自己p的好,新加坡,05/08/2023,Garden by the bay
匿名用户,3.0,就体验一下环顾新加坡的感觉，我们当天下着小雨，连唯一的拍照体验也不是很好,新加坡,05/08/2023,Garden by the bay
205****192,5.0,出票快，花园非常美，太喜欢了，小朋友在阿凡达世界里玩的不亦乐乎,上海,24/04/2023,Garden by the bay
he95743,3.7,有点难找到，但是挺美,新加坡,11/08/2023,Garden by the bay
草莓殿下,2.0,没啥可玩的，和上海植物园差不多，都是人造景色，票价不值。,上海,25/08/2023,Garden by the bay
waterring,5.0,花穹会根据时令举办花展，适逢4.21-5.21梦幻郁金香展。绚丽多彩、种类繁多的郁金香辅以土耳其风格的置景，让人啧啧赞叹，迷醉在花香中。,马来西亚,27/04/2023,Garden by the bay
zha****979,5.0,花穹一般般，更喜欢云雾林，再搭配阿凡达主题，太棒啦！,马来西亚,29/04/2023,Garden by the bay
Peiling,5.0,云雾的阿凡达主题馆体验超级赞 有被震撼到！ 花穹就比较一般 就是个普通的室内花园，里面超级冷 一定要穿外套。 晚上的擎天大树灯光秀超级梦幻。,马来西亚,18/07/2023,Garden by the bay
酷酷的小毛毛儿,5.0,阿凡达体验馆比较有意思，其他可以看看很多热带植物,新加坡,25/02/2023,Garden by the bay
sisulegend,5.0,阿凡达主题的云雾森林非常棒，有很多阿凡达相关的布景，再加上瀑布什么的，有点梦幻的感觉，值得一看。花穹就很一般了，顺带随便看一下。总的来说一个多小时两小时也就看完了。,新加坡,21/07/2023,Garden by the bay
蚂蚁啃骨头,5.0,刚好赶上新年，人挺多的，新加坡必到打卡地。,四川,02/05/2023,Garden by the bay
Sonny427,2.3,携程购票体验丝滑，买了直接就出二维码直接使用。相当于买了阿凡达门票，赠了一个flower dome。 但是景点有点糟糕，花穹里面的植被感觉还不如北京花卉市场品种齐全，一个玫瑰花也能覆盖一片区域，真的没啥可看的。 至于那个阿凡达，就是哄小孩子的，里面都是人造景观，有点无聊 灯光秀一般般。,北京,25/06/2023,Garden by the bay
01****936,5.0,非常棒的体验！请见图,广东,13/03/2023,Garden by the bay
181****9117,3.0,很小的馆。除了装饰了些花，也没什么了。,上海,20/08/2023,Garden by the bay
KC🇲🇾,5.0,新加坡滨海湾花园必去的景点！门票在携程上买方便又便宜快捷！！！可以推荐给朋友！,上海,14/02/2023,Garden by the bay
TotoroQ,5.0,很不错，很方便，景点很漂亮值得一去,广西,22/06/2023,Garden by the bay
205****192,5.0,出票快，花园里的花太美了，非常棒,上海,24/04/2023,Garden by the bay
M67****65,4.0,正好遇上樱花节，于是就去了，整个园子里樱花确实不多，所以没什么气氛，其它各种小花倒是不少。整体空调开的比较强劲。,新加坡,07/04/2023,Garden by the bay
138****2540,4.3,很美的地方，是放松心情的好去处,新加坡,11/04/2023,Garden by the bay
M26****7501,3.0,全是一些人造景观，没意思,云南,31/07/2023,Garden by the bay
_WeCh****81654,5.0,花园一般。阿凡达可以,中国台湾,18/06/2023,Garden by the bay
_M13****4506,5.0,很喜欢，也很好看!,湖南,11/07/2023,Garden by the bay
曼玲,5.0,最早想去新加坡的原因就是被这个滨海湾花园深深吸引，太值得了,广西,10/07/2023,Garden by the bay
新加坡旅行者,5.0,【景色】新加坡滨河花园景色秀丽，是到新加坡旅游的时候打卡胜地。滨河花园里面植物种类繁多。 【趣味】非常值得游览观光。 【性价比】性价比超高。,北京,26/01/2023,Garden by the bay
无与伦比,4.3,可以去逛一逛，毕竟是标志性景点嘛，花花草草很多，我们进了两个场馆，都各有特色，新加坡真的很保护环境和植物，这是国人缺失的，向他们学习,新加坡,12/07/2023,Garden by the bay
150****5611,5.0,震撼的美景！,上海,05/07/2023,Garden by the bay
M27****1116,5.0,买票后直接扫码进，无需换票，滨海湾花园真的很惊艳，尤其是cloud forest，强烈推荐,上海,08/05/2023,Garden by the bay
曼玲,5.0,一个滨海湾花园就能把新加坡的经济展现的淋漓尽致,广西,10/07/2023,Garden by the bay
新加坡旅行者,5.0,【景色】新加坡滨海花园景色秀丽，滨海花园植被覆盖率达百分之九十，植物种类丰富。 【趣味】非常值得游览观光。 【性价比】性价比超高。,北京,26/04/2023,Garden by the bay
M25****3269,5.0,携程探店失败，这么差的酒店卖2千以上一晚，为了赚佣金太没人性，这两天携程工作人员在帮沟通酒店退款的事情，但是酒店还是不愿意退，雅诗阁酒店想在携程骗更多消费者！大家不要再订雅诗阁酒店，,新加坡,03/07/2023,Garden by the bay
匿名用户,5.0,门票只能进入观景台和花穹，空中走廊进不去,中国香港,03/07/2023,Garden by the bay
SISISIY,5.0,总共101公顷的填海造陆的土地上种满了热带植物，还有2个冷气的高冷植物园，园内设有美食餐厅🍴，让人休闲又舒服地慢慢玩,新加坡,17/02/2023,Garden by the bay
郁郁鱼,4.7,花穹确实是花的世界，今天一天的拍照数可能能顶的上过去一年的，迷雾森林绝对值得去逛，效果和布景绝了，适合带娃或拍照打卡，不过要注意迷雾的时间哦，还有每一层只能下不能再回头上了，要注意别留遗憾哈！,新加坡,13/06/2023,Garden by the bay
Maggie clew,5.0,云雾森林真的太震撼了，里面的植物花朵真的很美，阿凡达太精彩了，超级赞,江苏,06/07/2023,Garden by the bay
M22****7410,5.0,不需要预约，凭码入园，很方便,湖南,27/06/2023,Garden by the bay
゛无名小姐💙,5.0,see you again～I will be back！被新加坡吸引了,中国澳门,22/06/2023,Garden by the bay
匿名用户,1.0,千万别买这个套餐，老实说，花穹和云雾林不错，但是这个套餐太坑了，“阿凡达体验”是相当于花穹的一个主题，进去后整个场馆就是阿凡达主题，并不单独收费，但是这个商家不含阿凡达体验的钱和这个套餐有区别，完全是商家的套路。其次！！！重点！圣诞仙境是不需要门票的！不需要门票！啊需要门票！重要的事情说三遍！最后携程给的方案是退100块，但是这并不能成为欺骗顾客的理由！千万别买这个！！！,河北,21/01/2024,Garden by the bay
ya****bs,5.0,坡国人工打造的室内花园，空间设计感十分精巧，热带的绿植多样，场景布局也很有特色，打卡拍照非常不错,重庆,20/07/2023,Garden by the bay
NanJDMM,5.0,奇幻花园站滨海湾花园售票处旁边，也是室内的，地方不算大，但确实很漂亮，全是五颜六色的鲜花装饰，还看到有人在里面拍婚纱照。门票会通过邮件发过来，保存图片直接扫码就能进去了，很方便,新加坡,02/07/2023,Garden by the bay
E16****314,5.0,花穹很美，云雾森林很震撼，值得一去，里面很凉快适合玩耍,江苏,18/07/2023,Garden by the bay
天涯19841120,5.0,很好玩，门票比国内有点贵，总体来说很不错，适合亲子出游,江苏,14/07/2023,Garden by the bay
M30****426,5.0,两个场馆挨在一起，全程2小时左右游玩。场馆很有设计感，拍照也漂亮，植物摆放也很讲究挺精致的。建议下午去，游玩结束后，晚上正好看擎天树灯光秀。推荐去，尤其带娃可以去！,海南,08/07/2023,Garden by the bay
M32****163,1.3,低分是给携程票务服务的，奉劝大家，千万别在携程上购票，都是不能退订。前一晚十一点误买儿童票，第二天一早发现了马上致电，希望可以重新购买成人票，就是不给退，也不给补差价到成人票，亏我新加坡自由行所有机票酒店门票都是你们携程。就这服务，根本不在意老客户是吧。,广东,04/02/2024,Garden by the bay
茉茉无香,5.0,很棒的花园，免费进入，可以傍晚过去散散步。推荐下午三点以后入院园，拍拍照片。收费的馆选择性看看，然后傍晚的景色非常漂亮。,福建,20/07/2023,Garden by the bay
118****719,5.0,环境优美，就新加坡炎热的天气，再里面游览特别舒服凉爽。不过很小，逛一会就结束了。,北京,25/06/2023,Garden by the bay
希洪吉罗德,5.0,Mariabay，漂亮的地方漂亮的名字，值得在晚餐后去看一看，逛一逛，心旷神怡。,天津,08/06/2023,Garden by the bay
栗子,5.0,最近有樱花季的展览 感觉非常可爱和有趣。云雾林还是一如既往的好玩，像置身热带雨林。,浙江,06/04/2023,Garden by the bay
匿名用户,2.3,强烈建议不要在携程买景点门票。 现场或者景点APP都能购买。价格没有区别。 携程显示不是当日的票但是在景点门票置顶。 误买非当天门票，几秒后就发现不是当日票，但订单已确认。立即沟通但不予处理，非常不友好…,马来西亚,04/01/2024,Garden by the bay
罗兰加洛斯特,5.0,本打算现场买票的，结果排队的人超多，就立刻安排在这里买了，出票超快，服务给力！,北京,25/06/2023,Garden by the bay
ya****bs,5.0,坡国的滨海湾花园设计很有特色，里面各种各样的热带植物品种，造型独特，很适合打卡,重庆,19/04/2023,Garden by the bay
E20****99,5.0,超级棒，而且很凉快！植物很漂亮😀～,浙江,14/07/2023,Garden by the bay
苏灏Suhao,5.0,比景点直接购买便宜很多，非常划算，直接省了不少钱，景区也非常美丽，值得一看,中国香港,03/05/2023,Garden by the bay
乐乐96,5.0,新加坡滨海湾花园（Gardens by the Bay）由滨海南花园、滨海东花园和滨海中花园三个风格各异的水岸花园连接而成。该花园占地101公顷，位于滨海湾亲水黄金位置，是整个滨海湾项目的组成部分之一,,10/06/2022,Garden by the bay
138****3749,5.0,非常好，值得一去！很推荐！新加坡真的很细腻，公园每次去都有新内容，当然热带雨林很花草是必不可少的主题，还是很震撼的整体制作和设计，近期是阿凡达！,云南,11/06/2023,Garden by the bay
希洪吉罗德,5.0,著名的Maria bay，游人如织，干净到令人发指，不错的地方,天津,02/03/2023,Garden by the bay
丹妮o,5.0,玩的很开心 很好看。,新加坡,20/03/2023,Garden by the bay
conn****128,5.0,每次来新加坡都要来打卡的 gardens by the bay 最近有avatar和rose的展 还是满值得打卡的 就是里面的空调实在是太冷太累冷,中国台湾,19/07/2023,Garden by the bay
M28****9157,5.0,每次去都很震撼！去了好几次了，会根据不同的时候有不同的主题，这次的是阿凡达的主题，里面的雕塑和装饰都换成阿凡达的了，爸爸妈妈很喜欢,印度尼西亚,08/06/2023,Garden by the bay
一枚酷酷的小迷弟吖,5.0,【景色】世界一流 【趣味】世界一流 【性价比】世界一流,广西,28/05/2023,Garden by the bay
由我决定,5.0,很不错的地方，适合带孩子老人一家人一起去游玩的地方,北京,04/02/2023,Garden by the bay
剩贤,5.0,非常漂亮的热带美景花园，记得一定带上心爱的人哦。,上海,04/02/2023,Garden by the bay
杜一峰,5.0,非常漂亮的地方，去新加坡必打卡的地方，太漂亮了,上海,09/06/2023,Garden by the bay
334小小马妈妈,5.0,各种兰花都有，难得一见的品种都见到了，不虚此行,辽宁,21/04/2023,Garden by the bay
Michaelhe,5.0,很多的绿色植物，还有个人造的瀑布，很舒服的环境,安徽,06/04/2023,Garden by the bay
M30****7100,5.0,云雾林的布景和阿凡达很像，真的很漂亮，很有特色，也很凉快，空中走廊也挺惊险。花穹也还行，花很多很漂亮但感觉更适合女孩子拍照。,泰国,30/06/2023,Garden by the bay
小猪天上飞啦,5.0,世界上最美的花园，种类特别多，里面还有瀑布。,新加坡,10/03/2023,Garden by the bay
新加坡旅行者,5.0,【景色】新加坡滨海花园是一个非常值得去的游览胜地，滨海花园里的植物种类繁多，尤其是温室大棚里寒带植物，好多都是初次见过。 【趣味】非常值得游览。 【性价比】性价比超高。,,22/04/2022,Garden by the bay
M29****8551,5.0,新加坡海滨湾花园是新加坡旅游的必去景点之一,上海,15/06/2023,Garden by the bay
M22****5841,5.0,非常推荐，主题性很强，一眼看过去真的很震撼，尤其入口处的大瀑布，里面还有很多互动，感兴趣的可以多尝试，推荐的新加坡景点之一,江苏,11/05/2023,Garden by the bay
由我决定,5.0,很漂亮的地方，非常喜欢新加坡这个美丽的国家,北京,07/05/2023,Garden by the bay
6号庄主,4.3,很棒的植物园，营造一个给植物自然生长的环境，不需要人工雕琢，有别于日本人工照料的庭院。植物只需要充足的阳光，合适的温度湿度,新加坡,27/01/2023,Garden by the bay
167****254,5.0,花穹一般吧，云雾森林非常好。可以下午去，晚上还有灯光秀👍携程购票直接扫码进入。,新加坡,10/07/2023,Garden by the bay
tw猫鱼,4.0,新加坡有名的网红景点滨海湾花园，作为新加坡地标之一，云集世界各地稀有植物。到晚上还可以看灯光秀，很出片。就是里面超级冷 。,上海,05/07/2023,Garden by the bay
lili****2003,5.0,不要门票，就在金沙酒店的背后。值得一去。,上海,30/06/2023,Garden by the bay
e_w****ui,5.0,新加坡滨海湾花园是去新加坡旅游的必去景点,上海,09/06/2023,Garden by the bay
坏熊,5.0,风景不错，空气清新，市民休闲娱乐好去处。,上海,13/02/2023,Garden by the bay
谁都没有我幸运,5.0,非常多的热带植物，很喜欢这个地方超级爽,上海,21/06/2023,Garden by the bay
_yt1****044,4.7,晚上去很凉快舒适，顺便远观帆船酒店。,山西,13/07/2023,Garden by the bay
lili****2003,5.0,人为景观的代表作。可以爬到树上去看。,上海,29/03/2023,Garden by the bay
卡尔皮诺鱼俱罗,5.0,携程定很方便 滨海湾花园不用预约马上能出票而且电子二维码很好用不用打印也可以的 好 还一起定了环球影城和票也一样方便！！,广东,02/06/2023,Garden by the bay
ice830226,5.0,看起来还不错的一个景点可以去看看吧,安徽,04/05/2023,Garden by the bay
Michaelhe,5.0,不错的样子呢，很像阿凡达里的场景,安徽,26/03/2023,Garden by the bay
M46****4589,1.0,非常无聊，就是一个简单的灯光秀＋人造泡泡雪，不值得一看，完全是浪费时间,新加坡,29/12/2023,Garden by the bay
夜猫子野上海,4.0,为了避雨进去逛了一圈，一般般。就在鱼尾狮的边上，每一个馆都要单独收费。,江西,22/04/2023,Garden by the bay
y****1a,5.0,风景不错，空气清新，值得推荐。,北京,06/04/2023,Garden by the bay
SISISIY,5.0,由3个填海造地组成的3个公园占地约101公顷，公园内到处都是秀丽的美景，除了热带植物之外还有2个冷气房的高冷地带的植物，全部是稀有品种，让人眼前一亮,,25/04/2022,Garden by the bay
ya****bs,5.0,坡国的滨海湾花园虽说是人造景观，但不得不说确实设计的很精巧别致，处处皆景，花卉植物品种非常多样，立体空间的设计也很巧妙，观感挺不错的，推荐打卡拍照,,16/07/2022,Garden by the bay
MARK1972,2.0,人太多了，千万别过节来这种地方，人挤人，啥风景都大打折扣,新加坡,11/02/2024,Garden by the bay
Hello Kitty,5.0,设计独特，比较震撼，适合大人来打卡拍照，小朋友感兴趣不多,新加坡,01/07/2023,Garden by the bay
新加坡旅行者,5.0,【景色】新加坡滨河花园景色宜人，各种热带植物生长茂盛，滨河花园面积非常大，景色非常好看。 【趣味】非常值得游览观光。 【性价比】性价比超高。,河南,24/10/2022,Garden by the bay
新加坡旅行者,5.0,【景色】新加坡滨河花园景色优美，是到新加坡旅游胜地。滨河花园设计风格独特，景色独一无二。 【趣味】非常值得游览观光。 【性价比】性价比超高。,北京,24/07/2022,Garden by the bay
清风圣明,5.0,新加坡的地标性建筑，非常值得去的景点 中国是不到长城非好汉，新加坡是不到滨海湾花园白来了新加坡,新加坡,13/06/2023,Garden by the bay
M22****8967,2.7,滨海湾花园值得游玩，2个馆，花穹和云雾林，云雾林馆，像极阿凡达体验馆。最精彩的是超级树灯光秀，灯光和音乐配合无间，现场感觉挺震撼的。,广东,03/03/2023,Garden by the bay
SISISIY,5.0,由填海造地所成的3个公园所组成，除了热带的植物之外还有2个冷气房的高冷珍贵植物，还能坐电梯上到人工的擎天大树上远眺南部海景和城市景观,,07/05/2022,Garden by the bay
美美的蔓,5.0,很干净的花园城市漂亮漂亮！！玩的很开心！下次继续来,海南,22/06/2023,Garden by the bay
匿名用户,1.7,同样的门票同样的服务，完全一样的商品，287的价格在大众点评135！购买且不让退订，这是什么离谱服务？提醒大家下单前要货比三家,新加坡,27/12/2023,Garden by the bay
300****271,4.0,花穹的体验还是非常震撼的，实际是大型的室内花园，因为花草的陪伴，又仿佛置身室外，非常好的观感。 云雾林，个人觉得一般，除了一进去看到的瀑布，感觉主要靠背景音乐烘托气氛。,江苏,22/07/2023,Garden by the bay
M28****9897,5.0,很漂亮，新加坡其实挺无聊，这里算比较值得去的地方了。在携程上订很快，省去了排队的时间,广东,09/06/2023,Garden by the bay
