username,rating,content,time,image,UserURL,Attraction
magichh,5.0,非常好的园林，很值得一去！1.门票免费，无论对居民还是歪果仁，不像有些地方要区分居民和歪果仁之类的，这个必须先说但里面的胡姬花园要收费，不贵，好像是歪果仁几块钱，这可以理解，毕竟胡姬花的养护不容易。2.不偏远，交通方便，地铁公车都可到达。离乌节路也不远，公车几站，就突然从世外桃源到购物天堂3.城市中一大片静谧之处，人少，绿树成荫，悠悠草坪。时不时鸟儿飞过，小动物(好像是小鳄鱼哈哈)湖中游走...并非平铺直叙，有些小错落，小回转，但不难走。4.还有露天草地音乐舞台，有特色的餐厅，免费的植物园小博物馆，讲解人员很热心。5.胡姬花园内很美，各种各样品种和颜色的国花，眼花缭乱，几块的门票也值得。,19/05/2019,9,https://sg.trip.com/review/singapore-botanic-gardens-76133-158878143?locale=en-SG,Botanic Garden
MD NAIMUL ISLAM,5.0,wow so beautiful place,30/08/2023,0,https://sg.trip.com/review/singapore-botanic-gardens-76133-178727941?locale=en-SG,Botanic Garden
Morokod Seng,5.0,very good atmosphere!,19/08/2023,0,https://sg.trip.com/review/singapore-botanic-gardens-76133-178485547?locale=en-SG,Botanic Garden
Robert17,5.0,A glorious Botanic Garden! Our favourite being the rain forest that once covered Singapore.&nbsp;,26/05/2023,2,https://sg.trip.com/review/singapore-botanic-gardens-76133-175955779?locale=en-SG,Botanic Garden
Chelsea Mae Artiaga,4.0,perfect for nature walks and runs. saw some animals that popped up out of nowhere like the mo itor lizerd and squirrels.,30/03/2023,3,https://sg.trip.com/review/singapore-botanic-gardens-76133-175348199?locale=en-SG,Botanic Garden
JAAA,4.0,ภายในสวนมีสถานที่ต่างๆ ทึ่น่าสนใจ ทั้งพืชพรรณไม้นานาชนิด และสถานที่ต่างๆ ที่น่าสนใจ,15/02/2023,4,https://sg.trip.com/review/singapore-botanic-gardens-76133-174916355?locale=en-SG,Botanic Garden
Syahir Bin Shawall,5.0,"A great place to have a picnic with your partner. And when it&rsquo;s late, it gets even more romantic.",25/01/2023,2,https://sg.trip.com/review/singapore-botanic-gardens-76133-174699692?locale=en-SG,Botanic Garden
_TX***dk,5.0,good for morning walk,19/10/2023,0,https://sg.trip.com/review/singapore-botanic-gardens-76133-179445138?locale=en-SG,Botanic Garden
Anonymous User,5.0,Took the chance and visit flower dome during Chinese New year for its themed floral display -Dahlia Dreams. No regrets as the decorations were really pretty especially the huge dragon centerpiece! Great place to spend time with family !,16/02/2024,4,https://sg.trip.com/review/gardens-by-the-bay-94795-180753475?locale=en-SG,Garden by the bay
北京右下角,5.0,非常漂亮的地方，里面两个收费花园很有特色，白天和晚上是不同的风景，票价不贵，外边环境优雅，免费大花园也很有意境 都是打卡点。,15/02/2024,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180745943?locale=en-SG,Garden by the bay
Anonymous User,5.0,Absolutely love it! Especially the CNY floral display in flower dome is so so impressive! We spent about an hour there to look through the floral exhibit.,14/02/2024,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180729099?locale=en-SG,Garden by the bay
Anonymous User,5.0,这个时节去玩还不错。花穹的主题也是圣诞红和维京人。圣诞仙境很值得一看，也有很多游乐设施适合带小朋友玩。擎天树观景台在圣诞仙境内，所以只看到夜景，平时黄昏时去应该最好。,18/12/2023,9,https://sg.trip.com/review/gardens-by-the-bay-94795-180121751?locale=en-SG,Garden by the bay
M29***22,5.0,提前买了迷雾森林和花穹的门票，综合来说迷雾森林更有氛围再加上阿凡达特效景观加持，整体感觉比花穹好看。花穹我们过去时天已经黑了，很多植物观看效果不是特别理想，但是花穹里面有中秋节主题灯光展览所以也还不错。两个花园看完大约需要2小时，出来后，去超级树下准备看7点45分的灯光秀。可能因为中秋节，这里人非常多，中国游客能占据一半左右。7点45分超级树灯光秀准时开始，特别应景的播放了多首中文中秋歌曲，现场氛围非常热烈。灯光秀很震撼，持续15分钟左右后散场。超级树灯光秀每晚7点45和8点45两场，注意不要错过，值得一看，关键是免费的。,06/10/2023,6,https://sg.trip.com/review/gardens-by-the-bay-94795-179276236?locale=en-SG,Garden by the bay
暖暖麻麻丫,5.0,很美，就在金沙旁边，值得一去。我们去的那天下大雨，但是两个场馆都在室内，丝毫不受天气影响。里面的设置精致有趣，孩子大人都很喜欢。室内冷气大，去的时候记得带外衣,21/12/2023,9,https://sg.trip.com/review/gardens-by-the-bay-94795-180139610?locale=en-SG,Garden by the bay
阿尔施维尔吴王僚,5.0,滨海湾花园是新加坡最著名的景点之一，在鱼尾狮公园的对面。不仅有金沙酒店，还有花穹、擎天树几个独立的景点。花穹里面就是热带雨林风貌的植物园，擎天树可以乘电梯上去。注意这几个地方彼此间要走一段路。,26/01/2024,4,https://sg.trip.com/review/gardens-by-the-bay-94795-180514972?locale=en-SG,Garden by the bay
handsupppppp,5.0,云雾林值得一去，花穹里就是各种花，后悔没有买擎天树观景台！买之前也没有仔细了解，导致浪费了门票。9:00左右就不给进了，要去的朋友抓紧买票哦,06/02/2024,5,https://sg.trip.com/review/gardens-by-the-bay-94795-180644644?locale=en-SG,Garden by the bay
Anonymous User,5.0,观景台超棒！是滨海湾花园周边最高的建筑，可以看到大海，也可以看到金沙酒店，确实挺不错的，但是要注意观景台是观景台，skyway是skyway，不要买错票或者排错队了。花穹在云雾林旁边，是室内的项目，有多种花卉可以观赏，而且场馆内很凉快，确实挺不错的。,31/01/2024,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180576179?locale=en-SG,Garden by the bay
夢回彡,5.0,在一个巨大的温室中，生活着成百上千种热带特有的花卉与绿植，云雾林中间有一个巨大的绿植高塔，并且有一个很大的瀑布，进入后跟随路线一路向上边走边参观，再坐电梯前往塔顶，沿着空中栈步道欣赏整个花穹，极为壮观。,15/01/2024,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180422601?locale=en-SG,Garden by the bay
syrh,5.0,这是新加坡之旅最惊喜的，也是最惊艳的一个景点了，尤其是云雾林里面，《阿凡达》的主题非常引人入胜，给人非常好的体验!里边的馆非常大，关键是最难得的全程有空调，真是舍得投资的一个旅游项目，非常值得一去!,03/01/2024,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180286489?locale=en-SG,Garden by the bay
Anonymous User,5.0,花穹是矮的那个，就是个大玻璃花房。游客基本都是冲着云雾林去的，如果不是联票，估计很少人会专门去花穹￼但如果对植物造景没有特别喜爱也可以两个都不看，比如我家小直男就基本没兴趣,08/01/2024,4,https://sg.trip.com/review/gardens-by-the-bay-94795-180350794?locale=en-SG,Garden by the bay
M23***17,5.0,植物很多 空气非常好 很适合去跑步 哈哈哈哈阿凡达感十足。推荐去看哦。在携程上订比在现场更便宜一些。推荐游玩时间两个小时。交通比较方便,04/02/2024,8,https://sg.trip.com/review/gardens-by-the-bay-94795-180598184?locale=en-SG,Garden by the bay
leslieboy,5.0,声临其境，仿佛进入了爱丽丝梦游仙境，实在太美了！很多很多没有看到过的花花草草，引人入胜，是一个拍照出片的好地方，空气也很新鲜！,18/02/2024,5,https://sg.trip.com/review/gardens-by-the-bay-94795-180778661?locale=en-SG,Garden by the bay
Anonymous User,5.0,擎天树丛（Supertree Grove）位于花园正中央最醒目的标志物，你可以漫步在高约22米的华侨银行空中走道（OCBC Skyway），俯瞰滨海南花园的全景。夜幕降临，还可以在树丛下观赏绚丽多彩的&ldquo;花园狂想曲&rdquo;灯光秀！,23/12/2023,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180152128?locale=en-SG,Garden by the bay
Anonymous User,5.0,植物冷室花穹（Flower Dome） &amp; 云雾林（Cloud Forest）两大植物冷室模拟了热带山地地区凉爽潮湿的气候、地中海亚热带地区及半干旱亚热带地区凉爽干燥的气候，展示了来自全球各个洲（南极洲除外）的10万种植物。,23/12/2023,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180152118?locale=en-SG,Garden by the bay
Anonymous User,5.0,新加坡滨海湾花园（Gardens by the Bay）是一座市中心的超级花园，这里汇集了世界各地的特色植物和花卉，目前我们的游览体验主要是集中在滨海南花园进行。由英国园林建筑公司Grant Associates设计的滨海南花园，是滨海湾三座花园中最大的一座。,23/12/2023,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180152096?locale=en-SG,Garden by the bay
圆圆,5.0,来新加坡必打卡之地！虽然是人造景观不过里面的花花草草很是值得一看，阿凡达的制作惟妙惟肖👍仿佛置身于一个神奇的世界。,29/12/2023,9,https://sg.trip.com/review/gardens-by-the-bay-94795-180222971?locale=en-SG,Garden by the bay
全幼儿园最聪明,5.0,这个目的地绝对是旅行者的天堂！美丽的风景和丰富的文化让人流连忘返。&rdquo;&bull;&ldquo;这次旅行真是太棒了！遇见了独特的风土人情，收获了难以忘怀的回忆。&rdquo;,06/02/2024,4,https://sg.trip.com/review/gardens-by-the-bay-94795-180646479?locale=en-SG,Garden by the bay
Anonymous User,5.0,滨海南花园还有仙人掌绿亭（Sun Pavilion）、峡谷园（The Canyon）、蜻蜓湖和翠鸟湖（Dragonfly and Kingfisher Lakes）来到这里，大家不妨花上一天时间，在这里闲庭漫步，将&ldquo;花园城市&rdquo;的美景尽收眼帘。,23/12/2023,2,https://sg.trip.com/review/gardens-by-the-bay-94795-180152108?locale=en-SG,Garden by the bay
Anonymous User,5.0,很美，但一定要提前计划，大概下午四五点去拍照好看，我们晚上去天黑拍照不好看，景色也看不太清，super tree的音乐也是很赞的，可惜我们去晚了，什么都是赶赶的，没有办法好好享受，出租车不贵，如果没有叫车软件，就去排队坐blue and yellow的车，礼宾部和出租车司机告诉我们的，对师傅的约束会很多，很安全价格合理,18/12/2023,9,https://sg.trip.com/review/gardens-by-the-bay-94795-180119343?locale=en-SG,Garden by the bay
M36***23,5.0,参天大树，非常壮观，更适合傍晚去，逛一圈正好可以看。花穹很一般，除非对花卉非常有研究。云雾林可以去看看，阿凡达主题设计，那么多花花草草，但没有蚊虫，也是一大奇迹。晚上的灯光秀很好看，大家都躺在地上看，大家也都很有素质，没有哄抢占位。,08/12/2023,9,https://sg.trip.com/review/gardens-by-the-bay-94795-180015383?locale=en-SG,Garden by the bay
M46***93,5.0,奇幻花园超级好看，各种奇花异草搭配到一起如梦如画。正好碰到有人在这里拍婚纱照，想来照片一定很好看。整个花园不大，但是有各种花做的造型，都拍下来也要一些时间。奇幻花园位于滨海湾花园的中间位置，靠近金沙，外观不怎么起眼，里面别有洞天。强烈推荐！,23/11/2023,5,https://sg.trip.com/review/gardens-by-the-bay-94795-179870033?locale=en-SG,Garden by the bay
M46***93,5.0,超美的室内植物园，一定要去啊。花穹里面主要是各样的花花草草和用花做的雕塑造型，很有趣。云雾林里面主要是一个阿凡达体验，有很多场景再现，逼真的雕塑，还有不少互动游戏很有意思。进到云雾林首先坐电梯到顶端，然后漫步下来，穿梭在云雾之间，身边都是一些奇花异草，仿佛置身于潘多拉星球。整体走下来很轻松，走走停停很适合拍照。,20/11/2023,6,https://sg.trip.com/review/gardens-by-the-bay-94795-179855828?locale=en-SG,Garden by the bay
M29***22,5.0,提前买了迷雾森林和花穹的门票，门口直接扫码进场，综合来说迷雾森林更有氛围再加上阿凡达特效景观加持，整体感觉比花穹好看。花穹我们过去时天已经黑了，很多植物观看效果不是特别理想，但是花穹里面有中秋节主题灯光展览所以也还不错。两个花园看完大约需要2小时，出来后，去超级树下准备看7点45分的灯光秀。可能因为中秋节，这里人非常多，中国游客能占据一半左右。7点45分超级树灯光秀准时开始，特别应景的播放了多首中文中秋歌曲，现场氛围非常热烈。灯光秀很震撼，持续15分钟左右后散场。超级树灯光秀每晚7点45和8点45两场，注意不要错过，值得一看，关键是免费的。,06/10/2023,9,https://sg.trip.com/review/gardens-by-the-bay-94795-179276221?locale=en-SG,Garden by the bay
念念666,5.0,寒假带家里老人小孩一起来，人不算很多，但是很不错。里面挺凉快，景色不错。,11/02/2024,6,https://sg.trip.com/review/gardens-by-the-bay-94795-180668529?locale=en-SG,Garden by the bay
Anonymous User,5.0,滨海湾花园非常大，不知道是不是锻炼少的缘故，走起来还是比较累的，里面有游览车，感觉又不划算。太阳比较晒，汗流浃背！奇幻里面有空调，冷气足，还是不是舒服。,23/12/2023,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180152279?locale=en-SG,Garden by the bay
Anonymous User,5.0,奇幻花园(Floral Fantasy)占地1500平方米，由四个风格各异的主题花园构成，花园内还设有4D观影厅。在这里，将能获得视觉、听觉、嗅觉和触觉上的四重享受，开启一段奇幻探索之旅。,23/12/2023,2,https://sg.trip.com/review/gardens-by-the-bay-94795-180152130?locale=en-SG,Garden by the bay
心善渊旅游达人,5.0,新加坡滨海湾花园（Gardens by the Bay）是新加坡滨海湾项目的组成部分之一，由滨海南花园、滨海东花园和滨海中花园三个风格各异的水岸花园连接而成。整个花园占地101公顷，位于滨海湾亲水黄金位置。,18/10/2023,15,https://sg.trip.com/review/gardens-by-the-bay-94795-179441984?locale=en-SG,Garden by the bay
Anonymous User,5.0,都说新加坡是花园城市，那滨海湾公园是必须打卡的项目啦，总得来说还可以，去的时候是新加坡的雨季，天空没那么蓝，所以看上去没那么震撼。,21/12/2023,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180140254?locale=en-SG,Garden by the bay
136***62,5.0,环境极美，人也很多，晚上更好看，花园里管理的很好，路标很清楚，点赞！,05/01/2024,4,https://sg.trip.com/review/gardens-by-the-bay-94795-180294535?locale=en-SG,Garden by the bay
小郝5202,5.0,非常值得去，特别漂亮，绿油油各种植物很是养眼呀,14/02/2024,6,https://sg.trip.com/review/gardens-by-the-bay-94795-180735491?locale=en-SG,Garden by the bay
starrynight_cn,5.0,价格低廉 非常超值。电梯乘坐到顶楼，风轻轻的吹拂过来。感觉非常舒适。而且价格非常便宜。上面可以看到金沙酒店。四面环绕的都是风景,25/01/2024,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180511675?locale=en-SG,Garden by the bay
Anonymous User,5.0,新加坡滨海湾花园，有一个儿童玩水乐园far east organization children&#39;s garden，周末遛娃的好地方,23/12/2023,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180152102?locale=en-SG,Garden by the bay
Anonymous User,4.0,云雾林属于自然与科技的结合，如果你好奇火星殖民地应该长什么样，那就值得一览。海洋馆属于绿色的天空，鱼儿在上面俯视玻璃罐中的你，感觉也不错。和国内比胜在热带鱼多，还有蝠鲼够&ldquo;敬业&rdquo;，不用人教，不用训练也够搞笑。当然海洋动物保育也很专业。PS：推荐购买5选2票,10/02/2024,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180664076?locale=en-SG,Garden by the bay
starrynight_cn,5.0,花穹还可以，擎天树乘电梯上去后，平台上感觉很舒适，最上层是室外的、尽量不要下雨的时候去。什么可以看到金沙酒店，离得非常近,27/01/2024,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180525151?locale=en-SG,Garden by the bay
Anonymous User,5.0,it is a extremely huge garden and it&rsquo;s impossible to finish visiting in a day! There are many activities and other themed gardens that are worth visiting!,02/01/2024,6,https://sg.trip.com/review/gardens-by-the-bay-94795-180281234?locale=en-SG,Garden by the bay
3MSGPFamily,5.0,visited cloud forest featuring avatar adventures and the flower dome. what an amazing experience. buy ticket online as the on site ticketing is always long queue.,01/01/2024,5,https://sg.trip.com/review/gardens-by-the-bay-94795-180273252?locale=en-SG,Garden by the bay
Mung Pi,5.0,"Gardens by the Bay in Singapore is a horticultural masterpiece that captivates with its stunning blend of nature and technology. The iconic Supertree Grove, with its vertical gardens and nightly light show, is a visual feast. The Cloud Forest&#39;s misty ambiance and unique plant collection create an immersive experience, while the Flower Dome showcases diverse flora in a controlled climate. The attention to detail in design and sustainability initiatives is commendable. Although it can get crowded, especially during peak times, the overall enchanting atmosphere and innovative landscapes make Gardens by the Bay a must-visit, leaving visitors in awe of its beauty and ingenuity.The transportation is also very convenient. You can take blue and yellow MRT to get there.",23/12/2023,5,https://sg.trip.com/review/gardens-by-the-bay-94795-180151054?locale=en-SG,Garden by the bay
Anonymous User,5.0,滨海南花园还有仙人掌绿亭（Sun Pavilion）、峡谷园（The Canyon）、蜻蜓湖和翠鸟湖（Dragonfly and Kingfisher Lakes）来到这里，大家不妨花上一天时间，在这里闲庭漫步，将&ldquo;花园城市&rdquo;的美景尽收眼帘。,16/12/2023,4,https://sg.trip.com/review/gardens-by-the-bay-94795-180085433?locale=en-SG,Garden by the bay
D89***88,5.0,先去了云雾林，里面空调很足！看到室内瀑布还是很新奇的！阿凡达展和云雾林很配，有很多互动项目，小朋友玩的比较起劲！花穹去的稍晚，灯光有点暗！看到了很多多肉，让我这个多肉爱好者很开心！晚上的灯光秀很美妙，拍照很梦幻，就是那天下雨，有点美中不足。,22/10/2023,4,https://sg.trip.com/review/gardens-by-the-bay-94795-179465352?locale=en-SG,Garden by the bay
M52***01,5.0,很棒的体验，人造室内景观真是绝了，不愧是花园城市，而且里面比我想象中要大很多，建议预留5小时以上来这里玩，真的超级大，很费体力，可以连着金沙酒店一起玩比较顺路,02/10/2023,9,https://sg.trip.com/review/gardens-by-the-bay-94795-179220967?locale=en-SG,Garden by the bay
M52***44,5.0,去了三个付费景观园，奇幻花园有许多适合拍照的布景，另两个冷室到滨海湾肯定是要去看一看的，傍晚去可以看到落日，晚上7点45和8点45有两场天空树灯光秀,19/11/2023,9,https://sg.trip.com/review/gardens-by-the-bay-94795-179850043?locale=en-SG,Garden by the bay
M65***68,5.0,挺富有新意的，值得去一趟,24/01/2024,9,https://sg.trip.com/review/gardens-by-the-bay-94795-180503409?locale=en-SG,Garden by the bay
彼得曼岛张仪,5.0,花穹很一般，云雾林很美。脚程很远，没有接驳车；餐饮店数量不足；手信店东西难看，买不下手总结：累,13/02/2024,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180720677?locale=en-SG,Garden by the bay
Anonymous User,5.0,花穹和云雾林里面太漂亮啦，够逛几个小时的，来新加坡旅游一定来这里看看，在携程订票是非常便宜的。,26/01/2024,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180515142?locale=en-SG,Garden by the bay
王姥姥88888,5.0,很喜欢看花，有好多品种的花都没有见过。太漂亮了！赏心悦目，两个园区一起买的票，很漂亮，很震撼！拍了好多漂亮的照片，留下买好的回忆！,04/10/2023,9,https://sg.trip.com/review/gardens-by-the-bay-94795-179256868?locale=en-SG,Garden by the bay
M40***29,5.0,花穹和云雾林非常必打卡地，很多热带花草，还有室内最高人造岩石和瀑布。年味很浓，一进门就是一条巨龙，熠熠生辉。小朋友也觉得很有趣。,15/02/2024,2,https://sg.trip.com/review/gardens-by-the-bay-94795-180750962?locale=en-SG,Garden by the bay
JunenoTrip,5.0,it&#39;s definitely a must see in Singapore. very well maintained huge flora and nature area. great view of the MbS,07/01/2024,4,https://sg.trip.com/review/gardens-by-the-bay-94795-180304575?locale=en-SG,Garden by the bay
小叶子1120,5.0,云雾林很有特点，很值得去一次；花穹就略单薄一点；天热的时候逛很凉快，很舒服嗯，票不能退改这个比较不合理，希望后面能改进吧,13/02/2024,2,https://sg.trip.com/review/gardens-by-the-bay-94795-180719366?locale=en-SG,Garden by the bay
Anonymous User,5.0,滨海湾花园作为新加坡的一个地标，当然值得去呀&hellip;之前去的时候有看夜晚的灯光秀，真的很美，是那种生态与科技的美好结合，植物的丰富和灯光的绚丽&hellip;这回去主要是玩了几个需要门票的馆：花穹、雾林和Floral fantasy（也不知道写的对不对，实在是不记得中文翻译了），花穹和雾林真的很值得去，尤其是对于喜爱植物的人，这里真的可以开阔眼界&hellip;floral fantasy是一个不错的打卡地，如果有时间可以去看看的&hellip;,23/01/2024,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180495939?locale=en-SG,Garden by the bay
LipingLin,5.0,"Worth visiting, love how they manage the place by having different theme at certain seasons, been there for the Sakura and Tulipmania. Worth to get the annual pass to have unlimited visits.",14/01/2024,4,https://sg.trip.com/review/gardens-by-the-bay-94795-180422097?locale=en-SG,Garden by the bay
JuandyJun,4.0,"Sebuah taman bunga buatan dengan tema avatar yang menyajikan sebuah pengalaman yang keren dan pengalaman yang Indah bersama teman teman atau mengambil foto yang bagus yang ditemani dengan teknologi tinggi, merupakan sebuah kalau Berasi yang Indah￼",28/12/2023,2,https://sg.trip.com/review/gardens-by-the-bay-94795-180211540?locale=en-SG,Garden by the bay
clare_zz,4.0,在金沙湾公园里的一个室内花穹，阳光顶篷有空调，新加坡常年阳光暴晒所以一个室内花穹让游客可以尽情观赏美丽的花卉植物而避免暴晒，雨林是另一个室内空间，每季会推出一个主题，这一季的是阿凡达体验，小朋友会很喜欢。套票人民币264/人，携程买票凭电子二维码入园还是比较方便哒,18/12/2023,5,https://sg.trip.com/review/gardens-by-the-bay-94795-180119011?locale=en-SG,Garden by the bay
Anonymous User,5.0,奇幻花园（Floral Fantasy）是滨海湾花园的人气景点，风格各异的四大主题景观将花卉、艺术和科技相结合，创造出梦里才会出现的美景。天花板上混合悬挂着超过1.5万朵鲜切花和干花，让您花团锦簇迎新年。,15/12/2023,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180080202?locale=en-SG,Garden by the bay
Anonymous User,5.0,奇幻花园里到处是形态各异的鲜花绿植，不仅有好看又好拍的园艺装置，还有科技感十足又梦幻的雨林景观。打卡第一步，先到网红摄影地花之舞(Dance)，站在布满&ldquo;鲜花瀑布&rdquo;的穹顶之下拍一张美美的照片，接着再去花之雨(Waltz)、花之影(Drift)感受不同形式的花卉艺术之美,15/12/2023,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180080155?locale=en-SG,Garden by the bay
Anonymous User,5.0,距离海湾舫地铁站（Bayfront MRT Station）一步之遥，占地1500平方米的奇幻花园主要由四个风格各异的主题花园构成，展示的花卉也会根据不同季节和主题进行更换。在这里可以感受到花卉、艺术与科技的完美融合，开启一场非凡的赏花之旅。,15/12/2023,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180080184?locale=en-SG,Garden by the bay
Anonymous User,5.0,整个滨海湾花园里最醒目的标志就是擎天树了，这些巨大的钢筋混凝土&ldquo;大树&rdquo;灵感来自热带雨林，不但有树的造型，还模拟了树木的生态功能，上面装置了太阳能电池板和雨水收集器，可以保证周围植物的生长。到了晚上擎天树还可以亮灯表演灯光秀，简直是自然和科技完美合体！,15/12/2023,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180080125?locale=en-SG,Garden by the bay
Anonymous User,5.0,这个花花世界颜值也太高了吧！里面有四个不同主题，拍照最好看的是&ldquo;花之舞&rdquo;鲜花长廊，从头顶垂下来的鲜花瀑布特别梦幻，拍人像后期加个烟雾特效秒变仙境！现在奇幻花园比云雾林还火，已经成为新加坡新晋网红拍照地啦！,15/12/2023,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180080148?locale=en-SG,Garden by the bay
银河系里最温柔的搭车客,4.0,提前在携程上订好了滨海湾花园的票。当天过去直接用二维码扫码入场就可以了，还是挺方便的。买了一个《阿凡达》主题的云雾林还有一个就是花琼。还是比较推荐云雾林 个人感觉花穹就是植物园哈哈 而且也不是很大 云雾林还是晚上去比较好 有感觉 白天一般般吧 里面的植物不过是真的很大,25/11/2023,8,https://sg.trip.com/review/gardens-by-the-bay-94795-179880032?locale=en-SG,Garden by the bay
爱走的小莫,5.0,巨大的室内花园，一边类似是植物展，另外一边就像丛林了，去的时候是阿凡达主题，还蛮不错的。虽然是玻璃盖场馆，但空调开得超足，很凉快。下午天气热的时候可以来逛逛这，交通挺便利，挨着金沙酒店，也挨着那个巨大树丛。,25/11/2023,3,https://sg.trip.com/review/gardens-by-the-bay-94795-179876783?locale=en-SG,Garden by the bay
yuanyuan860116,5.0,环境很好 瀑布比较震撼天然大氧吧有电梯 方便孩子和老人工作人员服务也好营业时间比较长 孩子们都喜欢第二次来的 每次主题都不一样,22/01/2024,2,https://sg.trip.com/review/gardens-by-the-bay-94795-180491770?locale=en-SG,Garden by the bay
M34***68,5.0,值得一去，但要最好预备一天时间逛。先去花穹，晚上看阿凡達可能比较有感觉。如果时间不够，可能要先玩云林阿凡達，因为早关门,13/11/2023,6,https://sg.trip.com/review/gardens-by-the-bay-94795-179782762?locale=en-SG,Garden by the bay
136***62,5.0,环境极美，城市干净，夜景更赞，管理很好，服务人员态度好，有问必答，和爱可亲，,30/12/2023,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180232878?locale=en-SG,Garden by the bay
Anonymous User,5.0,史迹花园（Heritage Gardens）和植物世界（World of Plants），带着孩子的访客，还可以选择去逛逛这两个园艺主题园林。园林由两部分组成，向人们展示植物对人类和地球的重要价值。,16/12/2023,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180085442?locale=en-SG,Garden by the bay
Anonymous User,5.0,滨海湾花园边上的儿童乐园，湖里有小鱼，大蜗牛🐌，还抓拍到叶子上的一只红色蜻蜓￼，孩子们很开心很兴奋能感受大自然😃。玩水注意带泳衣，毛巾，防晒，如果是12-3点会比较晒。玩水的玩具也可以带,16/12/2023,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180085411?locale=en-SG,Garden by the bay
Anonymous User,5.0,抬头，满眼色彩缤纷；低头，一片郁郁葱葱。沿着蜿蜒曲折的道路行走。在雨林中漫步，听着瀑布倾泻而下的声音，伴着幽幽花香，忍不住要翩然起舞了～更神奇的是，还有水幕打印机，瀑布上会呈现出不同的图案！,15/12/2023,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180080142?locale=en-SG,Garden by the bay
Anonymous User,5.0,太值得一去了，花穹，云雾林这两个室内植物园令人震撼。遗憾的是因为下雨，没来得及去看更多的景点，期待下次再来。,18/12/2023,9,https://sg.trip.com/review/gardens-by-the-bay-94795-180121441?locale=en-SG,Garden by the bay
Anonymous User,5.0,奇幻花园(Floral Fantasy)占地1500平方米，由四个风格各异的主题花园构成，花园内还设有4D观影厅。在这里，将能获得视觉、听觉、嗅觉和触觉上的四重享受，开启一段奇幻探索之旅。,16/12/2023,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180085408?locale=en-SG,Garden by the bay
CocoZHY,5.0,来新加坡不可缺的目的地,10/02/2024,4,https://sg.trip.com/review/gardens-by-the-bay-94795-180667025?locale=en-SG,Garden by the bay
Anonymous User,5.0,两个地方在一起营业时间花穹：09:00-20:30云雾林：09:00-20:00门票：可当天携程购买，现场无需换票，直接扫码进入花穹也是个兰花展有好看的花花有有趣的雕塑我更喜欢阿凡达主题的云雾林因为已经在植物园看过兰花了，所以花穹没有多惊艳,06/09/2023,9,https://sg.trip.com/review/gardens-by-the-bay-94795-178850431?locale=en-SG,Garden by the bay
Anonymous User,5.0,里面很大，植物很多，各种各样的，晚上巨型树那里有灯光秀，值得看一看，来新加坡旅游必去的一个地方,04/12/2023,5,https://sg.trip.com/review/gardens-by-the-bay-94795-179993423?locale=en-SG,Garden by the bay
Anonymous User,5.0,体验很不错,16/02/2024,4,https://sg.trip.com/review/gardens-by-the-bay-94795-180755916?locale=en-SG,Garden by the bay
186***83,5.0,云雾林和花穹在一起，一张票可以解决，套票买重了血泪教训。擎天树的广场免费，上去天空走廊需要买票，一定注意时间，20:30 就不让上了。时间掌握不好坑爹。,15/02/2024,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180744028?locale=en-SG,Garden by the bay
E38***72,5.0,室内植物园的感觉，云雾森林比花穹更大，而且看点也比较多，可以坐电梯上到6楼然后慢慢往下走步道看植物。第一次看到这么多漂亮的兰花和只在书本上见到过的猪笼草，很不错的体验。,12/02/2024,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180713244?locale=en-SG,Garden by the bay
AndyCandy18,5.0,可以看到各种品类各地域的植物，环境和设施都很好,22/01/2024,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180492809?locale=en-SG,Garden by the bay
