username,rating,content,time,image,UserURL,Attraction,is_english
悠莜琦琦,4.0,倘佯于野生亚马逊 (Wild Amazonia) 展区，探索 &ldquo;亚马逊河&rdquo; (Amazon River Quest) 泛舟而行，10 分钟的游船之旅，可以领略全球最大的热带雨林的奇妙野生动物,04/11/23,2,https://sg.trip.com/review/river-wonders-98700-179653316?locale=en-SG,River Wonder,False
悠莜琦琦,4.0,【🇸🇬新加坡唯一河流主题🏞野生公园】这里有世界🌎河流主题密西西比河、🗾湄公河、长江、亚马逊河🏞四个水段组成，河川生态乐园超多河流生物前所未见，充满🎊无限乐趣,09/11/23,2,https://sg.trip.com/review/river-wonders-98700-179719898?locale=en-SG,River Wonder,False
320***25,4.0,亲近自然，和小动物近距离接触，真的很治愈，很开心，看到了想念已久的卡里巴拉，呆萌呆萌的，情绪很稳定！动物表演很有意思，值得看！,16/11/23,3,https://sg.trip.com/review/river-wonders-98700-179801492?locale=en-SG,River Wonder,False
悠莜琦琦,4.0,在河川生态园里看到了心心念念的大熊猫，太可爱了。有没有被萌到。。。说实话在自己的国家都没有看到过熊猫，反而在新加坡看到了。。。不行，我也要去大成都看看我们的国宝熊猫。,30/10/23,2,https://sg.trip.com/review/river-wonders-98700-179613510?locale=en-SG,River Wonder,False
梵铽汐,5.0,有大熊猫！整个生态园特别棒，如果想体验乘船，最好提前查询当日天气，我们去的时候没开。,05/10/23,7,https://sg.trip.com/review/river-wonders-98700-179261503?locale=en-SG,River Wonder,False
悠莜琦琦,4.0,亚马逊探索游船🛶👛能够♾️乘坐，整趟10mins左右，可以看到不同动物，是我Z喜欢的活动了！我坐后面没弄湿衣服！🐼园区里面可以看麻麻叻叻好多人都围在展区前等待🐼，真的好可爱。园区里面很多动物～浣熊、熊猫、火鹤鸟、豹、不同的鱼太多了！,18/11/23,1,https://sg.trip.com/review/river-wonders-98700-179809520?locale=en-SG,River Wonder,False
300***20,5.0,孩子很喜欢 唯一的遗憾是周边的动物少了点,13/02/24,0,https://sg.trip.com/review/river-wonders-98700-180720235?locale=en-SG,River Wonder,False
Anonymous User,5.0,非常不错，值得去玩，水质非常的清澈，里边儿的水类动物也非常的多，参观流线也非常的棒，你可以从不同的角度看到动物生活的场景，这个地方比新加坡海洋馆 还好一些！,20/08/23,3,https://sg.trip.com/review/river-wonders-98700-178508940?locale=en-SG,River Wonder,False
M50***25,5.0,第二次来河川了，坐船最喜欢。,03/02/24,0,https://sg.trip.com/review/river-wonders-98700-180597255?locale=en-SG,River Wonder,False
_We***64,4.0,据说是亚洲最大的淡水鱼水族馆，还有中华鲟、熊猫等。整个馆就是一个生态园，让孩子了解原始生态的动物世界，这是个和其实动物园最大的区别。我们没有去夜间和国家动物园，觉得这个动物园比较有特色。,26/08/23,4,https://sg.trip.com/review/river-wonders-98700-178602942?locale=en-SG,River Wonder,False
Anonymous User,5.0,还不错，坐船小朋友很喜欢,17/02/24,0,https://sg.trip.com/review/river-wonders-98700-180768674?locale=en-SG,River Wonder,False
zw600016,5.0,值得推荐去的一个地方。,12/02/24,0,https://sg.trip.com/review/river-wonders-98700-180715087?locale=en-SG,River Wonder,False
M27***09,5.0,方方面面都好，值得一去,01/02/24,0,https://sg.trip.com/review/river-wonders-98700-180583875?locale=en-SG,River Wonder,False
悠莜琦琦,4.0,亚洲唯☝🏻一个以河川为主题的野生动物园，在这里可以看到八大河川动物，以及一系列河生巨型陆生动物与巨型淡水鱼。小朋友很喜欢看这些，就是太热了。,18/11/23,2,https://sg.trip.com/review/river-wonders-98700-179809492?locale=en-SG,River Wonder,False
M56***23,5.0,雨天不用愁，服务一流,14/02/24,0,https://sg.trip.com/review/river-wonders-98700-180735635?locale=en-SG,River Wonder,False
Anonymous User,5.0,非常值得一去的动物园,20/12/23,0,https://sg.trip.com/review/river-wonders-98700-180133302?locale=en-SG,River Wonder,False
张张张张-111,5.0,孩子很喜欢！玩的好开心！最喜欢里面的大鳄鱼！真的超大！里面的熊猫生活环境特别棒！还有很多鱼！是按照生活的河遇而分类的！亚马逊的鱼真的太大了！,27/11/23,0,https://sg.trip.com/review/river-wonders-98700-179931580?locale=en-SG,River Wonder,False
135***59,5.0,很好，漂流做的三次,24/01/24,0,https://sg.trip.com/review/river-wonders-98700-180503326?locale=en-SG,River Wonder,False
鱼在撒哈拉,5.0,方便方便太方便了,14/02/24,0,https://sg.trip.com/review/river-wonders-98700-180729789?locale=en-SG,River Wonder,False
Anonymous User,5.0,还好在携程买了票，没有排队，现场买票的需要等候多余的位子,15/12/23,2,https://sg.trip.com/review/river-wonders-98700-180080227?locale=en-SG,River Wonder,False
M51***74,5.0,太棒啦！ 很喜欢,26/12/23,0,https://sg.trip.com/review/river-wonders-98700-180199124?locale=en-SG,River Wonder,False
M50***52,5.0,方便快捷便宜,25/01/24,0,https://sg.trip.com/review/river-wonders-98700-180507667?locale=en-SG,River Wonder,False
M53***04,5.0,河川的亚马逊漂流挺不错的，身上基本不湿，速度也慢，所以不用太担心。其实只是模拟的亚马逊河流而已啦。人不算太多，带孩子逛逛不错，而且也不晒。国内常见的大熊猫在这边地位还挺好的,12/08/23,2,https://sg.trip.com/review/river-wonders-98700-178255544?locale=en-SG,River Wonder,False
_M1***00,5.0,非常棒！很有教育意义！就在动物园旁边，建议可以一起玩！要在官网上查询每场表演的时间！河川的表演需要提前预约才能看，大家一定要注意！,30/08/23,0,https://sg.trip.com/review/river-wonders-98700-178728389?locale=en-SG,River Wonder,False
Anonymous User,5.0,曝光携程网抢钱啊！！提前一天下单第二天的门票，立马预约，第二天全天约不上，还不退款，交涉几天各种找条款搪塞不退款，以后再也别用携程了，店大欺客啊！[捂脸][捂脸][捂脸],19/08/23,2,https://sg.trip.com/review/river-wonders-98700-178497068?locale=en-SG,River Wonder,False
飞向上天际的鱼83,5.0,好喜欢，主要喜欢新加坡对待动物的人性话，感觉那里的动物都生活的好快乐，不是取悦人的工具,12/12/23,1,https://sg.trip.com/review/river-wonders-98700-180063801?locale=en-SG,River Wonder,False
悠莜琦琦,4.0,最后一天，冲的动物园，去了两个动物园，河川生态园和夜间动物园。河川生态园不大。环境超级好，有各种遮阳设施。室内展馆。不累！,18/11/23,2,https://sg.trip.com/review/river-wonders-98700-179809499?locale=en-SG,River Wonder,False
110***32,3.0,非常郁闷！因为又不能坐船了，导致将近一半的景区看不了，既然门票是全价的，评价只能给一半了。如果不是因为熊猫不放动物园放这里，船又不开，鱼不如去水族馆看&hellip;&hellip;很鸡肋的景点，里面的小熊猫很可怜，就它一只，有刻板行为。,20/09/23,5,https://sg.trip.com/review/river-wonders-98700-179061681?locale=en-SG,River Wonder,False
Anonymous User,3.0,总体动物不多，范围也不大，如果不坐船慢慢走一圈也就一小时左右，优点是基本全程都有室内空调或凉棚，不太晒，如果再选择的话，会选择Singapore zoo，门口肯德基和周边一圈快餐味道还行，就是不让坐店里吃，有点热，旁边星巴克避暑好地方。交通推荐公交地铁，很方便，之前还担心路不熟不好找，实际发现新加坡的公交才是效率最高的状态。,24/08/23,5,https://sg.trip.com/review/river-wonders-98700-178572235?locale=en-SG,River Wonder,False
钰儿2020,5.0,下午去的，东南亚都很热，但风景还是不错。,08/08/23,8,https://sg.trip.com/review/river-wonders-98700-178196480?locale=en-SG,River Wonder,False
悠莜琦琦,4.0,亚马逊船可以坐一大圈，但是106cm以下小孩不能上船，坐一圈20分钟左右，好玩的。入口就在演出的旁边。可以当场刷微信支付宝。买吃喝都算！很容易达成。,09/11/23,1,https://sg.trip.com/review/river-wonders-98700-179719771?locale=en-SG,River Wonder,False
ell***lt,5.0,购买即出票，现场扫码购票是5新币，但流程复杂一些，还是携程方便。漂流基本都很平缓，第一排会有水，安排座位的时候直接是空着的，漂流游览感受很不错。,23/08/23,2,https://sg.trip.com/review/river-wonders-98700-178559043?locale=en-SG,River Wonder,False
悠莜琦琦,4.0,在松鼠猴生态园 (Squirrel Monkey Forest) 与这些自由放养的小家伙们打个招呼。松鼠猴会在树林中上蹿下跳，从俺的头顶上空跳跃而过。,04/11/23,1,https://sg.trip.com/review/river-wonders-98700-179653326?locale=en-SG,River Wonder,False
悠莜琦琦,4.0,瞧，河川生态园的熊猫好可爱啊，太萌啦！河川不大，大概玩个两个小时就差不多，里面有很多小动物，坐游船需要排队，扫码就可以了，不需要换票。很方便,01/11/23,1,https://sg.trip.com/review/river-wonders-98700-179623803?locale=en-SG,River Wonder,False
_We***75,5.0,徒步有点累，但是还是比较值得，环境挺好，我们主要有老人和孩子,05/08/23,4,https://sg.trip.com/review/river-wonders-98700-178152125?locale=en-SG,River Wonder,False
M53***04,5.0,一家四口一起游玩了河川，一起漂流，挺温馨的，如果讲解牌多些中文解释就好了，就不用总是查字典了，熊猫餐厅吧？比较忙碌，排队太长，只能出去吃饭,12/08/23,2,https://sg.trip.com/review/river-wonders-98700-178255669?locale=en-SG,River Wonder,False
186***66,5.0,非常好玩，各种标识清晰，工作人员态度柔和，很适合带小朋友来体验，园区景色迷人，人也不多，下次二刷,07/08/23,3,https://sg.trip.com/review/river-wonders-98700-178186213?locale=en-SG,River Wonder,False
悠莜琦琦,4.0,坐着游船可以看一下动物，边看动物边看着小动物们，很好玩。零距离看着动物们玩耍，真想给小动物喂食。水里的乌龟很大，水也很清澈！棒棒哒！,01/11/23,1,https://sg.trip.com/review/river-wonders-98700-179623855?locale=en-SG,River Wonder,False
205***53,5.0,适合小盆友,12/09/23,6,https://sg.trip.com/review/river-wonders-98700-178956513?locale=en-SG,River Wonder,False
悠莜琦琦,4.0,新加坡河川生态园不大，就在动物园边上，两个景点一起玩，很方便。自己预约日期，直接扫码进去很好，河川的河道很窄，但是挺安全的。,01/11/23,1,https://sg.trip.com/review/river-wonders-98700-179623900?locale=en-SG,River Wonder,False
205***11,5.0,好好好好特别好非常不错的游乐园很不错的空间好玩的乐园特别好玩，下次还会再来很不错的孩子玩的地方好好好好好好好，特别的好玩的,01/10/23,2,https://sg.trip.com/review/river-wonders-98700-179212246?locale=en-SG,River Wonder,False
M15***95,4.0,很小，三个多小时玩完了，动物品种少，因为是生态园生态环境做得挺好，亚马逊漂流趣味性足，但漂的时间太短，坐船上观察两岸的动物，也没几只，娃觉得有意思，坐了两次小船,28/08/23,3,https://sg.trip.com/review/river-wonders-98700-178694327?locale=en-SG,River Wonder,False
168***71,5.0,河川公园比较小，大约1个小时能转遍。位置与夜间动物园、新加坡动物园在一起。,26/11/23,0,https://sg.trip.com/review/river-wonders-98700-179922190?locale=en-SG,River Wonder,False
135***08,5.0,还是不错滴，就是那个船时间有点短,05/10/23,4,https://sg.trip.com/review/river-wonders-98700-179265628?locale=en-SG,River Wonder,False
Anonymous User,5.0,比较热，漂流也不长时间，但是热带雨林鱼类很多，关键人也少,28/08/23,0,https://sg.trip.com/review/river-wonders-98700-178694375?locale=en-SG,River Wonder,False
天府之子,5.0,很好的家庭体验,03/11/23,1,https://sg.trip.com/review/river-wonders-98700-179641555?locale=en-SG,River Wonder,False
帅帅的牛,5.0,淡水水族馆的感觉，展示全球各大河流域的生态，包含动植物，小浣熊馆可与浣熊亲密接触，还有中国特色的熊猫馆。整个园区道路为U字，中段穿越河流，可看到当地的森林景观，游玩体验良好。,09/08/23,0,https://sg.trip.com/review/river-wonders-98700-178220361?locale=en-SG,River Wonder,False
天府之子,5.0,很不错的体验,31/10/23,1,https://sg.trip.com/review/river-wonders-98700-179621527?locale=en-SG,River Wonder,False
悠莜琦琦,4.0,游船在河川里面，直接扫码就可以了，不需要换票！还不错，很方便。果断入手体验，环境好，又可以看到咋们中国的大熊猫，还是比较激动的。,26/10/23,0,https://sg.trip.com/review/river-wonders-98700-179544520?locale=en-SG,River Wonder,False
无敌美老虎,5.0,暑假去的，很凉爽，公共交通不是很方便，包车去的，三个动物园离的很近，夏天蚊子也不算太多，总之还不错，亲子游还是值得推荐的,04/10/23,1,https://sg.trip.com/review/river-wonders-98700-179250480?locale=en-SG,River Wonder,False
若若若嫣儿,5.0,好棒哦 可以坐着漂流看动物，我们还坐了两回，工作人员服务态度也很好。很愉快的一次亲子旅行！而且我们去的那天人流量也不多，走在户外，顶上都有棚子可以遮阴，丝毫不会觉得晒。看到我们中国的大熊猫在新加坡被照顾被保护的很好，心里很是感动，愿中新永远友好！,06/05/23,9,https://sg.trip.com/review/river-wonders-98700-175752392?locale=en-SG,River Wonder,False
Anonymous User,5.0,园区不大，看到了旅居的大熊猫，nice,29/08/23,3,https://sg.trip.com/review/river-wonders-98700-178711054?locale=en-SG,River Wonder,False
_We***64,4.0,据说是亚洲最大的淡水鱼水族馆，还可以坐船一小段路看动物，这个孩子们很喜欢。,26/08/23,4,https://sg.trip.com/review/river-wonders-98700-178602981?locale=en-SG,River Wonder,False
桃子夭夭-岚,5.0,很好，小互动很多，小朋友玩的很开心,13/08/23,0,https://sg.trip.com/review/river-wonders-98700-178283938?locale=en-SG,River Wonder,False
Anonymous User,5.0,很好玩 园区不大但是种类繁多,19/12/23,0,https://sg.trip.com/review/river-wonders-98700-180122866?locale=en-SG,River Wonder,False
205***11,5.0,特别好玩，动物园旁边，非常不错的地方很好的动物园、好好好好好,01/10/23,2,https://sg.trip.com/review/river-wonders-98700-179212205?locale=en-SG,River Wonder,False
Anonymous User,5.0,值得去很多次的地方,28/11/23,0,https://sg.trip.com/review/river-wonders-98700-179932547?locale=en-SG,River Wonder,False
320***53,5.0,蛮有意义好玩,15/08/23,0,https://sg.trip.com/review/river-wonders-98700-178302913?locale=en-SG,River Wonder,False
fri***ng,5.0,景色很漂亮,14/12/23,0,https://sg.trip.com/review/river-wonders-98700-180072973?locale=en-SG,River Wonder,False
Anonymous User,5.0,很棒的地方,28/11/23,0,https://sg.trip.com/review/river-wonders-98700-179932528?locale=en-SG,River Wonder,False
Anonymous User,5.0,很方便，也很快速出票。整个动物园都很好玩，建议先玩动物园再玩河川生态园，因为生态园有很多地方都有空调，适合玩累的时候顺便歇一歇。,10/08/23,0,https://sg.trip.com/review/river-wonders-98700-178236222?locale=en-SG,River Wonder,False
Anonymous User,5.0,漂流船很好玩，带着孩子坐了两次，园区也不大，走一圈玩起来也不累，适合孩子，去新加坡必玩，建议大家都去看一看，里面还有大熊猫,16/08/23,0,https://sg.trip.com/review/river-wonders-98700-178330770?locale=en-SG,River Wonder,False
蛙蛙今天要出游,5.0,比想象中的短一些，但是第一次坐漂流看动物，还是挺新奇有趣的，值得体验一次,01/08/23,1,https://sg.trip.com/review/river-wonders-98700-178023592?locale=en-SG,River Wonder,False
Paulinebaby,5.0,我觉河川生态园是几个动物园里面最值得打卡的一个，就是最好是早上去，下午去动物们都在睡觉。一定要买这个亚马孙漂流，第一个下坡处坐在第一排会有水溅一身。,25/05/23,8,https://sg.trip.com/review/river-wonders-98700-175947213?locale=en-SG,River Wonder,False
Paulinebaby,5.0,我觉河川生态园是几个动物园里面最值得打卡的一个，就是最好是早上去，下午去动物们都在睡觉。要买那个亚马孙漂流，第一个下坡处坐在第一排会有水溅一身。,25/05/23,6,https://sg.trip.com/review/river-wonders-98700-175947228?locale=en-SG,River Wonder,False
悠莜琦琦,4.0,游船在河川里面，直接扫码就可以了，不需要换票！还不错，很方便。,26/10/23,0,https://sg.trip.com/review/river-wonders-98700-179539608?locale=en-SG,River Wonder,False
M50***24,4.0,河川，主打项目亚马逊漂流，确实不错我们的国宝在那里养的也不错,08/08/23,3,https://sg.trip.com/review/river-wonders-98700-178202922?locale=en-SG,River Wonder,False
M23***58,5.0,新加坡的动物园真是很让人惊喜，环境设计非常亲近自然，并且能够近距离观察到动物们，展现出和谐的生态和舒适的环境；尤其三只熊猫白白胖胖憨态可掬，每一只都有很大的独立活动空间，吹着空调啃着竹子让人好生羡慕。,18/04/23,3,https://sg.trip.com/review/river-wonders-98700-175544395?locale=en-SG,River Wonder,False
_We***22,5.0,很特别的动物园体验，大面积的落地玻璃可以让孩子更近距离🆚动物接触，希望动物园周边可以有更多款式。,24/08/23,0,https://sg.trip.com/review/river-wonders-98700-178570211?locale=en-SG,River Wonder,False
M49***03,5.0,选的时间一部分园区没有开放，没有做到漂流。有点遗憾。,22/09/23,1,https://sg.trip.com/review/river-wonders-98700-179073655?locale=en-SG,River Wonder,False
M49***03,5.0,去的时候部分园区没有开放，没有坐成漂流，有点遗憾！,22/09/23,1,https://sg.trip.com/review/river-wonders-98700-179073702?locale=en-SG,River Wonder,False
Anonymous User,5.0,带孩子去的，亚马逊是真的不错，适合小朋友玩。,06/08/23,1,https://sg.trip.com/review/river-wonders-98700-178163501?locale=en-SG,River Wonder,False
Goldenking,5.0,很干净很不错，适合孩子，动物园孩子很喜欢，遗憾没去夜间动物园，下次有机会再去,17/08/23,0,https://sg.trip.com/review/river-wonders-98700-178337518?locale=en-SG,River Wonder,False
M43***22,5.0,非常好玩，穿越亚马逊的船很好,30/07/23,1,https://sg.trip.com/review/river-wonders-98700-177821362?locale=en-SG,River Wonder,False
Anonymous User,5.0,很好玩，漂流船坐了两次，园区不大，逛起来也不累，有机会都要去逛逛,21/08/23,0,https://sg.trip.com/review/river-wonders-98700-178531861?locale=en-SG,River Wonder,False
kansine,4.0,总体感觉中规中矩吧，在携程上买的27元的票不算贵，感觉比国内的同类型景点还便宜。带着孩子还是个不错的选择,02/08/23,1,https://sg.trip.com/review/river-wonders-98700-178102942?locale=en-SG,River Wonder,False
210***08,5.0,总体还是不错的，就是性价比可以更高，现在价格有点小贵。其他的不错,31/07/23,0,https://sg.trip.com/review/river-wonders-98700-177876353?locale=en-SG,River Wonder,False
Goldenking,5.0,漂流特别好玩，暑假人有点多，拍了蛮久的都队，还有熊猫看，很推荐,17/08/23,0,https://sg.trip.com/review/river-wonders-98700-178337532?locale=en-SG,River Wonder,False
平安1314999,4.0,怎么说呢，还可以吧，孩子挺满意。亚马逊热带雨林的感觉，鱼挺大。,11/08/23,2,https://sg.trip.com/review/river-wonders-98700-178246526?locale=en-SG,River Wonder,False
E08***67,4.0,去玩动物园，蹦着亚马逊游船去的说实话没有想象的赞，毕竟门票价格摆在那，还有乘船要单独再付费性价比着实不高不过旅游还是主打一个体验，还是要打卡,13/10/23,0,https://sg.trip.com/review/river-wonders-98700-179366406?locale=en-SG,River Wonder,False
M31***55,5.0,生态园生物种类很多，游船体验不错，有雨棚，不用担心下雨问题。,19/08/23,0,https://sg.trip.com/review/river-wonders-98700-178492035?locale=en-SG,River Wonder,False
Anonymous User,5.0,环境优美，动植物丰富，看到了大熊猫，带孩子看不够，增长见识。,31/07/23,0,https://sg.trip.com/review/river-wonders-98700-177896465?locale=en-SG,River Wonder,False
Anonymous User,5.0,没什么蚊子是真的热,06/08/23,1,https://sg.trip.com/review/river-wonders-98700-178163482?locale=en-SG,River Wonder,False
Anonymous User,5.0,很适合带小朋友玩，行程稍微短了点，小朋友想再玩一次。,22/09/23,0,https://sg.trip.com/review/river-wonders-98700-179072101?locale=en-SG,River Wonder,False
M27***65,5.0,方便好用实惠,25/08/23,1,https://sg.trip.com/review/river-wonders-98700-178585059?locale=en-SG,River Wonder,False
临轩听潮,5.0,整个行程安排非常合理，天气也给力，大家玩的都很开心。,31/07/23,0,https://sg.trip.com/review/river-wonders-98700-177950917?locale=en-SG,River Wonder,False
320***53,5.0,凉快还行,15/08/23,1,https://sg.trip.com/review/river-wonders-98700-178303298?locale=en-SG,River Wonder,False
平安1314999,4.0,有点亚马逊的意思了，还看到了被照顾得很好的大熊猫,10/08/23,2,https://sg.trip.com/review/river-wonders-98700-178233370?locale=en-SG,River Wonder,False
320***53,5.0,场馆不大主打亚马逊漂流蛮有意思的可以无限次坐,15/08/23,0,https://sg.trip.com/review/river-wonders-98700-178302452?locale=en-SG,River Wonder,False
Anonymous User,5.0,虽然没有特别好玩，但携程价格优惠，也算不亏,07/10/23,0,https://sg.trip.com/review/river-wonders-98700-179284511?locale=en-SG,River Wonder,False
江南忆忆江南,3.0,景点没有问题，只是产品里面的亚马逊游船无法使用。所以后续要订的小伙伴提前和客服联系好怎么用。不要到现场了，进口的地方去处理这个事情。很烦躁。最后实在无法处理，各位就自行买票进吧。反正也就5新币一个人。,25/07/23,0,https://sg.trip.com/review/river-wonders-98700-177735266?locale=en-SG,River Wonder,False
capitano,5.0,リバーサファリとなっているが、今はリバーワンダーズ(River Wonders)に名称が変わってます。入场券を予约していたが、入场券を引き换えてもらう场所は隣のシンガポール动物园(Singapore Zoo)のチケットセンターになる。川のテーマパークだが、ここでのメインは个人的には割と近くでゆっくりパンダが见れます。,22/02/23,9,https://sg.trip.com/review/river-wonders-98700-174984490?locale=en-SG,River Wonder,False
🐬馒头爱旅行,5.0,动物好玩，漂流很不错，熊猫馆太赞了👍,10/10/23,0,https://sg.trip.com/review/river-wonders-98700-179345494?locale=en-SG,River Wonder,False
320***35,5.0,主要以多肉为主，整体植物都非常值得观赏,08/10/23,0,https://sg.trip.com/review/river-wonders-98700-179295271?locale=en-SG,River Wonder,False
_We***22,5.0,体验感很独特，和之前的动物园与众不同,05/10/23,0,https://sg.trip.com/review/river-wonders-98700-179262056?locale=en-SG,River Wonder,False
Anonymous User,5.0,大熊猫在这个园 个人感觉比动物园有特色,04/09/23,0,https://sg.trip.com/review/river-wonders-98700-178831440?locale=en-SG,River Wonder,False
怪怪DCC,5.0,需要扫码选择日期，门口完成的，很方便,12/08/23,0,https://sg.trip.com/review/river-wonders-98700-178267327?locale=en-SG,River Wonder,False
拉利内阿-德拉康塞普西翁陆云,5.0,就像在热带雨林，一定要带孩子去,20/09/23,0,https://sg.trip.com/review/river-wonders-98700-179063157?locale=en-SG,River Wonder,False
137***97,5.0,非常好，去的晚了，只刷到了一圈,30/07/23,0,https://sg.trip.com/review/river-wonders-98700-177818789?locale=en-SG,River Wonder,False
Anonymous User,5.0,非常方便 直接出示码就可以,04/09/23,0,https://sg.trip.com/review/river-wonders-98700-178831431?locale=en-SG,River Wonder,False
M16***48,5.0,除了没坐上游船 其他都可以,21/08/23,0,https://sg.trip.com/review/river-wonders-98700-178524512?locale=en-SG,River Wonder,False
M50***89,5.0,还可以吧，孩子觉得还好。,19/08/23,0,https://sg.trip.com/review/river-wonders-98700-178502382?locale=en-SG,River Wonder,False
M54***94,5.0,确实不错，在别处没见过。,19/08/23,0,https://sg.trip.com/review/river-wonders-98700-178501939?locale=en-SG,River Wonder,False
320***53,5.0,场馆不大主打漂流蛮有意思,15/08/23,0,https://sg.trip.com/review/river-wonders-98700-178302444?locale=en-SG,River Wonder,False
Anonymous User,5.0,动物很多，孩子看的很开心,04/08/23,0,https://sg.trip.com/review/river-wonders-98700-178131494?locale=en-SG,River Wonder,False
M42***63,5.0,轻松愉快的游览，完全不受天气影响。常规动物不多，主要是熊猫馆。人不多，可以近距离多角度慢慢欣赏，有一只凯凯特别干净。乘船很有趣，还可以在结束时告诉工作人员再来一次。2小时足够走2圈了。,19/07/23,5,https://sg.trip.com/review/river-wonders-98700-177659867?locale=en-SG,River Wonder,False
117***59,5.0,逼真的造型，奇妙的体验,11/10/23,0,https://sg.trip.com/review/river-wonders-98700-179352582?locale=en-SG,River Wonder,False
Anonymous User,5.0,扫二维码快速入园，方便,02/10/23,0,https://sg.trip.com/review/river-wonders-98700-179226630?locale=en-SG,River Wonder,False
Anonymous User,5.0,体验很好，可以玩多次，,01/10/23,0,https://sg.trip.com/review/river-wonders-98700-179173652?locale=en-SG,River Wonder,False
拉利内阿-德拉康塞普西翁陆云,5.0,非常棒，各种热带动物,20/09/23,0,https://sg.trip.com/review/river-wonders-98700-179063182?locale=en-SG,River Wonder,False
sisoon,3.0,作为一个广州游客。说实话比长隆差远了。动物也没几个。园区也不大，两下就逛完了。餐厅只有一个。互动项目也没有。动物表演也乏善可陈。价格却不便宜,18/08/23,1,https://sg.trip.com/review/river-wonders-98700-178352941?locale=en-SG,River Wonder,False
117***59,5.0,神奇之旅，一次不够,11/10/23,0,https://sg.trip.com/review/river-wonders-98700-179352581?locale=en-SG,River Wonder,False
M12***51,5.0,亚马逊漂流有点意思,28/08/23,0,https://sg.trip.com/review/river-wonders-98700-178698493?locale=en-SG,River Wonder,False
M25***58,5.0,四个动物园都在一起,14/08/23,0,https://sg.trip.com/review/river-wonders-98700-178293500?locale=en-SG,River Wonder,False
怪怪DCC,5.0,船票直接扫码就可以,12/08/23,0,https://sg.trip.com/review/river-wonders-98700-178267307?locale=en-SG,River Wonder,False
只是缘缘,5.0,非常推荐带小朋友去,23/07/23,0,https://sg.trip.com/review/river-wonders-98700-177715224?locale=en-SG,River Wonder,False
henry-yin,5.0,看河里动物还不错,09/10/23,0,https://sg.trip.com/review/river-wonders-98700-179339246?locale=en-SG,River Wonder,False
Anonymous User,5.0,非常值得去的地方,21/09/23,0,https://sg.trip.com/review/river-wonders-98700-179068542?locale=en-SG,River Wonder,False
Anonymous User,5.0,很小的园区 还不错,14/08/23,0,https://sg.trip.com/review/river-wonders-98700-178299377?locale=en-SG,River Wonder,False
Anonymous User,4.0,地方太小，一下就没了，漂流有三个下坡段小小刺激一下，第一排可能会溅到水，两边动物不多，水质不佳,16/10/23,0,https://sg.trip.com/review/river-wonders-98700-179421343?locale=en-SG,River Wonder,False
Anonymous User,5.0,银龙鱼超漂亮的,24/09/23,0,https://sg.trip.com/review/river-wonders-98700-179081935?locale=en-SG,River Wonder,False
汤姆斯Dad,5.0,真心推荐给大家,11/08/23,0,https://sg.trip.com/review/river-wonders-98700-178247846?locale=en-SG,River Wonder,False
Abby畅畅,5.0,很值得去好玩,15/10/23,0,https://sg.trip.com/review/river-wonders-98700-179382917?locale=en-SG,River Wonder,False
馨馨v,5.0,游船有点短暂,04/10/23,0,https://sg.trip.com/review/river-wonders-98700-179252078?locale=en-SG,River Wonder,False
M16***48,5.0,挺好的 非常棒,21/08/23,0,https://sg.trip.com/review/river-wonders-98700-178524523?locale=en-SG,River Wonder,False
Anonymous User,5.0,游玩体验很好,19/08/23,0,https://sg.trip.com/review/river-wonders-98700-178492040?locale=en-SG,River Wonder,False
路过蜻蜓6666,5.0,很好玩😘!,17/08/23,0,https://sg.trip.com/review/river-wonders-98700-178339831?locale=en-SG,River Wonder,False
Anonymous User,5.0,很好的动物园,01/08/23,0,https://sg.trip.com/review/river-wonders-98700-178012078?locale=en-SG,River Wonder,False
莱罗斯岛黄巢,5.0,孩子非常喜欢,31/07/23,0,https://sg.trip.com/review/river-wonders-98700-177883762?locale=en-SG,River Wonder,False
Abby畅畅,5.0,很值得去玩,14/10/23,0,https://sg.trip.com/review/river-wonders-98700-179377288?locale=en-SG,River Wonder,False
320***35,5.0,体验感很好,08/10/23,0,https://sg.trip.com/review/river-wonders-98700-179295245?locale=en-SG,River Wonder,False
鱼在撒哈拉,5.0,小孩很喜欢,07/10/23,0,https://sg.trip.com/review/river-wonders-98700-179292075?locale=en-SG,River Wonder,False
JACOB。,5.0,非常不错的,25/09/23,0,https://sg.trip.com/review/river-wonders-98700-179127441?locale=en-SG,River Wonder,False
woxiangma10,5.0,船挺好玩的,23/09/23,0,https://sg.trip.com/review/river-wonders-98700-179077292?locale=en-SG,River Wonder,False
M16***48,5.0,很不错 👍,21/08/23,0,https://sg.trip.com/review/river-wonders-98700-178524522?locale=en-SG,River Wonder,False
M56***50,5.0,适合带孩玩,11/08/23,0,https://sg.trip.com/review/river-wonders-98700-178241653?locale=en-SG,River Wonder,False
186***66,5.0,值得二刷！,07/08/23,0,https://sg.trip.com/review/river-wonders-98700-178186228?locale=en-SG,River Wonder,False
Anonymous User,5.0,很好的体验,01/08/23,0,https://sg.trip.com/review/river-wonders-98700-178012131?locale=en-SG,River Wonder,False
