username,rating,content,time,image,UserURL,Attraction,is_english,is_japanese,cleaned_content,all_words,verbs,nouns,adjectives
M38***75,5.0,观景台还是值得上去的,31/01/24,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180576048?locale=en-SG,Garden by the bay,False,False,观景台还是值得上去的,观景台 值得,值得,观景台,
_M1***77,5.0,好玩的 而且还可以避暑,22/12/23,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180142206?locale=en-SG,Garden by the bay,False,False,好玩的。而且还可以避暑,好玩 避暑,好玩 避暑,,
Anonymous User,4.0,没找对super tree哈哈 拍的时候就觉得树的数目不太对哈哈 lily pond也不错 但时间不太够就没有专门去了还有一些随手拍 图片太多了就不修啦,16/12/23,2,https://sg.trip.com/review/gardens-by-the-bay-94795-180085483?locale=en-SG,Garden by the bay,False,False,没找对super tree哈哈。拍的时候就觉得树的数目不太对哈哈 lily pond也不错。但时间不太够就没有专门去了还有一些随手拍,没找 super   tree 拍 树 数目 太   lily   pond 不错 时间 太 够 随手 拍,没找 拍 树 够 拍,数目 时间,不错
Anonymous User,4.0,&bull;云雾林🌳拥有世界最高的室内瀑布🌊，一进门清凉气息扑面而来，简直不要太凉爽！！尤其是在廊道上喷酒🚿出水气的时候，一抬头仿佛仙境一般。还有一面兰花墙，是拍照📸打卡的好地方哦～,09/11/23,1,https://sg.trip.com/review/gardens-by-the-bay-94795-179719693?locale=en-SG,Garden by the bay,False,False,bull云雾林拥有世界最高的室内瀑布一进门清凉气息扑面而来简直不要太凉爽。。尤其是在廊道上喷酒出水气的时候一抬头仿佛仙境一般。还有一面兰花墙是拍照打卡的好地方哦,bull 云雾 林 拥有 世界 室内 瀑布 进门 清凉 气息 扑面而来 简直 太 凉爽 廊道 喷酒 出 水气 抬头 仿佛 仙境 兰花 墙 拍照 打卡 地方,拥有 进门 喷酒 出 抬头 拍照 打卡,云雾 林 世界 瀑布 气息 廊道 水气 仙境 兰花 墙 地方,清凉 凉爽
TopangaL,5.0,暑假去旅客好多，晚上的云雾林都挤满人，有shake.shack还是挺方便的，买了两件T恤，花纹很棒。不喜欢走路的可以选择走接驳车来回地铁口。,28/10/23,0,https://sg.trip.com/review/gardens-by-the-bay-94795-179557633?locale=en-SG,Garden by the bay,False,False,暑假去旅客好多晚上的云雾林都挤满人有shake。shack还是挺方便的买了两件T恤花纹很棒。不喜欢走路的可以选择走接驳车来回地铁口。,暑假 旅客 好多 晚上 云雾 林 挤满 shake shack 挺 买 两件 T恤 花纹 很棒 喜欢 走路 选择 走 接驳 车 来回 地铁口,挤满 买 喜欢 选择 走 接驳 来回,旅客 云雾 林 T恤 花纹 走路 地铁口,很棒
樱岛南洲,5.0,好地方，适合亲子。,17/02/24,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180765122?locale=en-SG,Garden by the bay,False,False,好地方适合亲子。,地方 适合 亲子,适合,地方 亲子,
Anonymous User,5.0,环境优美，空气清新,31/01/24,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180577417?locale=en-SG,Garden by the bay,False,False,环境优美空气清新,环境优美 空气清新,,环境优美,
Anonymous User,5.0,非常好 内容丰富有趣,25/01/24,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180509448?locale=en-SG,Garden by the bay,False,False,非常好。内容丰富有趣,内容 有趣,,内容,有趣
jjq323,5.0,还行，百闻不如一见,14/01/24,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180375860?locale=en-SG,Garden by the bay,False,False,还行百闻不如一见,行 百闻不如一见,,,
che***ng,5.0,还是值得去看一下的,08/01/24,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180349796?locale=en-SG,Garden by the bay,False,False,还是值得去看一下的,值得,值得,,
M23***59,5.0,非常不错，值得推荐,08/01/24,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180347616?locale=en-SG,Garden by the bay,False,False,非常不错值得推荐,不错 值得 推荐,值得 推荐,,不错
Anonymous User,4.0,滨海湾花园的云雾林非常漂亮，理念应该是通过科技制造出纯天然的一个生活环境。花培植的都很漂亮，瀑布也很有意境。会随着灯光改变颜色。科技感很强,02/11/23,2,https://sg.trip.com/review/gardens-by-the-bay-94795-179631014?locale=en-SG,Garden by the bay,False,False,滨海湾花园的云雾林非常漂亮理念应该是通过科技制造出纯天然的一个生活环境。花培植的都很漂亮瀑布也很有意境。会随着灯光改变颜色。科技感很强,滨海湾 花园 云雾 林 漂亮 理念 科技 制造 出 纯天然 生活 环境 花 培植 很漂亮 瀑布 意境 灯光 改变 颜色 科技 感 强,制造 出 生活 花 培植 改变 感,滨海湾 花园 云雾 林 理念 科技 环境 很漂亮 瀑布 意境 灯光 颜色 科技,漂亮 强
E11***90,5.0,非常漂亮，值得一去,01/11/23,3,https://sg.trip.com/review/gardens-by-the-bay-94795-179626296?locale=en-SG,Garden by the bay,False,False,非常漂亮值得一去,漂亮 值得,值得,,漂亮
小肥白求医记,5.0,很方便，直接入园,17/02/24,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180766929?locale=en-SG,Garden by the bay,False,False,很方便直接入园,入园,,入园,
M23***83,5.0,挺好，下次还选择,15/02/24,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180752214?locale=en-SG,Garden by the bay,False,False,挺好下次还选择,挺 下次 选择,选择,,
Anonymous User,5.0,很赞哦！值得一去,15/02/24,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180747835?locale=en-SG,Garden by the bay,False,False,很赞哦。值得一去,赞 值得,赞 值得,,
Anonymous User,5.0,值得一看 非常漂亮,04/02/24,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180631771?locale=en-SG,Garden by the bay,False,False,值得一看。非常漂亮,值得一看 漂亮,,,漂亮
M61***17,5.0,很好的体验！！！,26/01/24,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180516603?locale=en-SG,Garden by the bay,False,False,很好的体验。。。,很好 体验,,体验,很好
Anonymous User,4.0,滨海湾公园的开放时间很长，白天与夜晚的景色完全不同，各有其特色，都很值得一览。如果参观滨海湾花园的时间会碰到吃饭时间的话，建议先用餐后再来，因为这里非常大，至少要逛3小时以上。,04/11/23,1,https://sg.trip.com/review/gardens-by-the-bay-94795-179653303?locale=en-SG,Garden by the bay,False,False,滨海湾公园的开放时间很长白天与夜晚的景色完全不同各有其特色都很值得一览。如果参观滨海湾花园的时间会碰到吃饭时间的话建议先用餐后再来因为这里非常大至少要逛小时以上。,滨海湾 公园 开放 时间 长 白天 夜晚 景色 特色 值得 一览 参观 滨海湾 花园 时间 碰到 吃饭时间 建议 先 用餐 至少 逛 小时,开放 值得 碰到 逛,滨海湾 公园 时间 景色 特色 一览 参观 滨海湾 花园 时间 建议 用餐 小时,长
kekerwin,5.0,非常值得一去。,15/02/24,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180743032?locale=en-SG,Garden by the bay,False,False,非常值得一去。,值得,值得,,
137***90,5.0,好玩，还会再来,14/02/24,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180739595?locale=en-SG,Garden by the bay,False,False,好玩还会再来,好玩,好玩,,
蓝莓汤圆,5.0,值得去。还不错,11/02/24,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180706476?locale=en-SG,Garden by the bay,False,False,值得去。还不错,值得 不错,值得,,不错
M28***24,5.0,有意思的新加坡,11/02/24,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180668392?locale=en-SG,Garden by the bay,False,False,有意思的新加坡,有意思 新加坡,,新加坡,
Anonymous User,5.0,很不错，值得去,08/02/24,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180654513?locale=en-SG,Garden by the bay,False,False,很不错值得去,不错 值得,值得,,不错
M61***17,5.0,很好的体验！！,26/01/24,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180516589?locale=en-SG,Garden by the bay,False,False,很好的体验。。,很好 体验,,体验,很好
Anonymous User,4.0,探索滨海湾花园的时候，一定不要错过奇幻🎆花园。2019年最新推出的新🆕主题，整个区域一共有 3000多棵植物，还有空中垂掉的花球，再伴着花香，在这里参观👀不能更惬意啦～-,09/11/23,1,https://sg.trip.com/review/gardens-by-the-bay-94795-179719733?locale=en-SG,Garden by the bay,False,False,探索滨海湾花园的时候一定不要错过奇幻花园。年最新推出的新主题整个区域一共有 多棵植物还有空中垂掉的花球再伴着花香在这里参观不能更惬意啦,探索 滨海湾 花园 错过 奇幻 花园 最新 推出 新 主题 区域 一共   多棵 植物 空中 垂掉 花球 伴 花香 参观 惬意,探索 错过 推出 垂掉 伴,滨海湾 花园 奇幻 花园 新 主题 区域 植物 花球 花香 参观,惬意
Julien1978,5.0,景观还可以！,17/02/24,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180768398?locale=en-SG,Garden by the bay,False,False,景观还可以。,景观,,景观,
Dr.王大龍 ™ 🇻🇺🇬🇼,5.0,可以说是说的,03/01/24,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180284695?locale=en-SG,Garden by the bay,False,False,可以说是说的,,,,
lewansz,5.0,设计非常先进,25/12/23,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180190846?locale=en-SG,Garden by the bay,False,False,设计非常先进,设计 先进,设计,,先进
Anonymous User,4.0,如果你是住在金沙酒店或是会先到金沙酒店逛街的人，也可以选择直接从金沙酒店内的通道走路至滨海湾花园的天空树地区，沿路都有指示非常好认。,11/11/23,2,https://sg.trip.com/review/gardens-by-the-bay-94795-179735476?locale=en-SG,Garden by the bay,False,False,如果你是住在金沙酒店或是会先到金沙酒店逛街的人也可以选择直接从金沙酒店内的通道走路至滨海湾花园的天空树地区沿路都有指示非常好认。,住 金沙 酒店 先 金沙 酒店 逛街 选择 金沙 酒店 通道 走路 滨海湾 花园 天空 树 地区 沿路 指示 认,住 逛街 选择 通道 树 指示 认,金沙 酒店 金沙 酒店 金沙 酒店 走路 滨海湾 花园 天空 地区 沿路,
Anonymous User,5.0,值得参观体验 建议先看花穹 大约1-2 小时 再看雨雾林 可以3-4个小时 一定要等喷雾 才能感受如临仙境,06/08/23,4,https://sg.trip.com/review/gardens-by-the-bay-94795-178169435?locale=en-SG,Garden by the bay,False,False,值得参观体验。建议先看花穹。大约 小时。再看雨雾林。可以个小时。一定要等喷雾。才能感受如临仙境,值得 参观 体验 建议 先 花穹   小时 雨雾 林 小时 喷雾 感受 如临 仙境,值得 感受 如临,参观 体验 建议 花穹 小时 雨雾 林 小时 喷雾 仙境,
我的昵称12345,5.0,非常的漂亮,17/02/24,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180765977?locale=en-SG,Garden by the bay,False,False,非常的漂亮,漂亮,,,漂亮
M36***98,5.0,值得看一看,09/02/24,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180661487?locale=en-SG,Garden by the bay,False,False,值得看一看,值得 看一看,值得 看一看,,
亚伦伊雪儿,5.0,里面很大的,25/01/24,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180508783?locale=en-SG,Garden by the bay,False,False,里面很大的,很大,,,很大
heanyangliushu,5.0,还是老样子,23/01/24,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180498871?locale=en-SG,Garden by the bay,False,False,还是老样子,老 样子,,样子,老
Anonymous User,4.0,中两棵擎天树之间，还有华侨银行空中步道（OCBC Skyway）相连（P2）让访客能够从不同的角度垂直欣赏擎天树和滨海南花园的美景。,16/12/23,2,https://sg.trip.com/review/gardens-by-the-bay-94795-180085397?locale=en-SG,Garden by the bay,False,False,中两棵擎天树之间还有华侨银行空中步道OCBC Skyway相连P让访客能够从不同的角度垂直欣赏擎天树和滨海南花园的美景。,两棵 擎天 树 之间 华侨银行 空中 步道 OCBC   Skyway 相连 P 访客 角度 垂直 欣赏 擎天 树 滨海南 花园 美景,树 访客 垂直 欣赏 树,擎天 华侨银行 步道 角度 擎天 滨海南 花园 美景,
Anonymous User,4.0,滨海湾花园是一个可持续城市开发项目，整个项目采用了许多可持续性策略，如垂直绿化、光伏板、雨水收集和循环利用等。就是一个设计理念吧！,16/12/23,2,https://sg.trip.com/review/gardens-by-the-bay-94795-180085475?locale=en-SG,Garden by the bay,False,False,滨海湾花园是一个可持续城市开发项目整个项目采用了许多可持续性策略如垂直绿化光伏板雨水收集和循环利用等。就是一个设计理念吧。,滨海湾 花园 持续 城市 开发 项目 项目 采用 可持续性 策略 垂直绿化 光伏 板 雨水 收集 循环 利用 设计 理念,持续 开发 采用 收集 循环 设计,滨海湾 花园 城市 项目 项目 可持续性 策略 板 雨水 利用 理念,
M50***59,5.0,出票很快，直接扫了二维码就进了。云雾森里超级好玩！,13/10/23,6,https://sg.trip.com/review/gardens-by-the-bay-94795-179370993?locale=en-SG,Garden by the bay,False,False,出票很快直接扫了二维码就进了。云雾森里超级好玩。,出票 很快 扫 二维码 进 云雾 森里 超级 好玩,扫 进 好玩,出票 二维码 云雾 森里,
Anonymous User,5.0,新加坡滨海湾比较有名的景点，花穹是室内花卉园，主要观赏世界各地的鲜花；云雾林是热带雨林景观，有室内瀑布，可以登上空中栈道游览，两个场馆都是避暑的好去处,13/10/23,2,https://sg.trip.com/review/gardens-by-the-bay-94795-179366985?locale=en-SG,Garden by the bay,False,False,新加坡滨海湾比较有名的景点花穹是室内花卉园主要观赏世界各地的鲜花云雾林是热带雨林景观有室内瀑布可以登上空中栈道游览两个场馆都是避暑的好去处,新加坡 滨海湾 有名 景点 花穹 室内 花卉 园 观赏 世界各地 鲜花 云雾 林 热带雨林 景观 室内 瀑布 登上 空中 栈道 游览 两个 场馆 避暑 好去处,观赏 登上 游览 避暑,新加坡 滨海湾 景点 花穹 花卉 鲜花 云雾 林 热带雨林 景观 瀑布 栈道 场馆,有名
Anonymous User,4.0,这座新加坡最著名的景观温室将一座30余米高的人造山笼罩在玻璃穹顶之下￼，冷气和喷雾系统还原了热带高山地区湿润，凉爽的气候条件￼。,16/12/23,2,https://sg.trip.com/review/gardens-by-the-bay-94795-180085492?locale=en-SG,Garden by the bay,False,False,这座新加坡最著名的景观温室将一座余米高的人造山笼罩在玻璃穹顶之下冷气和喷雾系统还原了热带高山地区湿润凉爽的气候条件。,座 新加坡 著名 景观 温室 一座 余米 高 人造 山 笼罩 玻璃 穹顶 之下 冷气 喷雾 系统还原 热带 高山 地区 湿润 凉爽 气候 条件,笼罩,新加坡 景观 温室 人造 山 玻璃 穹顶 冷气 喷雾 系统还原 热带 高山 地区 湿润 气候 条件,著名 高 凉爽
Anonymous User,4.0,-&bull;擎天树林🌴园区内共有18颗巨大的树，树高有16层楼高。树间有一座128米长，高22米的廊桥🌁相连，从这里可以观赏到树林的壮丽景色，还可以在巨大的树上用餐哦🍽-,09/11/23,1,https://sg.trip.com/review/gardens-by-the-bay-94795-179719694?locale=en-SG,Garden by the bay,False,False,bull擎天树林园区内共有颗巨大的树树高有层楼高。树间有一座米长高米的廊桥相连从这里可以观赏到树林的壮丽景色还可以在巨大的树上用餐哦,bull 擎天 树林 园区 共有 颗 树树 高 层楼 高 树间 一座 米 长 高 米 廊桥 相连 观赏 树林 壮丽 景色 树上 用餐,共有 观赏,擎天 树林 园区 树树 层楼 树间 廊桥 树林 景色 用餐,高 高 长 高 壮丽
Anonymous User,4.0,滨海湾花园是新加坡必打卡的地方，人为创造的绿色景观景点，花的品种非常多，只觉得好看，但是叫不来。。。。空调开的很足，不错不错！,27/10/23,2,https://sg.trip.com/review/gardens-by-the-bay-94795-179553044?locale=en-SG,Garden by the bay,False,False,滨海湾花园是新加坡必打卡的地方人为创造的绿色景观景点花的品种非常多只觉得好看但是叫不来。。。。空调开的很足不错不错。,滨海湾 花园 新加坡 必 打卡 地方 人为 创造 绿色 景观 景点 花 品种 多只 好看 不来 空调 开 很足 不错 不错,打卡 创造 花 好看 不来 开,滨海湾 花园 新加坡 地方 人为 绿色 景观 景点 品种 空调,很足 不错 不错
136***62,5.0,新加坡是个美丽的城市，滨海湾花园里面更美丽，白天和傍晚是两种不同的美丽，灯光秀超级赞，是高级氧吧，环境极美，干净舒服，点赞！,14/08/23,3,https://sg.trip.com/review/gardens-by-the-bay-94795-178288130?locale=en-SG,Garden by the bay,False,False,新加坡是个美丽的城市滨海湾花园里面更美丽白天和傍晚是两种不同的美丽灯光秀超级赞是高级氧吧环境极美干净舒服点赞。,新加坡 美丽 城市 滨海湾 花园 美丽 白天 傍晚 两种 美丽 灯光 秀 超级 赞是 高级 氧吧 环境 极美 干净 舒服 赞,赞是 赞,新加坡 美丽 城市 滨海湾 花园 美丽 美丽 灯光 氧吧 环境,秀 极美 干净 舒服
Anonymous User,5.0,绝美！值得一去！携程门票很划算！这个场景非常震撼人心！去了就是赚到！新加坡的绿色世界惊人震惊！大家去到就是赚到！喜欢会推荐,30/11/23,0,https://sg.trip.com/review/gardens-by-the-bay-94795-179944661?locale=en-SG,Garden by the bay,False,False,绝美。值得一去。携程门票很划算。这个场景非常震撼人心。去了就是赚到。新加坡的绿色世界惊人震惊。大家去到就是赚到。喜欢会推荐,绝美 值得 携程 门票 划算 场景 震撼人心 赚 新加坡 绿色 世界 惊人 震惊 赚 喜欢 推荐,值得 划算 赚 震惊 赚 喜欢 推荐,携程 门票 场景 新加坡 绿色 世界,绝美 惊人
Anonymous User,4.0,-&bull;花穹💐世界最大的玻璃🫙温室，模拟了地中海气候，来自五大洲的3万余株花卉植物在这里肆意生长，仿佛穿梭在绿野仙踪里🍃,09/11/23,2,https://sg.trip.com/review/gardens-by-the-bay-94795-179719706?locale=en-SG,Garden by the bay,False,False,bull花穹世界最大的玻璃温室模拟了地中海气候来自五大洲的万余株花卉植物在这里肆意生长仿佛穿梭在绿野仙踪里,bull 花穹 世界 玻璃 温室 模拟 地中海 气候 五大洲 万余株 花卉 植物 肆意 生长 仿佛 穿梭 绿野仙踪 里,模拟 穿梭,花穹 世界 玻璃 温室 地中海 气候 五大洲 花卉 植物 生长,
Anonymous User,4.0,-&bull;灯光秀✨就在supertree 上面，7:45-8:45- 9:45各有一场，每场15分钟⏰，从entrance 3进去的话有个观景台，可以在那里欣赏灯光秀🎤,09/11/23,1,https://sg.trip.com/review/gardens-by-the-bay-94795-179719716?locale=en-SG,Garden by the bay,False,False,bull灯光秀就在supertree 上面 各有一场每场分钟从entrance 进去的话有个观景台可以在那里欣赏灯光秀,bull 灯光 秀 supertree     一场 每场 分钟 entrance   进去 有个 观景台 欣赏 灯光 秀,进去 欣赏,灯光 观景台 灯光,秀 秀
WAI***10,5.0,阿凡达主题园很好玩，有灯影互动室,22/08/23,9,https://sg.trip.com/review/gardens-by-the-bay-94795-178546586?locale=en-SG,Garden by the bay,False,False,阿凡达主题园很好玩有灯影互动室,阿凡达 主题 园 好玩 灯影 互动 室,好玩,阿凡达 主题 园 灯影 室,
E01***87,5.0,室内馆好玩，但室外区域不可忽略哦，也很值得花时间好好玩。一定要带充电宝,26/09/23,4,https://sg.trip.com/review/gardens-by-the-bay-94795-179135281?locale=en-SG,Garden by the bay,False,False,室内馆好玩但室外区域不可忽略哦也很值得花时间好好玩。一定要带充电宝,室内 馆 好玩 室外 区域 忽略 值得 花 时间 好玩 带 充电 宝,好玩 值得 花 好玩 带 充电,馆 区域 时间 宝,
M36***16,5.0,这是新加坡旅行最美好的体验，75岁的母亲尤其非常喜欢，自然景色和人工雕琢不留痕迹，维护和管理也到位。高度推荐,13/12/23,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180071508?locale=en-SG,Garden by the bay,False,False,这是新加坡旅行最美好的体验岁的母亲尤其非常喜欢自然景色和人工雕琢不留痕迹维护和管理也到位。高度推荐,新加坡 旅行 美好 体验 岁 母亲 喜欢 自然 景色 人工 雕琢 不留 痕迹 维护 管理 到位 高度 推荐,旅行 喜欢 雕琢 不留 维护 管理 到位 推荐,新加坡 体验 母亲 景色 人工 痕迹 高度,美好
Anonymous User,4.0,喜欢花花草草的必须来看，太好拍了阿凡达主题，很多VR互动都是阿凡达的感觉我变成了一只有尾巴的猴🐒哈哈哈哈,12/11/23,2,https://sg.trip.com/review/gardens-by-the-bay-94795-179740789?locale=en-SG,Garden by the bay,False,False,喜欢花花草草的必须来看太好拍了阿凡达主题很多VR互动都是阿凡达的感觉我变成了一只有尾巴的猴哈哈哈哈,喜欢 花花草草 来看 太 拍 阿凡达 主题 很多 VR 互动 阿凡达 感觉 一只 尾巴 猴 哈哈哈哈,喜欢 拍,花花草草 阿凡达 主题 阿凡达 感觉 尾巴 猴,
兰登冯梦龙,5.0,花园有两个展馆、阿凡达那个展览馆挺有趣的、玩的很开心、景色很好,21/08/23,4,https://sg.trip.com/review/gardens-by-the-bay-94795-178522430?locale=en-SG,Garden by the bay,False,False,花园有两个展馆阿凡达那个展览馆挺有趣的玩的很开心景色很好,花园 两个 展馆 阿凡达 展览馆 挺 有趣 玩 开心 景色,玩 开心,花园 展馆 阿凡达 展览馆 景色,有趣
许先生585,5.0,非常方便携程就是好，哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈，出游必须携程，嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎很好很好很好很好很好很好哈哈哈哈哈哈哈哈哈,07/08/23,2,https://sg.trip.com/review/gardens-by-the-bay-94795-178178199?locale=en-SG,Garden by the bay,False,False,非常方便携程就是好哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈出游必须携程嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎很好很好很好很好很好很好哈哈哈哈哈哈哈哈哈,携程 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈哈 哈哈哈哈 出游 携程 嘎嘎 嘎嘎 嘎嘎 嘎嘎 嘎嘎 嘎嘎 很好 很好 很好 很好 很好 很好 哈哈哈 哈哈哈 哈哈哈,出游,携程 携程,很好 很好 很好 很好 很好
Viviengan,5.0,值得去的景点人也比较多，但是新加坡这个月算是标志性的景点必须要去打卡的啦，还挺不错的各项服务还算到位,18/11/23,0,https://sg.trip.com/review/gardens-by-the-bay-94795-179809822?locale=en-SG,Garden by the bay,False,False,值得去的景点人也比较多但是新加坡这个月算是标志性的景点必须要去打卡的啦还挺不错的各项服务还算到位,值得 景点 新加坡 算是 标志性 景点 打卡 挺不错 各项 服务 算 到位,值得 算是 打卡 服务 算 到位,景点 新加坡 标志性 景点,
ZZ贞贞,5.0,在携程买票比现场便宜，扫码即可入园，非常方便。滨海湾花园很多奇花异草，植物都是根据海拔培植，如果时间允许，最好预留2至3小时观赏，景观很震撼,09/10/23,2,https://sg.trip.com/review/gardens-by-the-bay-94795-179343810?locale=en-SG,Garden by the bay,False,False,在携程买票比现场便宜扫码即可入园非常方便。滨海湾花园很多奇花异草植物都是根据海拔培植如果时间允许最好预留至小时观赏景观很震撼,携程 买票 现场 便宜 扫码 即可 入园 滨海湾 花园 很多 奇花异草 植物 海拔 培植 时间 预留 小时 观赏 景观 震撼,培植 预留 观赏 震撼,携程 买票 现场 扫码 入园 滨海湾 花园 植物 海拔 时间 小时 景观,便宜
Anonymous User,5.0,非常令人震撼的花园景观，云雾林比较有趣，花穹是满目的奇花异草，喜欢花花草草的朋友可以来观赏一下。可惜花草介绍都是英文，有中午简介就好了。,06/09/23,2,https://sg.trip.com/review/gardens-by-the-bay-94795-178853962?locale=en-SG,Garden by the bay,False,False,非常令人震撼的花园景观云雾林比较有趣花穹是满目的奇花异草喜欢花花草草的朋友可以来观赏一下。可惜花草介绍都是英文有中午简介就好了。,令人 震撼 花园 景观 云雾 林 有趣 花穹 满 目的 奇花异草 喜欢 花花草草 朋友 观赏 可惜 花草 介绍 英文 中午 简介,震撼 喜欢 观赏 可惜 介绍 简介,令人 花园 景观 云雾 林 花穹 目的 花花草草 朋友 花草 英文,有趣 满
静影清寒,5.0,漂亮绝美，值得看,10/08/23,5,https://sg.trip.com/review/gardens-by-the-bay-94795-178228918?locale=en-SG,Garden by the bay,False,False,漂亮绝美值得看,漂亮 绝美 值得,值得,,漂亮 绝美
新加坡旅行者,5.0,【景色】新加坡滨海湾花园景色宜人，是来新加坡旅游的时候打卡胜地，滨海湾花园植物种类丰富。【趣味】非常值得游览观光。【性价比】性价比超高。,09/08/23,0,https://sg.trip.com/review/gardens-by-the-bay-94795-178208829?locale=en-SG,Garden by the bay,False,False,景色新加坡滨海湾花园景色宜人是来新加坡旅游的时候打卡胜地滨海湾花园植物种类丰富。趣味非常值得游览观光。性价比性价比超高。,景色 新加坡 滨海湾 花园 景色宜人 新加坡 旅游 打卡 胜地 滨海湾 花园 植物 种类 趣味 值得 游览 观光 性价比 性价比 超高,旅游 打卡 值得 游览 超高,景色 新加坡 滨海湾 花园 景色宜人 新加坡 胜地 滨海湾 花园 植物 种类 趣味 观光 性价比 性价比,
M51***65,5.0,见识了下什么是室内的植物与花朵 很长见识 值得来体验一下 推荐,01/08/23,4,https://sg.trip.com/review/gardens-by-the-bay-94795-177989028?locale=en-SG,Garden by the bay,False,False,见识了下什么是室内的植物与花朵。很长见识。值得来体验一下。推荐,见识 了下 室内 植物 花朵 长见识 值得 体验 推荐,见识 了下 值得 推荐,植物 花朵 体验,
悠莜琦琦,4.0,去的有点匆忙但是里面很凉快，非常舒服。景区出口有买纪念品，非常喜欢。小朋友很喜欢云雾林的瀑布，非常真实！走在走廊上有种身临其境的感觉！,27/10/23,1,https://sg.trip.com/review/gardens-by-the-bay-94795-179553071?locale=en-SG,Garden by the bay,False,False,去的有点匆忙但是里面很凉快非常舒服。景区出口有买纪念品非常喜欢。小朋友很喜欢云雾林的瀑布非常真实。走在走廊上有种身临其境的感觉。,匆忙 凉快 舒服 景区 出口 买 纪念品 喜欢 小朋友 喜欢 云雾 林 瀑布 真实 走 走廊 有种 身临其境 感觉,出口 买 喜欢 喜欢 走,景区 纪念品 小朋友 云雾 林 瀑布 走廊 感觉,凉快 舒服
Island who,5.0,一定要去啊！！,15/10/23,9,https://sg.trip.com/review/gardens-by-the-bay-94795-179420440?locale=en-SG,Garden by the bay,False,False,一定要去啊。。,,,,
vivi716,4.0,使用方便！地标性景点，嗯，就是室内植物园，挺漂亮的。,05/02/24,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180636977?locale=en-SG,Garden by the bay,False,False,使用方便。地标性景点嗯就是室内植物园挺漂亮的。,使用方便 地标 性 景点 室内 植物园 挺 漂亮,,地标 性 景点 植物园,漂亮
悠莜琦琦,4.0,滨海湾花园真的很漂亮，特别超级树那里，晚上的灯光秀非常好看。关键还是免费的，人比较多。花穹的品种很多，很好看，比较多还叫不出来名字，云雾林也很漂亮，非常凉快。空调开的足。,31/10/23,0,https://sg.trip.com/review/gardens-by-the-bay-94795-179616710?locale=en-SG,Garden by the bay,False,False,滨海湾花园真的很漂亮特别超级树那里晚上的灯光秀非常好看。关键还是免费的人比较多。花穹的品种很多很好看比较多还叫不出来名字云雾林也很漂亮非常凉快。空调开的足。,滨海湾 花园 真的 很漂亮 特别 超级 树 晚上 灯光 秀 好看 关键 免费 花穹 品种 很多 好看 名字 云雾 林 很漂亮 凉快 空调 开 足,树 好看 免费 好看 开,滨海湾 花园 很漂亮 灯光 关键 花穹 品种 名字 云雾 林 很漂亮 空调,秀 凉快 足
爱笑的佳人,5.0,花穹和云雾林很不错，花穹空调温度低，最好穿个外套。,13/08/23,4,https://sg.trip.com/review/gardens-by-the-bay-94795-178275798?locale=en-SG,Garden by the bay,False,False,花穹和云雾林很不错花穹空调温度低最好穿个外套。,花穹 云雾 林 不错 花穹 空调 温度 低 穿 外套,穿,花穹 云雾 林 花穹 空调 温度 外套,不错 低
